Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Curt Casali","CIN",62,247,216,46,29,8,0,9,25,28,25,1,73,3,1,1,3,0,0,0.211952,0.102335,0.296716,0.344893,0.301849,0.370561,0.297958,0.67241,0.158608,1.92275,0.27476,,-0.217516,25.9745,-2.31599,84.0191,-0.217516,0.92,-4.811213925480843,2.934294879436493,0.675375,743.9199829101562,,,,"12510"
"Matt Duffy",,78,336,304,78,61,13,1,4,34,29,25,0,65,4,2,0,8,3,1,0.256429,0.0744054,0.192016,0.387497,0.319641,0.338575,0.29427,0.658216,0.0821465,3.48226,0.312557,,-0.169854,34.3051,-4.13089,89.5035,-0.169854,0.1,-4.2046433836221695,-0.3629629835486412,0.674075,746.3099975585938,,,,"13836"
"Rougned Odor",,84,364,328,69,40,15,1,13,39,42,27,1,91,6,3,1,5,3,1,0.21121,0.0752076,0.248899,0.302162,0.281725,0.383239,0.290652,0.664964,0.172029,3.85037,0.247809,,-0.134445,36.1177,-5.52135,86.9912,-0.134445,-1.23,-5.551686495542526,0.06629621982574463,0.673849,747.3800048828125,,,,"12282"
"Alek Thomas","ARI",36,151,139,37,25,8,1,3,18,15,10,0,29,1,1,0,3,2,1,0.264118,0.0678839,0.191072,0.355279,0.318715,0.396141,0.312975,0.714856,0.132022,5.22166,0.314151,,-0.0197753,17.7139,0.38849,99.5275,-0.0197753,1.06,-0.10296110436320305,1.4135352671146393,0.671901,413.3800048828125,,,,"23792"
"Randal Grichuk","COL",118,507,470,118,71,25,3,19,61,65,28,0,111,5,3,1,9,2,1,0.251909,0.0543399,0.21979,0.247236,0.298373,0.43969,0.319009,0.738063,0.187781,3.67023,0.289252,,-0.286992,61.6897,3.72868,90.5245,-0.286992,-2.7,-5.867306441068649,-4.770438194274902,0.670523,253.22999572753906,,,,"10243"
"Lenyn Sosa","CHW",66,281,263,66,45,13,1,6,28,30,13,1,54,2,2,0,5,2,1,0.249816,0.047309,0.191773,0.246692,0.289088,0.377431,0.290489,0.666519,0.127615,3.10966,0.289934,,-0.184295,27.8407,-4.29814,87.4624,-0.184295,0.22,-4.149752452969551,1.594999998807907,0.669931,730,,,,"22896"
"Christian Bethancourt","TBR",78,305,285,64,43,12,1,8,29,34,15,0,77,2,2,0,6,3,1,0.224932,0.049741,0.251204,0.19801,0.266092,0.360715,0.273929,0.626807,0.135784,3.61608,0.275482,,-0.00439601,26.1957,-8.67343,81.4011,-0.00439601,-2.55,-6.386683993507177,2.9563043117523193,0.657696,328.8500061035156,,,,"10028"
"Miguel Andújar",,94,401,375,96,66,20,1,9,41,44,20,1,61,3,4,1,8,4,1,0.256669,0.0492505,0.151874,0.324286,0.295817,0.386283,0.296422,0.6821,0.129615,3.57608,0.283084,,-0.0119563,41.642,-4.24619,89.4908,-0.0119563,1.28,-4.911880549043417,-2.346543312072754,0.653027,590.9199829101562,,,,"15878"
"Spencer Torkelson","DET",131,544,482,111,69,25,2,14,56,56,52,2,130,7,4,1,9,2,1,0.22994,0.0946812,0.238547,0.396908,0.310804,0.380115,0.304257,0.690919,0.150175,3.36473,0.282535,,-0.370541,59.8585,-2.37227,98.9906,-0.370541,0.06,-0.988707959651947,-10.098564568907022,0.652468,302.5400085449219,,,,"27465"
"Edward Olivares","KCR",70,291,267,68,46,13,1,7,32,30,18,1,56,4,2,1,5,6,2,0.253358,0.0609975,0.192186,0.317389,0.30638,0.391091,0.305055,0.697471,0.137733,4.95775,0.294908,,0.220312,32.1942,-1.0842,95.0204,0.220312,0.82,-1.4105084389448166,-1.6491357684135437,0.650186,356.19000244140625,,,,"19698"
"Chad Pinder",,89,385,356,84,55,16,1,13,41,45,22,0,109,4,2,1,8,2,1,0.237224,0.0579246,0.282373,0.205136,0.287964,0.394393,0.298185,0.682357,0.157169,3.07043,0.302545,,-0.227326,40.5052,-3.53611,92.2217,-0.227326,0.97,-3.6533140391111374,-2.748383045196533,0.649744,720.3099975585938,,,,"15191"
"Tucker Barnhart","CHC",83,320,286,63,47,11,1,4,28,26,27,1,78,3,2,2,7,0,0,0.220586,0.0835223,0.243056,0.343634,0.291361,0.30525,0.268188,0.596611,0.0846637,2.05181,0.287451,,-0.297174,26.0063,-10.5507,71.0533,-0.297174,0,-11.049231588840485,6.40432071685791,0.639678,633.6500244140625,,,,"10200"
"Josh Harrison","CHW",94,406,371,91,65,18,2,6,41,38,21,0,72,10,3,1,8,4,1,0.244503,0.0529017,0.176537,0.299663,0.300659,0.35012,0.288566,0.650779,0.105617,4.14129,0.286109,,-0.0956091,39.6122,-6.83136,85.5424,-0.0956091,-0.93,-6.81083907186985,-0.3860185742378235,0.638359,717.9199829101562,,,,"8202"
"Jordan Luplow","ATL",37,161,141,32,18,6,0,7,21,20,17,0,40,2,1,0,2,2,1,0.225996,0.10445,0.251214,0.415782,0.313952,0.431744,0.325359,0.745696,0.205749,4.31596,0.26106,,-0.0137108,20.3561,1.99129,107.338,-0.0137108,1.12,1.355553051456809,-0.8594238758087158,0.618439,745.6500244140625,,,,"16424"
"Nick Gordon","MIN",86,367,337,81,54,18,2,7,41,34,21,1,89,4,2,1,6,8,2,0.240949,0.058229,0.241491,0.241123,0.292809,0.370568,0.290502,0.663376,0.129619,5.57146,0.303912,,0.370787,36.3566,-5.60857,89.4412,0.370787,-0.09,-3.9898470640182495,-1.8890398442745209,0.607754,279.5400085449219,,,,"16337"
"Mike Brosseau","MIL",44,187,167,39,24,8,0,7,21,21,15,0,51,4,1,0,3,1,0,0.233429,0.0791096,0.271461,0.291421,0.307055,0.404859,0.312002,0.711914,0.171429,3.68103,0.292102,,-0.0953732,21.6946,0.334679,100.176,-0.0953732,-0.33,-0.05725690349936485,-0.46580250561237335,0.603795,747.4600219726562,,,,"19683"
"Harold Castro","COL",65,280,261,70,53,11,1,4,28,28,14,1,54,1,2,2,6,1,0,0.268562,0.0490871,0.192767,0.254645,0.305415,0.370729,0.295409,0.676144,0.102167,3.30396,0.320891,,-0.179165,28.8409,-3.18912,90.2943,-0.179165,-0.88,-3.2882009595632553,-0.12768518924713135,0.602725,672.1199951171875,,,,"14691"
"Stuart Fairchild","CIN",57,239,216,50,31,11,1,8,28,27,18,1,68,5,1,0,4,3,1,0.233679,0.0738542,0.284085,0.259972,0.303425,0.402883,0.308931,0.706308,0.169204,4.61973,0.301033,,0.0306206,27.241,-0.154973,91.5194,0.0306206,2.03,-2.3300406765192747,-0.10624337196350098,0.589056,749.0800170898438,,,,"20321"
"Mauricio Dubón","HOU",75,324,300,71,50,13,1,6,34,31,18,1,55,2,2,2,5,6,2,0.236687,0.0563332,0.16836,0.3346,0.283286,0.35067,0.278328,0.633956,0.113983,4.34473,0.267495,,0.117344,28.9758,-8.08672,80.029,0.117344,1.71,-7.166869640350342,2.4648309350013733,0.588202,719.1199951171875,,,,"16530"
"Hunter Dozier","KCR",94,392,355,83,53,17,3,10,42,40,31,0,102,3,3,0,6,5,1,0.232427,0.0782709,0.25882,0.302414,0.297294,0.38326,0.298816,0.680554,0.150833,4.93833,0.294064,,0.044452,41.4801,-3.40706,90.6181,0.044452,-1.42,-4.09991804137826,-2.786523461341858,0.587259,491.2699890136719,,,,"15117"
"Robbie Grossman",,96,413,356,80,53,16,2,10,47,38,49,1,102,4,3,1,6,8,2,0.225573,0.119566,0.248042,0.482038,0.325002,0.360792,0.306543,0.685794,0.135219,4.79584,0.286795,,0.244198,46.1934,-1.05086,98.0259,0.244198,-2.79,-0.6885366886854172,-7.2344441413879395,0.586153,677.5800170898438,,,,"5254"
"Rob Refsnyder","BOS",68,292,259,64,43,13,1,7,34,30,26,0,75,4,2,0,6,2,1,0.247347,0.0893723,0.257918,0.346514,0.323882,0.384848,0.313501,0.70873,0.137501,3.48517,0.319494,,-0.207629,34.2842,0.871271,98.6257,-0.207629,-0.97,-0.6595162749290466,-3.1187360286712646,0.578661,734.8800048828125,,,,"13770"
"Adalberto Mondesi","BOS",118,494,459,96,61,19,4,12,61,39,27,1,155,3,3,3,5,38,7,0.209235,0.0547254,0.314125,0.174215,0.255751,0.345447,0.262781,0.601198,0.136212,8.13782,0.284913,,4.55557,38.0691,-18.4268,65.1883,4.55557,0.44,-14.7992525100708,4.578608453273773,0.576054,242.19000244140625,,,,"13769"
"Francisco Álvarez","NYM",29,121,107,25,16,5,0,4,14,14,12,1,31,2,1,0,2,0,0,0.231936,0.095793,0.252871,0.378822,0.315512,0.390794,0.310132,0.706305,0.158858,2.93031,0.285133,,-0.0988465,13.8942,0.0371156,105.287,-0.0988465,0.48,0.6455127149820328,0.7647923529148102,0.575413,354.7699890136719,,,,"26121"
"Abraham Toro","MIL",42,180,162,38,24,8,1,5,20,19,14,0,32,3,1,0,3,2,1,0.235148,0.0755444,0.17699,0.426829,0.303342,0.388652,0.303477,0.691994,0.153504,4.04408,0.261329,,-0.0452247,19.6734,-0.895419,94.3491,-0.0452247,-0.04,-1.226222813129425,0.6081481203436852,0.569422,624,,,,"19844"
"Taylor Walls","TBR",58,249,220,46,30,11,1,4,26,21,25,1,64,1,2,1,3,6,2,0.21012,0.101825,0.258617,0.393731,0.293643,0.329549,0.27857,0.623192,0.119429,5.16128,0.273558,,0.288836,22.2801,-6.15689,84.6763,0.288836,0,-3.9995484054088593,1.491769552230835,0.566802,570.1199951171875,,,,"22458"
"Ezequiel Duran","TEX",83,350,325,75,47,17,2,9,37,34,19,1,92,3,2,0,5,7,2,0.229345,0.0547347,0.262524,0.208494,0.276965,0.372827,0.282929,0.649792,0.143482,5.30143,0.290442,,0.318977,32.5378,-7.44665,82.645,0.318977,-0.4,-6.510107457637787,0.7240236699581146,0.559676,605.0800170898438,,,,"23733"
"Connor Joe","PIT",58,249,216,50,34,11,1,5,27,23,27,0,54,3,1,0,5,2,1,0.233271,0.109923,0.217688,0.504954,0.326925,0.35464,0.306009,0.681564,0.121369,3.48419,0.288016,,-0.179192,27.7432,-0.739094,96.044,-0.179192,1.43,-1.3240501433610916,-1.7141913175582886,0.559355,596.27001953125,,,,"16572"
"Yonathan Daza","COL",104,444,409,114,85,23,3,3,50,40,27,0,71,3,3,2,11,3,1,0.279092,0.0610843,0.159388,0.383242,0.326977,0.372066,0.308346,0.699043,0.0929741,4.04137,0.328109,,-0.348889,50.3212,-0.493954,83.2364,-0.348889,-1.8,-9.00415700674057,-0.5962963104248047,0.559065,559.3800048828125,,,,"15794"
"Leody Taveras","TEX",126,535,489,112,75,22,3,11,59,45,38,2,139,2,3,2,8,18,4,0.227979,0.0710546,0.260554,0.272706,0.284848,0.352268,0.279863,0.637116,0.124289,5.95103,0.294745,,1.2706,48.4614,-12.6912,80.4812,1.2706,-3.16,-10.476081609725952,-1.2155557870864868,0.55754,357.2699890136719,,,,"18900"
"Eric Hosmer","CHC",120,508,458,121,91,19,1,10,54,51,43,3,87,3,3,1,14,4,1,0.264364,0.0839197,0.171456,0.489454,0.32906,0.377908,0.310942,0.706968,0.113544,3.2099,0.305196,,-0.360948,58.5704,0.482721,100.276,-0.360948,-1.17,-0.19809690117835999,-11.625840067863464,0.549882,471.3500061035156,,,,"3516"
"Cavan Biggio","TOR",79,340,293,62,38,14,1,8,37,33,41,1,93,3,3,1,5,3,1,0.211415,0.120693,0.272851,0.44234,0.312663,0.350885,0.2967,0.663548,0.139471,4.13621,0.276692,,-0.0905626,35.3954,-3.52623,93.0601,-0.0905626,-0.2,-2.7487878650426865,-2.8820986300706863,0.544945,593.9600219726562,,,,"19252"
"Riley Adams","WSN",45,173,154,32,19,7,0,5,17,17,14,0,58,4,1,0,3,0,0,0.206032,0.0829633,0.336695,0.246405,0.288562,0.354112,0.285636,0.642674,0.148079,2.76008,0.291663,,-0.13759,16.5033,-3.31901,81.1371,-0.13759,-0.2,-3.9367101043462753,3.272222086787224,0.541527,745.5800170898438,,,,"19864"
"Miguel Sanó",,76,329,290,62,34,12,1,16,40,45,34,1,115,3,2,0,4,2,1,0.215236,0.103355,0.348061,0.296945,0.302284,0.428773,0.318797,0.731058,0.213537,3.33186,0.287202,,-0.186224,40.0009,2.36558,106.535,-0.186224,-0.72,2.273459106683731,-7.942222356796265,0.534423,681.4600219726562,,,,"12164"
"Jordan Walker","STL",97,416,382,94,64,19,2,9,46,42,27,1,102,5,2,1,8,5,2,0.245293,0.0638097,0.244375,0.261114,0.300586,0.374799,0.296056,0.675385,0.129505,4.55325,0.309559,,-0.0157821,43.1146,-4.52982,93.2057,-0.0157821,0,-3.3048650790005922,-5.688271522521973,0.525049,999,,,,"sa3014464"
"Didi Gregorius",,49,210,191,44,30,8,1,4,21,21,13,1,34,2,2,1,4,1,0,0.229438,0.0598171,0.161279,0.370891,0.282708,0.356405,0.279831,0.639112,0.126967,3.9059,0.254832,,-0.0838705,19.0317,-4.99079,79.4764,-0.0838705,0.87,-5.014596030116081,3.138518452644348,0.524054,999,,,,"6012"
"Jake Meyers","HOU",53,232,211,49,33,10,1,5,25,22,16,1,62,3,1,0,4,3,1,0.22979,0.0696309,0.265265,0.262496,0.291884,0.356129,0.285874,0.648014,0.12634,4.78668,0.29851,,0.0312807,22.1804,-4.40787,85.3545,0.0312807,0.78,-3.800878621637821,1.3996220827102661,0.524021,710.0399780273438,,,,"20308"
"Will Brennan","CLE",62,262,241,62,44,13,1,3,28,26,17,1,39,3,2,0,6,4,1,0.259204,0.0631057,0.147201,0.428703,0.312005,0.368119,0.299299,0.680125,0.108915,4.76185,0.294083,,0.0658701,27.7903,-2.17397,94.0879,0.0658701,0.65,-1.677508071064949,-1.6736332178115845,0.522836,452.5799865722656,,,,"25660"
"Seby Zavala","CHW",52,201,180,35,22,8,0,5,18,19,16,0,72,2,1,1,2,0,0,0.19704,0.0815255,0.356967,0.228384,0.270139,0.328008,0.266334,0.598147,0.130968,1.84389,0.290459,,-0.158399,16.0353,-6.92098,70.4168,-0.158399,1.67,-6.8417524844408035,5.431573987007141,0.522058,665.6500244140625,,,,"18887"
"Carter Kieboom","WSN",57,237,210,49,33,10,0,6,24,23,22,1,55,3,1,0,5,1,0,0.234798,0.0944829,0.230943,0.409118,0.316623,0.364898,0.302415,0.681521,0.130101,2.70502,0.289748,,-0.191558,25.7499,-1.38121,92.6058,-0.191558,-0.81,-2.2299026399850845,-0.985925942659378,0.499039,722.8099975585938,,,,"19958"
"Nolan Jones","COL",73,312,277,67,43,15,1,8,37,32,32,1,90,2,1,0,6,2,1,0.24379,0.102115,0.289706,0.352476,0.325078,0.393534,0.316421,0.718611,0.149744,4.0088,0.331672,,-0.158989,37.3857,1.65625,88.7554,-0.158989,2.02,-4.241161465644836,-1.5244896411895752,0.496479,483.80999755859375,,,,"20529"
"Jonathan Aranda","TBR",84,359,324,77,52,16,1,8,36,38,27,1,84,5,2,0,8,1,0,0.238325,0.0761416,0.233081,0.326674,0.305366,0.369129,0.297726,0.674495,0.130804,2.8858,0.294595,,-0.283182,37.6468,-3.42888,98.1943,-0.283182,0.66,-1.0131043493747711,-5.721766293048859,0.491911,476.30999755859375,,,,"21837"
"Tyler Freeman","CLE",34,145,133,37,27,8,1,1,16,14,7,0,17,4,1,0,4,2,0,0.277049,0.047904,0.119146,0.402061,0.329047,0.372011,0.309698,0.701058,0.0949625,4.33641,0.30855,,0.0012497,16.5537,-0.00547429,101.427,0.0012497,-0.78,0.2337359884986654,-0.1553674340248108,0.491612,743.3099975585938,,,,"22532"
"Josh Lowe","TBR",63,269,243,53,33,13,1,6,28,26,23,1,89,1,2,1,3,7,2,0.217398,0.0853718,0.331288,0.257697,0.287378,0.353423,0.282643,0.640801,0.136025,5.22845,0.313565,,0.441546,25.0082,-5.79856,87.5506,0.441546,1.82,-3.3327952325344086,-0.5663636922836304,0.489888,448.3500061035156,,,,"19953"
"Corey Dickerson","WSN",75,322,299,78,53,16,2,7,35,34,18,2,58,2,2,0,6,3,1,0.259877,0.0571944,0.17978,0.318135,0.305465,0.393657,0.303783,0.699122,0.13378,4.40267,0.300866,,-0.0985186,35.3091,-1.52541,96.1091,-0.0985186,-0.9,-1.5318281650543213,-4.372222065925598,0.485684,610.8099975585938,,,,"10762"
"Shea Langeliers","OAK",118,456,416,91,57,19,2,12,41,48,33,1,126,4,3,1,6,2,0,0.217733,0.0714575,0.276071,0.258838,0.278815,0.360148,0.280407,0.638963,0.142415,2.94034,0.279029,,-0.254774,41.5272,-10.6264,86.1305,-0.254774,-7.14,-7.373333722352982,-2.6516499519348145,0.469839,283.80999755859375,,,,"25816"
"Charlie Blackmon","COL",128,548,495,132,89,25,5,14,66,60,40,3,100,8,3,2,11,2,1,0.267285,0.0730667,0.18194,0.401598,0.329565,0.421282,0.326724,0.750846,0.153996,4.18606,0.3078,,-0.424528,70.1208,7.3958,95.7976,-0.424528,-0.34,-3.102846711874008,-10.866644710302353,0.467616,290.7300109863281,,,,"7859"
"Jarren Duran","BOS",57,243,222,55,36,11,3,5,31,22,17,0,66,3,1,0,4,8,2,0.24538,0.0694341,0.269634,0.257512,0.305411,0.382147,0.3018,0.687558,0.136766,6.98643,0.326001,,0.626881,26.3075,-1.53659,90.3685,0.626881,-1.94,-2.0123425126075745,-1.2949383854866028,0.46555,552.27001953125,,,,"24617"
"Odúbel Herrera",,42,182,167,41,28,8,1,4,20,18,12,0,35,2,1,0,4,2,1,0.247565,0.0651786,0.190338,0.342436,0.302322,0.38079,0.299371,0.683112,0.133225,4.57901,0.2885,,0.0341937,19.3194,-1.50012,93.0453,0.0341937,0.64,-1.4138717949390411,-0.15218108892440796,0.460468,999,,,,"11476"
"Travis Jankowski","TEX",58,252,222,51,41,8,1,1,27,15,26,1,55,2,1,1,6,9,3,0.231063,0.103429,0.219986,0.47016,0.314841,0.294694,0.276384,0.609535,0.0636304,5.44626,0.300775,,0.443085,22.1481,-6.67888,77.0833,0.443085,2.89,-6.163714200258255,2.2506702542304993,0.454388,999,,,,"13768"
"Kevin Pillar",,50,217,201,47,30,10,1,6,23,24,11,0,43,3,1,0,3,2,1,0.233994,0.0495131,0.197719,0.250421,0.282307,0.388199,0.292338,0.670506,0.154206,4.26194,0.265504,,0.032489,21.8223,-3.00093,88.1619,0.032489,1.06,-2.906376428902149,0.06793642044067383,0.447044,999,,,,"12434"
"Luis Torrens",,36,141,129,30,20,6,0,4,14,15,10,0,36,1,1,0,3,0,0,0.230151,0.0713774,0.257555,0.277135,0.289593,0.37031,0.289978,0.659903,0.140159,2.56454,0.288444,,-0.107627,13.9151,-2.21428,86.5231,-0.107627,-0.85,-2.281576082110405,1.927777647972107,0.446976,999,,,,"15905"
"Jesús Aguilar","OAK",84,364,327,79,51,14,0,14,40,45,28,1,79,4,4,0,6,1,0,0.242688,0.0779846,0.217166,0.359101,0.30694,0.41238,0.313645,0.719319,0.169691,2.28403,0.276559,,-0.26719,42.7666,1.12759,102.958,-0.26719,-1.43,0.964507132768631,-8.736397385597229,0.433775,622.8800048828125,,,,"11342"
"Nate Eaton","KCR",58,244,222,51,35,11,1,3,25,20,16,0,57,3,2,1,4,7,2,0.231267,0.0656976,0.235931,0.278461,0.289305,0.340317,0.278542,0.629621,0.10905,5.74705,0.294367,,0.544788,21.8233,-6.03768,76.3105,0.544788,4.11,-5.950527131557465,2.2999863624572754,0.430003,574.3499755859375,,,,"25055"
"Vidal Bruján","TBR",36,152,139,32,22,7,1,2,17,13,11,0,30,1,1,0,2,8,2,0.231121,0.0720043,0.198931,0.361956,0.291534,0.34381,0.281183,0.635344,0.112689,6.29922,0.277928,,0.655354,13.931,-3.44721,86.5202,0.655354,0.87,-1.6499862670898438,0.8964550346136093,0.428171,510.19000244140625,,,,"20536"
"Keston Hiura","MIL",66,284,252,56,32,11,1,12,35,34,23,1,103,7,1,1,4,4,1,0.221986,0.0811824,0.363342,0.223432,0.302596,0.414928,0.313984,0.717524,0.192941,4.66892,0.317658,,0.00342838,33.3903,0.954785,101.531,0.00342838,-0.01,0.5078769165556878,-5.990531692281365,0.424611,498.4200134277344,,,,"20003"
"Elly De La Cruz","CIN",55,233,217,53,33,11,2,7,27,25,13,1,74,1,1,0,3,6,2,0.242375,0.0549129,0.318833,0.172231,0.286527,0.402173,0.298222,0.6887,0.159798,5.82869,0.334413,,0.211151,24.4832,-2.12995,84.1993,0.211151,0,-4.061467379331589,0.24963688850402832,0.42049,999,,,,"sa3009289"
"Blake Sabol","SFG",29,114,103,23,16,5,1,2,12,10,9,0,33,1,1,0,2,1,0,0.227579,0.0815922,0.290946,0.280437,0.294705,0.3527,0.286115,0.647405,0.125121,4.42081,0.311605,,-0.0348229,10.8781,-2.13576,84.6487,-0.0348229,0,-2.0647191181778908,2.237654209136963,0.41949,999,,,,"sa3010269"
"Korey Lee","HOU",40,161,149,32,21,6,1,4,16,16,10,1,47,1,1,0,3,2,0,0.214155,0.0623125,0.293626,0.212217,0.268738,0.343041,0.268826,0.61178,0.128886,4.19188,0.283387,,0.0104786,13.1827,-5.23347,73.3238,0.0104786,0.61,-4.824231522157788,3.696419835090637,0.419173,714.1500244140625,,,,"25543"
"Geraldo Perdomo","ARI",47,200,175,40,29,7,1,2,21,15,19,1,42,2,1,2,4,4,1,0.225822,0.0930735,0.208518,0.446357,0.307051,0.318791,0.281524,0.625842,0.0929691,5.18619,0.280958,,0.104755,18.362,-4.47609,78.0312,0.104755,0.18,-4.993088647723198,2.2558833956718445,0.416903,683.22998046875,,,,"22799"
"Nicky Lopez","KCR",94,392,355,87,70,14,3,1,38,25,28,1,57,3,2,5,10,11,3,0.245554,0.0701878,0.144624,0.485314,0.302993,0.306242,0.273068,0.609235,0.0606882,5.43935,0.288675,,0.403664,33.4533,-11.4338,72.4475,0.403664,1.27,-11.767472445964813,3.257882833480835,0.416835,492.5799865722656,,,,"19339"
"Edmundo Sosa","PHI",57,242,224,54,38,10,1,4,26,22,10,1,56,6,1,1,5,4,1,0.239814,0.0429518,0.231893,0.185222,0.289566,0.356832,0.284371,0.646398,0.117018,5.1193,0.299454,,-0.0127724,22.8415,-4.88621,80.3193,-0.0127724,0.15,-5.557443896308541,1.3355877697467804,0.411808,691.3099975585938,,,,"17022"
"Sal Frelick","MIL",32,138,127,33,24,7,1,2,15,13,9,1,20,1,1,0,3,2,1,0.260665,0.0673575,0.145802,0.461979,0.316368,0.368938,0.300722,0.685306,0.108272,4.63517,0.295713,,-0.00926742,14.8307,-0.991511,92.466,-0.00926742,0,-1.2204548986628652,0.49382713437080383,0.411643,999,,,,"sa3017047"
"Brian Serven","COL",57,222,202,45,29,10,1,6,23,24,14,0,48,3,2,1,4,0,0,0.224802,0.0632669,0.218052,0.290145,0.283879,0.373539,0.28875,0.657418,0.148738,2.98749,0.262426,,-0.167134,21.7029,-3.70473,69.8425,-0.167134,0,-7.952516809105873,4.398148059844971,0.410343,717.4600219726562,,,,"19422"
"Kerry Carpenter","DET",99,410,374,88,55,19,2,13,43,46,27,3,97,6,3,0,7,4,1,0.235592,0.0654255,0.236337,0.276832,0.294441,0.398739,0.300626,0.69318,0.163147,4.00258,0.281852,,-0.133903,43.8969,-2.96828,96.4283,-0.133903,-0.73,-1.7811926156282425,-7.420612812042236,0.401894,384.30999755859375,,,,"25961"
"Cooper Hummel","SEA",31,120,105,22,14,5,0,3,13,10,13,0,35,2,1,0,2,2,1,0.207779,0.110091,0.291105,0.378184,0.305537,0.334367,0.28809,0.639904,0.126588,4.33117,0.283152,,-0.0343111,11.7044,-2.07194,91.1357,-0.0343111,-0.87,-1.236086692661047,1.1740516424179077,0.395634,735.4199829101562,,,,"19458"
"Sean Bouchard","COL",49,208,186,46,26,12,1,6,26,23,19,0,55,2,1,0,3,3,1,0.244959,0.0892267,0.261768,0.340862,0.317761,0.422057,0.323064,0.739818,0.177098,4.60136,0.309742,,0.0115351,26.0228,2.20319,93.2964,0.0115351,0.83,-1.6108912145718932,-1.7514175772666931,0.381537,593.5399780273438,,,,"21270"
"Zach McKinstry","CHC",36,151,135,32,21,7,1,3,16,14,13,0,35,2,1,1,3,2,1,0.23907,0.0828738,0.232583,0.356319,0.308807,0.374057,0.301166,0.682864,0.134986,4.71467,0.297847,,-0.0452259,16.2403,-1.02898,93.5938,-0.0452259,-0.22,-1.169307079166174,-0.27050506323575974,0.381389,646.8499755859375,,,,"19392"
"Jonah Bride","OAK",34,140,124,29,21,6,0,2,13,12,12,0,26,3,1,1,3,0,0,0.232478,0.0884459,0.185677,0.476344,0.313367,0.332178,0.290425,0.645545,0.0997005,2.51668,0.277823,,-0.133853,13.8868,-2.15206,93.2002,-0.133853,-0.16,-1.2071473449468613,0.3646913468837738,0.379739,999,,,,"24703"
"Franmil Reyes",,65,280,254,60,37,11,1,12,33,36,22,1,85,2,2,0,5,2,0,0.236208,0.0794254,0.304957,0.260448,0.300355,0.426752,0.31572,0.727107,0.190544,3.23024,0.301802,,-0.113926,33.359,1.32898,104.399,-0.113926,0,1.2951369881629944,-7.021605014801025,0.360123,531.0800170898438,,,,"14566"
"Taylor Trammell","SEA",52,219,195,40,26,8,1,6,23,20,21,0,64,2,1,0,3,5,1,0.206097,0.0946388,0.292442,0.323616,0.287467,0.343292,0.280856,0.63076,0.137195,4.92,0.271804,,0.353314,20.0549,-5.03365,86.031,0.353314,1.59,-3.0956454277038574,-0.4964197874069214,0.355212,726.8800048828125,,,,"19960"
"Alex Call","WSN",86,359,321,73,47,16,1,9,38,34,31,0,80,5,2,1,6,5,2,0.227139,0.0851482,0.222547,0.382608,0.301505,0.369447,0.297041,0.670952,0.142308,4.31578,0.272102,,0.0292234,37.4592,-3.62499,88.9324,0.0292234,-1.08,-4.590854242444038,-4.157882809638977,0.348401,668.4199829101562,,,,"19296"
"Austin Wynns",,32,127,115,26,20,4,0,2,12,11,9,0,27,1,1,1,3,0,0,0.229808,0.0734017,0.211501,0.347052,0.292884,0.318923,0.273974,0.611807,0.0891151,2.16231,0.282186,,-0.110635,10.8865,-3.59847,76.3507,-0.110635,0,-3.5912657380104065,2.4691357612609863,0.32888,750,,,,"15271"
"Cam Gallagher",,19,76,69,15,10,3,0,1,7,7,5,0,19,1,0,1,1,0,0,0.211518,0.0700161,0.246941,0.283534,0.273431,0.307601,0.259773,0.581032,0.0960824,2.40967,0.270954,,-0.0512004,5.66358,-3.0103,66.1948,-0.0512004,2.16,-2.9368522465229034,3.6260493993759155,0.325564,999,,,,"12981"
"Sandy Leon",,32,128,114,22,15,4,0,2,11,11,11,0,34,1,1,1,2,0,0,0.193146,0.0862212,0.26375,0.326905,0.27101,0.296607,0.256293,0.567617,0.103461,2.24739,0.249326,,-0.0890709,9.20679,-5.43551,63.1314,-0.0890709,1.93,-5.487967625260353,4.399135708808899,0.325165,999,,,,"5273"
"Andrelton Simmons",,66,287,261,61,47,10,1,3,27,22,18,0,47,2,2,1,7,4,1,0.23317,0.0610374,0.163433,0.373471,0.285309,0.307644,0.264964,0.592952,0.074474,3.9411,0.273039,,-0.00252219,22.6203,-10.2104,69.1526,-0.00252219,1.13,-10.130871498724446,3.732880711555481,0.31365,999,,,,"10847"
"Canaan Smith-Njigba","PIT",36,152,134,33,22,7,1,3,17,14,16,1,37,1,1,0,3,2,1,0.244837,0.1029,0.243337,0.422872,0.326539,0.367887,0.308108,0.694426,0.12305,4.30587,0.315765,,0.0655715,17.2078,-0.198009,97.4783,0.0655715,-0.1,-0.3804050162434578,-1.766666628420353,0.311341,750.3300170898438,,,,"23264"
