Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ronald Acuña Jr.","ATL",147,637,545,149,89,29,1,30,107,81,75,4,147,11,4,3,,35,11,0.273723,0.117475,0.230604,0.509424,0.370404,0.495762,0.373907,0.866166,0.222039,5.8399,0.32053,1.71592,2.15783,105.308,32.4692,140.538,3.87375,3.44598,33.8754096031189,-2.7790191173553467,5.51529,1.8600000143051147,,,,"18401"
"Kyle Tucker","HOU",152,658,587,164,93,35,3,33,97,111,62,4,109,3,5,2,,24,5,0.279488,0.0945456,0.164999,0.573007,0.348826,0.518597,0.370506,0.867423,0.23911,5.6964,0.290991,0.183852,2.14912,107.002,31.7618,145.096,2.33297,2.49144,35.72440457344055,-4.658559560775757,5.46225,6.139999866485596,,,,"18345"
"Francisco Lindor","NYM",156,672,598,151,96,27,4,25,88,90,59,3,122,8,5,2,,14,5,0.253077,0.0878842,0.181234,0.484921,0.325495,0.435264,0.330272,0.760759,0.182186,5.01336,0.276725,-0.134826,0.129521,87.7988,10.9579,119.057,-0.00530448,6.35906,14.873956537805498,13.559058666229248,5.35928,33.810001373291016,,,,"12916"
"Carlos Correa","MIN",144,623,547,150,94,30,1,24,83,80,65,2,121,5,5,2,,1,1,0.273775,0.104515,0.194575,0.537143,0.35311,0.46578,0.355256,0.81889,0.192005,2.28604,0.308851,-0.160004,-0.860062,93.7623,22.5245,135.152,-1.02007,2.68521,23.62332260608673,7.110208988189697,5.31031,127.30000305175781,,,,"14162"
"Adley Rutschman","BAL",138,555,473,123,71,34,1,17,78,61,70,0,95,7,4,2,,4,1,0.259097,0.125643,0.170248,0.737999,0.359341,0.443539,0.3521,0.80288,0.184442,3.60739,0.288583,0.802725,-0.344558,82.1959,18.6879,131.765,0.458167,1.80935,20.31112414598465,6.734350919723511,5.30356,71,,,,"26288"
"Wander Franco","TBR",144,623,564,160,102,35,7,16,85,76,49,1,67,4,4,2,,12,4,0.283493,0.0791684,0.108092,0.732414,0.342551,0.455429,0.345483,0.797981,0.171936,5.73503,0.296854,0.796614,0.119238,88.9252,17.6874,131.907,0.915852,0.727571,23.284500420093536,6.6525707840919495,5.22669,85.87000274658203,,,,"23667"
"Fernando Tatis Jr.","SDP",123,532,466,128,66,24,2,36,92,90,55,3,132,5,4,2,,24,6,0.274347,0.104113,0.248655,0.418704,0.355214,0.568643,0.391402,0.923857,0.294295,6.12733,0.303576,1.10432,1.66939,95.3433,34.511,158.698,2.77372,-2.36711,39.05502271652222,-8.567107200622559,5.08047,17.700000762939453,,,,"19709"
"Freddie Freeman","LAD",156,672,580,172,110,34,2,26,104,99,80,12,103,6,4,2,,10,3,0.296806,0.118629,0.153439,0.773132,0.385439,0.497656,0.378261,0.883095,0.20085,4.40709,0.320862,0.336298,0.0223287,113.419,36.5777,147.634,0.358626,-0.2115,37.54934597015381,-12.211500227451324,5.0343,14.039999961853027,,,,"5361"
"Marcus Semien","TEX",156,672,602,156,95,31,4,27,96,76,59,0,117,3,4,3,,19,6,0.259163,0.0881395,0.174529,0.505015,0.32702,0.455598,0.339671,0.782618,0.196434,5.50801,0.280032,1.15374,0.791702,92.817,15.9761,122.697,1.94544,4.43688,19.10891032218933,7.386876344680786,5.02923,32.47999954223633,,,,"12533"
"Manny Machado","SDP",156,672,597,159,98,30,1,30,92,100,66,9,126,3,6,1,,10,3,0.26689,0.0984283,0.188003,0.523545,0.339833,0.471825,0.347102,0.811659,0.204935,4.00756,0.28973,-0.0926376,0.0855495,96.7836,19.9428,128.407,-0.00708808,1.1141,22.171857456676662,2.9140987396240234,5.00786,13.960000038146973,,,,"11493"
"Austin Riley","ATL",156,672,599,165,94,33,2,36,93,108,55,2,163,12,5,1,,1,1,0.275064,0.0817167,0.241873,0.337849,0.34525,0.516878,0.369789,0.862129,0.241815,2.89604,0.317602,-0.863558,-0.747496,108.895,32.0546,137.722,-1.61105,-5.17914,27.84041464328766,-2.7791433334350586,5.00526,20.790000915527344,,,,"18360"
"Rafael Devers","BOS",156,672,603,172,97,41,2,33,102,105,56,9,130,7,4,2,,5,3,0.285819,0.0834212,0.192723,0.432856,0.351071,0.522845,0.371108,0.873915,0.237026,3.72764,0.313907,0.848199,-0.783802,109.6,32.7588,139.297,0.0643965,-2.48852,29.78075847774744,-3.688516616821289,4.98686,20.3700008392334,,,,"17350"
"Corey Seager","TEX",143,616,546,151,92,31,2,25,86,81,58,5,98,7,4,2,,3,1,0.276007,0.0934813,0.159015,0.587878,0.349628,0.479735,0.356766,0.829363,0.203728,3.38046,0.293719,0.342918,-0.56498,93.4478,23.0104,134.765,-0.222062,-2.01504,23.876665890216827,2.5849602222442627,4.83837,54.11000061035156,,,,"13624"
"J.T. Realmuto","PHI",138,550,493,127,79,25,3,20,70,73,42,2,122,10,4,1,,15,3,0.257346,0.0764412,0.221427,0.345221,0.325752,0.440812,0.332793,0.766565,0.183467,5.71697,0.301418,1.38737,1.23604,72.9607,10.0702,113.421,2.62341,5.25143,11.199673175811768,13.026434421539307,4.70961,26.920000076293945,,,,"11739"
"Matt Chapman","TOR",154,665,576,132,71,28,2,31,86,88,74,0,189,8,6,2,,3,2,0.228738,0.111553,0.284583,0.391988,0.32231,0.443194,0.3336,0.765504,0.214456,3.24017,0.279595,0.702566,-0.81122,88.6427,12.6023,119.108,-0.108654,6.66307,14.189931876957417,9.038071155548096,4.66272,156.82000732421875,,,,"16505"
"Brandon Nimmo","NYM",138,595,507,137,92,26,5,14,83,58,70,0,107,11,2,4,,5,3,0.269592,0.11843,0.180094,0.657604,0.369309,0.423082,0.35081,0.792392,0.15349,4.65679,0.315847,0.259396,-0.760797,87.4468,19.4106,133.101,-0.501401,-0.202891,22.381247758865356,1.9221089780330658,4.65367,182.39999389648438,,,,"12927"
"Xander Bogaerts","SDP",149,644,567,152,100,31,0,20,87,76,64,2,123,7,5,2,,7,2,0.267713,0.0989931,0.190433,0.519832,0.345796,0.428148,0.338597,0.773944,0.160435,3.50088,0.307375,0.605851,-0.00306803,88.3998,14.7606,122.592,0.602783,-2.01068,17.50639146566391,4.389318943023682,4.57398,90.08000183105469,,,,"12161"
"Paul Goldschmidt","STL",156,672,586,161,98,33,1,29,94,99,75,1,147,5,5,1,,7,2,0.274286,0.112318,0.218444,0.514174,0.359232,0.481615,0.364485,0.840847,0.20733,3.72736,0.31769,0.0101659,-0.0811617,106.064,29.223,139.991,-0.0709958,1.96407,31.152555033564568,-10.235926747322083,4.57009,24.68000030517578,,,,"9218"
"Will Smith","LAD",136,547,472,120,69,24,2,25,72,82,58,4,100,11,6,0,,2,1,0.25454,0.106128,0.181877,0.583516,0.346455,0.47534,0.354287,0.821795,0.220799,3.36403,0.268555,-1.20835,-0.521018,81.933,19.3627,131.241,-1.72936,1.03334,18.1324622631073,6.733339190483093,4.56446,60.689998626708984,,,,"19197"
"Vladimir Guerrero Jr.","TOR",147,637,563,162,96,30,1,35,94,105,64,5,99,6,3,1,,7,3,0.287544,0.100294,0.155012,0.64701,0.363833,0.533142,0.383298,0.896976,0.245599,3.34026,0.29248,-0.931659,-0.355269,110.06,37.2215,154.193,-1.28693,-2.2112,37.55948078632355,-14.4362051486969,4.55808,11.359999656677246,,,,"19611"
"Andrés Giménez","CLE",144,623,557,148,99,29,3,17,73,77,38,3,126,21,4,4,,22,6,0.26633,0.0607618,0.202543,0.299994,0.33388,0.422992,0.330285,0.756872,0.156662,5.56781,0.313802,0.215124,1.25957,81.4034,10.1656,115.961,1.47469,7.5177,12.664458274841309,10.092698097229004,4.47282,80.98999786376953,,,,"19950"
"Byron Buxton","MIN",130,560,506,126,60,30,3,33,87,82,41,0,155,9,4,1,,11,2,0.249546,0.0725929,0.27661,0.262438,0.314552,0.517054,0.355621,0.831606,0.267509,5.88417,0.290114,0.641198,0.698207,84.4434,20.4094,135.41,1.33941,4.65156,23.653378009796143,0.6515622138977051,4.42465,96.25,,,,"14161"
"Bo Bichette","TOR",152,658,607,170,106,37,1,26,94,93,41,0,134,4,4,2,,17,6,0.280239,0.0627815,0.204207,0.30744,0.328067,0.47235,0.345979,0.800417,0.19211,4.86982,0.320168,0.306167,0.330916,94.1805,18.9405,127.847,0.637083,-7.24823,21.256049811840057,-0.19823408126831055,4.41145,12.819999694824219,,,,"19612"
"Michael Harris II","ATL",141,609,561,154,95,35,4,21,83,86,36,1,138,7,3,2,,23,6,0.274625,0.0583672,0.226247,0.25798,0.324245,0.462604,0.339854,0.786849,0.187979,6.23309,0.327678,0.523542,1.72923,84.2035,14.5666,117.253,2.25277,4.79919,14.460230112075806,6.974190950393677,4.4019,30.739999771118164,,,,"25931"
"George Springer","TOR",138,595,521,136,80,24,3,29,90,81,59,1,113,8,4,3,,11,3,0.261039,0.0993663,0.189588,0.524117,0.342784,0.483666,0.357115,0.82645,0.222627,5.44133,0.279757,0.346322,0.417991,90.4271,22.3909,135.708,0.764313,3.28208,24.672979652881622,-2.0929160118103027,4.36059,78.55000305175781,,,,"12856"
"Dansby Swanson","CHC",154,665,600,153,97,31,2,23,86,80,52,1,165,5,5,2,,14,5,0.254148,0.0787726,0.247688,0.318032,0.31707,0.426508,0.323815,0.743578,0.17236,4.82969,0.310326,1.18165,0.23228,83.4731,7.43274,109.078,1.41393,3.4138,8.427436470985413,10.538799047470093,4.34058,82.94999694824219,,,,"18314"
"Matt Olson","ATL",156,672,580,150,81,34,0,36,94,105,78,7,149,7,5,2,,2,1,0.259218,0.115919,0.221932,0.522317,0.35123,0.502702,0.36511,0.853932,0.243484,2.09262,0.286478,-0.326647,-0.727394,106.398,29.5569,134.523,-1.05404,4.79594,25.89969265460968,-7.204063415527344,4.33689,44.11000061035156,,,,"14344"
"Pete Alonso","NYM",154,665,580,151,84,27,1,39,91,113,67,11,131,13,5,1,,4,1,0.261228,0.101432,0.197482,0.513626,0.348233,0.514446,0.366096,0.862678,0.253218,3.04799,0.271384,-1.5141,-0.47646,105.81,29.77,143.553,-1.99056,-0.921407,31.659883856773376,-12.946406722068787,4.31404,19.729999542236328,,,,"19251"
"Sean Murphy","ATL",141,569,499,124,70,30,1,22,70,79,54,1,128,11,4,1,,1,1,0.247757,0.0940229,0.224874,0.418114,0.332009,0.445699,0.338813,0.777708,0.197941,2.8794,0.287915,-0.108363,-0.651587,78.2572,13.1484,116.541,-0.759951,2.43425,10.182713627815247,7.0092456340789795,4.26621,119.91999816894531,,,,"19352"
"Luis Robert Jr.","CHW",138,595,550,153,98,30,2,24,83,84,32,1,124,7,3,2,,17,5,0.277579,0.0539427,0.208935,0.258179,0.3239,0.46733,0.341554,0.79123,0.189751,5.26192,0.317911,0.802548,0.576618,83.0716,15.0354,123.508,1.37917,2.23261,17.11931610107422,3.9576061964035034,4.20277,47.68000030517578,,,,"20043"
"Willy Adames","MIL",144,623,559,138,80,30,1,28,83,84,57,2,165,2,3,2,,8,4,0.247543,0.0918017,0.264164,0.347518,0.318044,0.454374,0.333972,0.772418,0.206831,3.8629,0.298734,0.939266,-0.46523,83.228,11.9902,115.198,0.474036,0.690976,11.47470337152481,7.365976631641388,4.17903,92.41999816894531,,,,"15986"
"Alejandro Kirk","TOR",117,475,414,114,76,23,0,16,56,63,53,1,54,4,4,1,,0,1,0.275701,0.110765,0.114001,0.971613,0.360438,0.445376,0.352254,0.805814,0.169676,1.47361,0.283002,-1.09219,-0.727822,70.385,16.0476,132.277,-1.82002,1.7773,15.43973445892334,3.577302575111389,3.86537,107.01000213623047,,,,"22581"
"Brandon Lowe","TBR",130,560,493,121,67,25,2,27,75,81,55,1,140,8,3,1,,5,1,0.24545,0.0982624,0.250508,0.392252,0.328939,0.469547,0.345653,0.798486,0.224097,4.13363,0.286197,0.983134,-0.184007,80.0087,15.9747,132.027,0.799127,-1.50762,20.98168706893921,-2.2076226472854614,3.84393,162.77000427246094,,,,"18882"
"Tommy Edman","STL",143,616,563,148,101,31,4,12,82,63,40,1,100,6,4,3,,28,5,0.262916,0.0647855,0.162192,0.399437,0.317127,0.397674,0.3128,0.714801,0.134758,6.71527,0.298342,1.19031,3.02039,71.9318,1.49439,104.65,4.2107,2.00663,7.5389251708984375,8.306631803512573,3.83982,74.6500015258789,,,,"19470"
"Gunnar Henderson","BAL",136,588,508,129,79,26,5,19,79,75,67,1,150,7,5,1,,11,3,0.253825,0.114392,0.254755,0.449029,0.345443,0.437228,0.342179,0.782671,0.183403,5.64316,0.318371,-0.130316,0.239223,82.3863,15.1506,124.761,0.108907,-2.92595,16.492958806455135,0.9240522384643555,3.79508,90.79000091552734,,,,"26289"
"Anthony Rendon","LAA",131,567,488,129,79,31,1,18,70,76,67,2,96,7,4,0,,3,2,0.264377,0.118598,0.169939,0.697885,0.358875,0.441922,0.35005,0.800797,0.177545,3.0318,0.29444,0.420983,-0.583738,82.9891,18.1546,128.239,-0.162755,-1.11282,17.855112820863724,-0.08782446384429932,3.76163,220.57000732421875,,,,"12861"
"Bryan Reynolds","PIT",154,665,583,158,99,30,5,24,88,77,66,6,142,10,4,2,,7,3,0.270372,0.0994,0.21283,0.46704,0.352215,0.462032,0.351946,0.814246,0.19166,4.56947,0.316974,-0.015356,-0.692667,98.3347,22.2943,127.453,-0.708023,-3.59445,20.50247222185135,-7.4194495677948,3.72286,92.12000274658203,,,,"19326"
"Jeff McNeil","NYM",141,609,549,159,112,35,1,11,71,68,42,1,72,12,4,1,,4,1,0.289657,0.0690366,0.118963,0.580322,0.351129,0.41969,0.33823,0.770819,0.130033,3.23736,0.314577,-0.30667,-0.499237,83.418,13.781,124.499,-0.805907,-2.10553,16.52881121635437,-1.6305310428142548,3.71563,193.86000061035156,,,,"15362"
"Daulton Varsho","TOR",133,573,517,127,70,25,3,29,81,88,45,1,133,6,4,2,,14,5,0.245669,0.0790395,0.231328,0.341677,0.31194,0.472499,0.338026,0.784439,0.226831,5.38606,0.273256,0.79226,0.357419,78.4487,12.8824,122.232,1.14968,5.51092,15.494765996932983,1.5609235763549805,3.70826,39.900001525878906,,,,"19918"
"Jazz Chisholm Jr.","MIA",131,567,511,127,75,22,5,25,82,74,44,0,147,5,4,3,,27,11,0.248746,0.0772354,0.259201,0.297975,0.312526,0.456433,0.33265,0.768959,0.207687,6.9536,0.29825,0.539816,0.707923,75.1517,10.3172,117.088,1.24774,2.37017,12.504625082015991,3.1951709389686584,3.65142,39.56999969482422,,,,"20454"
"Ozzie Albies","ATL",138,595,545,146,88,33,4,22,81,79,40,1,106,4,5,1,,14,5,0.267714,0.0669041,0.177326,0.377294,0.319559,0.460081,0.336016,0.77964,0.192367,5.46088,0.29385,1.22761,0.0809916,80.4538,12.4176,114.629,1.3086,1.10607,11.421372771263123,3.031069278717041,3.61936,57.099998474121094,,,,"16556"
"Luis Arraez","MIA",138,595,533,162,124,28,3,7,77,50,52,2,48,3,4,3,,5,3,0.304455,0.0867469,0.0798655,1.08616,0.3664,0.406906,0.340071,0.773306,0.102451,3.91881,0.322186,0.487068,-0.904438,82.3703,14.3342,122.162,-0.41737,-0.0968662,14.902831882238388,-0.8718661591410637,3.57511,217.88999938964844,,,,"18568"
"Cedric Mullins","BAL",147,637,573,147,96,29,4,18,85,65,48,2,119,7,4,4,,31,9,0.257161,0.0750688,0.187365,0.400655,0.320025,0.417443,0.321318,0.737468,0.160282,6.47631,0.29306,0.299355,2.13288,78.6951,5.8564,110.034,2.43223,1.48157,9.624879837036133,3.7565723657608032,3.53523,49.400001525878906,,,,"17929"
"Shohei Ohtani","LAA",146,630,545,142,76,26,5,35,91,92,75,13,161,5,4,1,,17,7,0.260878,0.11969,0.255479,0.468493,0.35323,0.519903,0.368627,0.873133,0.259026,5.66937,0.303665,-0.0387208,-0.0280828,101.508,29.4697,141.355,-0.0668036,0,29.250962555408478,-15.75,3.52437,8.4399995803833,,,,"19755"
"Harrison Bader","NYY",118,511,460,115,74,22,3,16,63,62,38,2,115,8,3,2,,19,5,0.249327,0.0742246,0.224767,0.330229,0.315582,0.411038,0.316937,0.726621,0.161711,5.97121,0.297694,0.579929,1.1095,61.3502,2.9192,107.481,1.68943,9.20848,5.991025924682617,11.03348183631897,3.49637,222.4600067138672,,,,"18030"
"Bobby Witt Jr.","KCR",147,637,587,154,92,34,5,23,89,81,37,2,134,6,5,2,,29,9,0.262781,0.0577916,0.210656,0.274341,0.310932,0.456574,0.330133,0.767506,0.193793,6.80434,0.301809,0.844866,1.73147,83.156,10.3173,112.725,2.57634,-5.38767,11.69765305519104,1.2373309135437012,3.48835,9.449999809265137,,,,"25764"
"Masataka Yoshida","BOS",123,532,467,141,94,28,2,18,68,76,55,10,56,6,4,0,,3,1,0.301881,0.103583,0.104794,0.988438,0.379431,0.48428,0.369555,0.863711,0.182399,3.13409,0.309685,-0.196469,-0.484925,86.1099,25.2776,138.201,-0.681394,0,22.18766087293625,-6,3.47873,203.1999969482422,,,,"31837"
"Nico Hoerner","CHC",136,588,538,149,108,27,4,10,69,63,37,4,72,8,3,2,,20,5,0.276251,0.0633169,0.122716,0.515963,0.330095,0.396897,0.317236,0.726992,0.120646,5.72299,0.302072,0.123394,1.12315,70.7348,3.49905,104.579,1.24655,6.05081,4.374915838241577,8.300806522369385,3.40809,134.5399932861328,,,,"21479"
"Steven Kwan","CLE",141,609,536,149,110,25,6,8,80,52,59,2,62,6,4,4,,16,5,0.277742,0.0976669,0.101166,0.965415,0.354412,0.391237,0.329601,0.745649,0.113495,5.70993,0.299215,0.546886,0.286457,79.2429,9.60595,115.478,0.833343,6.99052,11.440445899963379,1.5655245780944824,3.40217,126.55000305175781,,,,"24610"
"Jonah Heim","TEX",105,418,378,91,56,19,2,14,44,47,34,0,79,2,3,1,,3,1,0.239925,0.0803984,0.1902,0.422705,0.303018,0.408117,0.310611,0.711135,0.168192,3.29494,0.267367,-0.407546,-0.32482,48.0612,0.287247,102.181,-0.732365,5.41802,0.29306966066360474,12.643019199371338,3.37745,247.4600067138672,,,,"16930"
"Max Muncy","LAD",134,581,484,111,62,21,1,26,79,78,85,2,138,8,4,1,,2,1,0.228499,0.14564,0.237861,0.612289,0.349529,0.438866,0.345852,0.788395,0.210366,2.91382,0.261052,0.10424,-0.589365,83.1009,16.6656,125.474,-0.485126,-4.91578,16.71044620871544,-4.140784859657288,3.37222,135.0399932861328,,,,"13301"
"Ketel Marte","ARI",138,595,531,146,89,38,3,17,77,66,52,3,101,6,4,2,,6,2,0.275465,0.0881927,0.170104,0.518465,0.345145,0.452227,0.345454,0.797372,0.176762,4.2812,0.310532,0.00455301,-0.111214,84.9151,16.879,121.736,-0.106661,-3.54263,14.91965238749981,-3.41762638092041,3.30958,199.94000244140625,,,,"13613"
"Tyler O'Neill","STL",126,546,488,120,72,21,1,25,73,78,45,0,154,8,4,1,,16,5,0.24575,0.0821443,0.282433,0.290846,0.317302,0.450725,0.333646,0.768027,0.204976,5.19535,0.302325,0.70003,0.69339,72.8003,10.3671,118.905,1.39342,-0.185661,13.386011719703674,-0.8356612920761108,3.24655,100.30000305175781,,,,"15711"
"Corbin Carroll","ARI",139,602,528,129,79,25,8,17,79,72,58,2,164,10,3,3,,20,6,0.245162,0.0966879,0.273194,0.353917,0.330431,0.420729,0.32853,0.75116,0.175567,7.16111,0.321433,0.194048,1.0461,77.8203,8.98373,110.164,1.24015,5.65874,8.349392414093018,2.308736801147461,3.2457,54.81999969482422,,,,"25878"
"Gleyber Torres","NYY",136,588,529,138,89,26,1,22,73,79,50,2,123,4,4,1,,12,5,0.261199,0.0846082,0.208979,0.404866,0.326428,0.441358,0.333208,0.767786,0.180159,4.1538,0.298492,-0.0386813,-0.174911,78.1956,10.9599,118.968,-0.213593,-0.596557,12.336979612708092,-0.29655659198760986,3.23056,112.88999938964844,,,,"16997"
"Jose Altuve","HOU",104,448,396,110,69,22,1,18,69,50,43,1,66,5,3,2,,9,2,0.276909,0.095995,0.147529,0.650687,0.352718,0.469868,0.356923,0.822587,0.19296,4.48724,0.292528,0.109686,0.30831,68.018,16.7908,135.507,0.417996,-2.2794,18.31831806898117,-1.8794000148773193,3.22421,67.54000091552734,,,,"5417"
"Jose Miranda","MIN",131,567,519,143,94,30,0,19,67,78,34,1,95,9,4,1,,2,2,0.276468,0.060703,0.168205,0.360887,0.330202,0.442786,0.336269,0.772988,0.166318,2.29644,0.305727,-0.152129,-0.742343,76.7815,11.9471,121.747,-0.894472,0.273161,12.98105013370514,-0.3518388271331787,3.22215,167.14999389648438,,,,"20538"
"Oneil Cruz","PIT",128,553,497,123,72,22,6,23,77,67,47,1,157,4,3,2,,17,6,0.246442,0.0846105,0.284037,0.297886,0.31437,0.452085,0.331702,0.766455,0.205643,6.56887,0.311139,0.0570715,0.342057,72.8796,9.64605,113.611,0.399129,-2.16384,9.143921911716461,2.7611608505249023,3.20353,66.6500015258789,,,,"21711"
"Tim Anderson","CHW",139,602,568,164,119,28,1,16,83,58,24,1,114,5,3,3,,18,5,0.28923,0.0399575,0.189458,0.210904,0.322021,0.427638,0.325717,0.749658,0.138407,5.31957,0.336772,1.24551,1.25736,76.4746,7.63801,112.328,2.50288,-6.04365,10.853891611099243,0.4063534736633301,3.19546,85.29000091552734,,,,"15172"
"Randy Arozarena","TBR",149,644,573,148,90,34,3,21,83,84,53,3,161,14,4,1,,29,12,0.258767,0.0816336,0.249268,0.327493,0.333559,0.439396,0.336239,0.772955,0.18063,5.73644,0.321189,-0.566185,0.398657,87.1934,13.5543,125.381,-0.167529,-0.426562,18.225827515125275,-8.326561123132706,3.19302,35.97999954223633,,,,"19290"
"Willson Contreras","STL",131,527,456,109,64,23,1,21,67,68,48,1,123,18,4,1,,4,3,0.23849,0.0917716,0.233745,0.392614,0.333451,0.429168,0.334945,0.762619,0.190678,3.78576,0.279184,-0.669788,-0.821713,70.8642,10.5579,119.793,-1.4915,-1.03929,10.636451721191406,4.585712790489197,3.17978,96.76000213623047,,,,"11609"
"Christian Walker","ARI",154,665,587,149,89,30,2,28,85,90,66,2,143,7,5,1,,3,1,0.253516,0.0993245,0.214737,0.46254,0.333944,0.453646,0.341861,0.78759,0.200131,3.12885,0.287286,0.419615,-0.62789,93.0068,16.9664,119.279,-0.208275,4.845,14.687490329146385,-7.12999963760376,3.1427,131.86000061035156,,,,"13419"
"Ke'Bryan Hayes","PIT",136,588,529,133,88,30,3,11,66,54,50,0,125,5,3,1,,17,4,0.25121,0.0845516,0.212628,0.397649,0.319596,0.384279,0.310702,0.703875,0.133069,5.58534,0.307325,0.118982,1.08472,67.6823,0.446625,99.251,1.2037,7.84911,0.6920261383056641,9.349109292030334,3.13146,172.8800048828125,,,,"18577"
"Yandy Díaz","TBR",143,616,526,146,101,29,1,14,80,63,79,2,82,5,4,2,,4,2,0.277088,0.12788,0.13343,0.958406,0.374254,0.417487,0.349663,0.791741,0.140399,3.07632,0.303713,-0.996771,-0.899643,89.9716,19.5342,134.858,-1.89641,-1.92051,22.2664874792099,-12.120507001876831,3.12529,266.44000244140625,,,,"16578"
"Kyle Schwarber","PHI",146,630,538,126,64,22,2,38,92,93,81,3,180,6,4,2,,7,2,0.234474,0.128165,0.28544,0.449007,0.338563,0.496237,0.359054,0.834799,0.261762,4.34433,0.271347,-0.759522,-0.027487,96.7168,24.6785,131.378,-0.787009,-4.42884,22.180341362953186,-13.678840637207031,3.11818,53.290000915527344,,,,"16478"
"Isaac Paredes","TBR",115,497,429,101,56,21,1,22,60,66,57,0,87,5,4,1,,1,1,0.234068,0.11387,0.174362,0.653068,0.327825,0.442376,0.336201,0.770201,0.208308,2.27114,0.24178,-0.198077,-0.850219,67.2757,10.4456,125.354,-1.0483,-0.0146319,13.131761193275452,0.6103682117536664,3.10492,300.3299865722656,,,,"20036"
