Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Nick Madrigal","CHC",57,245,224,62,48,10,2,1,27,20,15,0,24,3,1,1,,4,2,0.274781,0.0611595,0.0998521,0.612501,0.327976,0.354167,0.303226,0.682143,0.0793852,4.88954,0.301906,-0.0692651,-0.177888,26.746,-1.26891,94.9996,-0.247153,1.32576,-1.670517936348915,2.200764775276184,0.921166,627.4000244140625,,,,"20521"
"Taylor Walls","TBR",66,287,250,52,33,12,2,6,32,26,32,0,74,2,2,1,,8,3,0.208565,0.111079,0.257125,0.432005,0.299915,0.33693,0.285034,0.636844,0.128365,5.37993,0.269684,0.174575,-0.108497,27.183,-5.63447,89.2311,0.0660786,1.21758,-3.411848172545433,2.8425819873809814,0.9,605.0800170898438,,,,"22458"
"Yuli Gurriel","MIA",62,266,243,69,47,17,0,5,30,30,17,0,32,2,3,0,,3,1,0.284303,0.0637302,0.121056,0.526451,0.33337,0.423357,0.329383,0.756727,0.139054,3.32676,0.305846,-0.299204,-0.0639382,34.5658,4.14966,114.854,-0.363142,-0.177977,4.22733873128891,-4.627976357936859,0.897612,590.5399780273438,,,,"19198"
"Gary Sanchez",,62,249,220,47,25,10,0,11,28,32,23,0,70,4,2,1,,1,1,0.213891,0.0933442,0.281215,0.331931,0.29764,0.41787,0.312494,0.715509,0.203978,2.62902,0.254414,-0.324847,-0.254903,29.0393,0.544149,102.159,-0.57975,-1.54962,0.03564578294754028,0.2003779411315918,0.886725,496.3599853515625,,,,"11442"
"Alex Call","WSN",78,336,292,69,44,14,1,9,41,39,34,0,69,6,3,1,,6,3,0.235406,0.101693,0.204502,0.497272,0.324295,0.389179,0.316042,0.713473,0.153773,4.58934,0.274132,0.0958299,-0.338556,40.1012,1.68075,101.921,-0.242726,-0.510214,0.5072071552276611,-3.410214364528656,0.882156,683.8499755859375,,,,"19296"
"Joey Bart","SFG",84,333,302,67,44,11,1,10,36,37,23,0,112,5,1,1,,2,1,0.222425,0.0699246,0.335078,0.208682,0.288531,0.368848,0.290627,0.657379,0.146423,3.39552,0.313461,-0.226201,-0.368442,32.9998,-5.05469,87.7273,-0.594644,-1.83504,-5.34000825881958,4.664955377578735,0.875035,326.6700134277344,,,,"21524"
"Tomás Nido","NYM",58,230,212,48,34,9,0,4,22,21,11,1,58,2,1,4,,1,1,0.224856,0.0472363,0.250486,0.188578,0.267588,0.331262,0.263361,0.598851,0.106406,2.56337,0.286608,-0.639456,-0.318267,17.8553,-8.49011,73.306,-0.957723,0.848385,-8.10337883234024,5.348385453224182,0.865429,736.9199829101562,,,,"13755"
"Seby Zavala","CHW",58,230,205,40,24,9,0,7,24,24,19,0,86,3,2,2,,0,0,0.195683,0.0840661,0.373054,0.225346,0.271291,0.340607,0.271988,0.611898,0.144924,2.27458,0.292309,-0.191689,-0.172374,19.4343,-6.91116,74.3961,-0.364062,0.0993505,-7.00234317779541,4.599350452423096,0.856819,628.4400024414062,,,,"18887"
"Robbie Grossman","TEX",94,406,347,78,52,16,1,10,44,41,50,1,102,5,3,1,,8,3,0.22582,0.122772,0.252189,0.486826,0.329065,0.361982,0.309476,0.691048,0.136162,4.33452,0.288832,-0.54648,0.0690673,46.3377,-0.0869842,101.38,-0.477413,-0.577914,0.15294203162193298,-4.9279139041900635,0.856371,485.9599914550781,,,,"5254"
"Joey Votto","CIN",125,539,463,108,64,23,1,20,61,62,66,2,137,7,3,0,,1,1,0.232412,0.122095,0.254379,0.479974,0.334415,0.413603,0.329009,0.748018,0.18119,2.54019,0.284584,-1.57755,-0.670461,69.8812,8.24843,105.247,-2.24801,-0.826872,1.0378601551055908,-11.0518718957901,0.852648,453.0400085449219,,,,"4314"
"Bo Naylor","CLE",55,221,194,41,25,9,1,6,25,25,23,0,64,2,1,1,,4,1,0.211303,0.104561,0.288951,0.361864,0.301277,0.367252,0.297024,0.668528,0.155949,5.05247,0.276392,0,0.10215,23.0579,-2.23552,92.4799,0.10215,0.415393,-1.769734874367714,2.8653931617736816,0.843337,390.92999267578125,,,,"21865"
"Mauricio Dubón","HOU",60,259,239,61,44,11,1,6,30,30,15,0,41,2,2,1,,4,2,0.255209,0.0567109,0.15889,0.35692,0.302614,0.381241,0.299544,0.683855,0.126032,3.96656,0.28357,-0.0243363,-0.434422,27.5165,-2.09919,94.9984,-0.458758,0.514546,-1.9164960980415344,1.5895460844039917,0.831806,632.9199829101562,,,,"16530"
"Oscar Colás","CHW",126,546,506,124,82,20,2,20,62,71,30,3,139,5,3,2,,3,2,0.245116,0.0543353,0.254164,0.21378,0.292345,0.41048,0.304252,0.702825,0.165364,3.48837,0.29805,-0.0294758,-0.84141,60.0501,-2.38307,97.1739,-0.870886,-1.30537,-2.607282280921936,-6.955371975898743,0.821862,999,,,,"sa3018099"
"Yainer Diaz","HOU",52,212,198,51,34,9,1,7,24,28,10,0,41,1,1,1,,1,0,0.25928,0.0489131,0.192282,0.254383,0.298389,0.423692,0.313082,0.72208,0.164412,3.39506,0.291275,-0.0123839,-0.212947,24.8034,0.561934,104.556,-0.22533,-0.592123,0.8616555333137512,0.20787733793258667,0.821257,596.4400024414062,,,,"23003"
"Akil Baddoo","DET",65,280,248,59,39,10,3,6,33,26,28,0,71,1,2,1,,11,4,0.236074,0.09985,0.254071,0.393,0.314452,0.378452,0.306245,0.692904,0.142378,6.79757,0.304291,0.357095,0.302764,31.2383,-0.778665,100.394,0.659859,1.01565,0.7838661670684814,-1.8843512535095215,0.820815,499.92999267578125,,,,"22168"
"James McCann","BAL",62,247,226,54,38,9,0,6,25,26,16,0,67,3,2,1,,2,1,0.240058,0.0636933,0.26908,0.236707,0.296479,0.36747,0.292801,0.663949,0.127412,3.33527,0.309783,-0.190149,-0.108451,24.9589,-3.33043,89.9013,-0.2986,-0.0691816,-3.11005362868309,2.9308183789253235,0.820767,652.989990234375,,,,"12859"
"Edward Olivares","KCR",71,308,281,73,50,14,1,8,37,35,20,0,59,4,2,1,,6,3,0.26015,0.0651956,0.191868,0.339795,0.317055,0.405582,0.316575,0.722637,0.145432,4.77051,0.301194,0.110844,-0.369899,36.8896,1.67092,103.153,-0.259055,0.133676,0.8335956335067749,-2.866323560476303,0.816569,348.95001220703125,,,,"19698"
"Dominic Smith","WSN",109,469,422,106,66,26,1,12,53,54,34,1,99,8,4,1,,2,1,0.252426,0.0733712,0.210654,0.348302,0.317588,0.409342,0.317445,0.72693,0.156916,3.18556,0.298996,-0.389067,-0.406172,56.4972,2.86871,102.88,-0.79524,-0.416267,0.7742059826850891,-8.791266649961472,0.815037,470.80999755859375,,,,"15653"
"Luke Maile","CIN",53,211,186,43,29,11,0,4,21,20,20,0,60,3,1,1,,1,1,0.232804,0.0933611,0.28385,0.32891,0.313591,0.35466,0.298262,0.668251,0.121856,2.59346,0.318745,-0.076648,-0.289215,22.2231,-1.92683,84.2231,-0.365863,0.76059,-4.237204223871231,4.885589957237244,0.803895,750.260009765625,,,,"13355"
"Martín Maldonado","HOU",102,403,360,69,43,13,0,13,42,42,33,0,122,5,2,3,,1,1,0.190519,0.0824658,0.301805,0.273242,0.267603,0.333823,0.268454,0.601425,0.143304,2.54917,0.245436,-1.47059,-0.489841,32.8781,-13.2264,73.0499,-1.96043,1.1719,-14.188245415687561,9.046899795532227,0.799073,571.1400146484375,,,,"6887"
"Nick Gordon","MIN",66,287,264,67,44,15,2,7,31,32,15,1,67,4,3,2,,7,2,0.25469,0.0513,0.231958,0.22116,0.30211,0.400856,0.305642,0.702967,0.146167,5.32827,0.313877,0.0396419,0.137509,31.8818,-0.935613,100.125,0.177151,-0.477648,0.2176515869796276,-1.8026477694511414,0.793352,313.0799865722656,,,,"16337"
"Ryan Kreidler","DET",65,280,248,54,36,11,1,6,31,28,24,0,81,4,2,1,,6,2,0.217853,0.0871677,0.288769,0.30186,0.295858,0.346428,0.286316,0.642285,0.128575,5.09758,0.292716,0.0331482,0.125863,26.8051,-5.2119,86.3235,0.159011,1.32586,-4.150215283036232,2.6758569478988647,0.78156,742.3800048828125,,,,"25867"
"Harold Ramírez","TBR",94,406,378,103,71,22,1,9,43,49,18,1,70,6,3,1,,4,2,0.273221,0.0455111,0.171325,0.265643,0.315482,0.404422,0.3139,0.719904,0.131201,3.34243,0.312934,0.0739025,-0.625206,47.7646,1.33995,109.61,-0.551304,-0.528454,3.8393619060516357,-9.328453838825226,0.781391,390.2300109863281,,,,"14387"
"Nick Senzel","CIN",110,476,431,108,75,22,2,9,54,41,36,0,88,4,3,2,,11,5,0.249586,0.0756116,0.185718,0.40713,0.311692,0.372691,0.302428,0.684383,0.123105,4.58204,0.29224,-0.0522594,-0.529222,51.6616,-2.7673,87.0717,-0.581481,-2.57015,-7.731296122074127,-0.8701536655426025,0.778407,544.239990234375,,,,"19293"
"Eric Hosmer","CHC",104,448,406,111,78,21,1,11,46,52,34,3,78,3,3,1,,2,2,0.272136,0.0767444,0.174115,0.440768,0.331451,0.411146,0.323251,0.742597,0.139009,2.65907,0.309788,-1.00503,-0.618072,56.0338,4.80656,108.692,-1.6231,-1.57883,2.9010344743728638,-10.578826665878296,0.776474,506.20001220703125,,,,"3516"
"Will Brennan","CLE",81,350,318,84,59,18,2,6,38,39,24,0,52,4,3,1,,6,3,0.264541,0.0686342,0.147213,0.466225,0.32134,0.385388,0.31049,0.706729,0.120848,4.67541,0.297785,0.00486957,-0.0970219,40.2282,0.206958,101.986,-0.0921523,-1.41322,0.6901828721165657,-4.563222646713257,0.763798,454.4800109863281,,,,"25660"
"Canaan Smith-Njigba","PIT",86,371,322,75,51,17,2,6,40,33,44,0,95,2,1,1,,8,3,0.234095,0.119249,0.256308,0.465257,0.329817,0.352254,0.306447,0.682071,0.118159,4.69131,0.312582,-0.0213318,0.0353262,41.4504,-0.972171,96.3419,0.0139944,0.440438,-1.5628159819170833,-3.734562575817108,0.754397,738.1699829101562,,,,"23264"
"Kyle Lewis","ARI",70,301,267,64,41,11,0,11,36,35,30,0,83,2,2,1,,2,1,0.239688,0.0989851,0.275028,0.359909,0.317663,0.407939,0.318977,0.725602,0.168252,3.18725,0.30272,-0.0656881,-0.26211,36.6257,2.2074,103.632,-0.327798,0.129047,0.9423628449440002,-4.195953294634819,0.721704,569.77001953125,,,,"19508"
"AJ Pollock","SEA",96,413,380,94,60,19,1,13,46,47,25,1,86,4,3,1,,4,1,0.247609,0.0611426,0.207829,0.294197,0.298836,0.409348,0.307878,0.708183,0.161739,3.71625,0.284215,-0.331281,-0.0511747,46.6122,-0.612908,105.1,-0.382455,-1.2599,1.9878500699996948,-8.284899830818176,0.719967,446.2699890136719,,,,"9256"
"Paul DeJong","STL",41,175,156,33,19,7,0,7,20,21,15,0,48,3,2,0,,2,1,0.210767,0.0839584,0.271534,0.309201,0.287453,0.385251,0.295948,0.672704,0.174484,3.49346,0.253576,0.0242009,-0.14981,18.0924,-1.91826,93.1278,-0.125609,1.32946,-1.522887796163559,2.454464912414551,0.716021,732.8699951171875,,,,"18015"
"Connor Joe","PIT",47,203,173,42,28,9,1,4,25,17,25,0,44,3,1,1,,2,1,0.241657,0.121955,0.215922,0.56481,0.344141,0.380108,0.323588,0.724249,0.138452,4.24489,0.296559,-0.0268361,-0.106948,25.4447,2.23241,108.063,-0.133784,0.687814,1.7677892744541168,-2.087185800075531,0.683587,625.510009765625,,,,"16572"
"Matt Mervis","CHC",68,294,267,67,39,15,1,11,36,40,20,1,65,4,2,1,,1,1,0.250008,0.0675492,0.220747,0.306002,0.308643,0.440624,0.323864,0.749267,0.190616,3.15011,0.287554,-0.0315349,-0.284181,36.9153,3.29747,109.111,-0.315716,0.0989313,2.7964130640029907,-6.251068606972694,0.675864,999,,,,"sa3015051"
"Jordan Westburg","BAL",42,182,162,38,24,9,1,5,21,21,15,0,47,3,1,1,,2,1,0.23378,0.0833814,0.257512,0.323796,0.307331,0.388485,0.30645,0.695817,0.154705,4.48583,0.295213,-0.00874462,-0.093196,20.3345,-0.476596,99.5371,-0.101941,-0.116079,-0.1967519000172615,0.7839212417602539,0.670286,999,,,,"sa3014499"
"Donovan Solano","MIN",50,217,198,54,39,12,0,3,21,22,13,1,43,4,2,0,,0,0,0.272348,0.0583875,0.19677,0.29673,0.324917,0.382109,0.310628,0.707025,0.10976,1.93908,0.328937,-0.285623,-0.349111,24.9652,0.152061,103.645,-0.634734,1.60017,0.2553648352622986,-0.874834418296814,0.660639,715.4199829101562,,,,"8623"
"Josh Harrison","PHI",53,231,210,54,38,11,1,4,24,22,12,0,38,6,2,1,,2,1,0.258214,0.0533948,0.163581,0.326411,0.315949,0.375548,0.305491,0.691497,0.117334,4.12222,0.296849,-0.177163,-0.296533,25.6332,-0.780817,94.7529,-0.473696,0.2175,-1.8819507658481598,0.3425000458955765,0.654399,660.1099853515625,,,,"8202"
"Jonathan Aranda","TBR",50,217,193,48,32,10,1,5,25,25,17,0,52,4,2,1,,1,0,0.247073,0.0803915,0.237496,0.338496,0.318903,0.387471,0.311058,0.706373,0.140397,3.43809,0.306959,0.018064,-0.193467,25.0394,0.226205,107.604,-0.175403,-0.14456,1.6813590228557587,-2.369560092687607,0.653422,547.4000244140625,,,,"21837"
"Ezequiel Duran","TEX",70,301,279,67,41,16,2,9,35,36,16,0,77,3,2,1,,7,3,0.240857,0.0532649,0.257248,0.207056,0.286481,0.4025,0.298992,0.688981,0.161644,5.39535,0.30021,-0.111596,-0.0950841,31.8468,-2.57146,93.9783,-0.206681,-1.17133,-2.246315747499466,-1.1463292594999075,0.650374,636.2000122070312,,,,"23733"
"Tommy Pham","NYM",96,413,361,82,55,15,1,10,49,41,44,1,106,4,3,1,,8,2,0.226032,0.106819,0.255547,0.418002,0.314913,0.359195,0.300737,0.674108,0.133163,4.46284,0.287339,0.349384,0.26462,44.2693,-2.95579,98.8625,0.614004,-1.50557,0.06819671392440796,-7.930570602416992,0.633452,426.510009765625,,,,"2967"
"Kyle Farmer","MIN",49,210,192,47,33,9,1,4,21,23,11,0,38,5,2,1,,2,1,0.246293,0.0509002,0.18074,0.281621,0.302146,0.366852,0.295232,0.668998,0.120559,3.29403,0.283936,-0.0948449,-0.224837,21.5913,-2.42144,92.7756,-0.319682,0.601959,-2.026889145374298,1.3519591689109802,0.631406,449.8699951171875,,,,"14813"
"Hunter Dozier","KCR",110,476,430,101,61,23,4,14,51,51,38,0,124,4,3,1,,5,3,0.235688,0.0794202,0.260533,0.304837,0.301747,0.400942,0.307411,0.70269,0.165254,4.69709,0.297001,-0.850322,-0.564651,53.5459,-0.882973,96.6831,-1.41497,-5.05856,-3.191630721092224,-5.958555221557617,0.631079,424.54998779296875,,,,"15117"
"Curt Casali","CIN",53,215,185,41,26,8,0,6,22,22,25,1,63,3,1,1,,1,1,0.220189,0.115074,0.295032,0.390039,0.319559,0.367982,0.306106,0.687541,0.147793,2.03386,0.295229,-0.214582,-0.383528,23.9405,-0.621083,89.5869,-0.598111,0.238382,-3.1968482732772827,2.613381579518318,0.615766,717.0700073242188,,,,"12510"
"Cavan Biggio","TOR",45,196,165,37,23,9,0,5,24,20,26,0,51,2,1,1,,3,1,0.224433,0.134833,0.258745,0.521106,0.336078,0.37086,0.316273,0.706938,0.146427,4.37537,0.290985,-0.0573568,0.0658953,23.4283,1.01638,106.875,0.00853846,-0.387884,1.5248777633532882,-1.98788383603096,0.60684,582.8499755859375,,,,"19252"
"Conner Capel","OAK",53,231,208,49,33,9,1,5,24,23,20,0,49,2,2,1,,5,3,0.235072,0.0846956,0.213072,0.397498,0.303946,0.368397,0.297244,0.672343,0.133325,4.78738,0.281984,-0.0169713,-0.305061,24.1197,-2.29429,98.0091,-0.322032,0.850541,-0.8395653963088989,-0.8244589567184448,0.597782,597.6300048828125,,,,"19983"
"Nate Eaton","KCR",71,308,278,67,47,12,3,5,35,31,21,0,73,5,2,2,,13,3,0.24005,0.0681482,0.236137,0.288596,0.302285,0.36243,0.293864,0.664715,0.122381,6.76353,0.303268,0.108746,0.9781,31.3327,-3.88599,87.1196,1.08685,1.61634,-3.377408027648926,-0.7836576700210571,0.593102,529.72998046875,,,,"25055"
"Gabriel Arias","CLE",60,259,235,56,38,10,1,7,29,30,18,0,62,3,2,1,,2,1,0.239111,0.0686072,0.240849,0.284855,0.299017,0.380364,0.298821,0.679381,0.141253,4.23683,0.294491,0,-0.084265,27.3678,-2.24788,93.7482,-0.084265,-0.148759,-1.9063674360513687,-0.7237589210271835,0.589981,708.0399780273438,,,,"22563"
"José Iglesias","MIA",42,182,171,46,34,10,0,2,18,17,7,0,25,2,1,1,,1,1,0.268429,0.0381139,0.136886,0.278436,0.304784,0.36603,0.294952,0.670813,0.0976009,3.35795,0.302274,-0.0176626,-0.273093,18.672,-2.13901,91.3107,-0.290756,-0.409,-2.1281530559062958,1.4909999668598175,0.576038,681.8300170898438,,,,"10231"
"Isiah Kiner-Falefa","NYY",62,266,244,63,49,11,1,3,29,24,15,1,37,4,2,1,,9,3,0.258255,0.0574332,0.138802,0.413779,0.30934,0.345339,0.28947,0.654679,0.0870842,5.33887,0.291598,0.190494,0.502764,26.1315,-4.28471,88.0897,0.693258,-1.70666,-2.871843934059143,-0.15665709972381592,0.571562,464.3299865722656,,,,"16512"
"Kyle Stowers","BAL",86,371,332,78,46,17,1,13,40,47,31,1,112,4,2,1,,2,1,0.234547,0.0839341,0.301642,0.278257,0.306619,0.414783,0.314751,0.721402,0.180236,3.52556,0.308608,-0.111454,-0.372776,43.8977,1.47517,105.398,-0.48423,-1.01116,1.7691968977451324,-8.186164498329163,0.566922,467.3599853515625,,,,"26151"
"Francisco Álvarez","NYM",26,104,90,20,12,4,0,4,13,13,11,0,29,2,1,0,,0,0,0.219177,0.10725,0.276256,0.388226,0.313025,0.401219,0.313591,0.714243,0.182042,2.63861,0.26888,-0.00623305,-0.11089,12.1627,0.316453,107.652,-0.117123,-0.269828,0.8038672655820847,1.130172312259674,0.565576,386.19000244140625,,,,"26121"
"Corey Dickerson","WSN",92,399,371,97,63,22,2,10,42,45,22,1,72,3,3,1,,2,1,0.261611,0.0546295,0.181156,0.301561,0.305903,0.412474,0.311668,0.718377,0.150864,3.46727,0.29919,-0.435467,-0.455818,46.2334,0.609159,98.9296,-0.891285,-2.43016,-1.3874745666980743,-6.705159902572632,0.559819,584.8599853515625,,,,"10762"
"Alec Burleson","STL",45,196,181,49,33,8,1,6,22,25,11,0,33,1,1,1,,1,0,0.268391,0.058633,0.169201,0.346528,0.313352,0.424909,0.321046,0.738261,0.156517,3.4123,0.296145,-0.0247338,-0.128517,24.1715,1.75957,110.289,-0.15325,0.397932,2.1898143589496613,-3.5020680725574493,0.554612,642.1300048828125,,,,"27615"
"Nelson Cruz","SDP",83,357,317,77,52,12,0,13,41,48,33,3,88,4,3,0,,2,1,0.243897,0.0937583,0.245162,0.382434,0.321059,0.407125,0.317565,0.728184,0.163228,2.68939,0.292981,-0.938262,-0.324148,43.0393,2.21759,108.211,-1.26241,-0.0000980392,2.1431304216384888,-8.875098039206932,0.554314,521.6799926757812,,,,"2434"
"Sal Frelick","MIL",32,140,127,34,24,6,1,2,16,15,10,1,21,2,1,1,,3,1,0.264822,0.0724797,0.150094,0.482897,0.325151,0.383793,0.311347,0.708943,0.118971,5.38718,0.29989,0,-0.0372225,16.1866,0.178086,99.7278,-0.0372225,0.338727,-0.08150317147374153,0.6387272477149963,0.553074,999,,,,"sa3017047"
"Alan Trejo","COL",58,252,236,59,36,14,1,8,29,33,11,0,59,2,2,1,,2,2,0.251177,0.0418598,0.232807,0.179805,0.28839,0.426246,0.308837,0.714635,0.175069,3.9855,0.298917,-0.0154221,-0.397822,28.6333,-0.18196,83.5711,-0.413244,0.380274,-5.223359763622284,1.9802742302417755,0.549708,651.7000122070312,,,,"20056"
"Jesús Aguilar","OAK",122,525,475,113,74,22,0,17,51,64,40,1,116,4,5,1,,1,1,0.238403,0.0768813,0.220077,0.349339,0.300564,0.394851,0.303599,0.695416,0.156449,1.7188,0.276268,-1.23114,-0.59083,57.468,-2.56392,102.495,-1.82197,-0.265273,-0.3478046655654907,-11.1902736723423,0.544223,470.54998779296875,,,,"11342"
"Carter Kieboom","WSN",53,231,200,46,31,9,1,6,26,24,24,1,52,5,2,1,,1,1,0.229347,0.105046,0.224969,0.466935,0.32428,0.36164,0.306028,0.68592,0.132292,3.2523,0.279524,-0.0718892,-0.277295,25.7317,-0.682329,95.0732,-0.349184,-0.877293,-1.6714512407779694,-1.1022932827472687,0.524802,744.6900024414062,,,,"19958"
"Jake Cave","PHI",81,350,315,73,45,14,4,10,40,42,26,1,102,5,2,1,,4,1,0.232027,0.0751767,0.291921,0.257524,0.299351,0.395553,0.303477,0.694905,0.163526,5.71322,0.308724,0.0434229,-0.0260443,38.2781,-1.74317,93.3755,0.0173786,-0.78752,-2.6764542758464813,-4.137520432472229,0.520975,729.1400146484375,,,,"14477"
"Geraldo Perdomo","ARI",52,224,195,44,32,7,2,3,24,20,23,0,47,3,1,3,,4,2,0.224275,0.101332,0.209611,0.483429,0.312217,0.31875,0.285026,0.630967,0.0944752,5.24532,0.280338,0.194551,-0.114207,21.2146,-4.39902,80.417,0.0803441,0.195294,-5.016163446009159,2.3952939361333847,0.516125,722.7000122070312,,,,"22799"
"David Hensley","HOU",62,266,236,56,38,13,1,4,29,27,27,0,70,1,1,1,,5,2,0.239425,0.101314,0.263666,0.384253,0.318774,0.362328,0.302534,0.681102,0.122902,4.83689,0.319975,-0.0861339,-0.140839,28.8922,-1.52393,97.1097,-0.226973,-2.83486,-1.0921139121055603,-2.484861969947815,0.513975,581.0499877929688,,,,"25111"
"Mike Moustakas","COL",73,315,282,69,41,17,0,11,35,39,25,0,69,5,3,1,,2,1,0.244919,0.080643,0.217616,0.370574,0.314841,0.421013,0.321077,0.735853,0.176094,2.87452,0.283985,-0.48989,-0.253815,38.8547,2.83557,91.9405,-0.743706,-0.2346,-3.693331480026245,-2.0595999360084534,0.508739,494.8800048828125,,,,"4892"
"Stuart Fairchild","CIN",45,196,174,40,24,8,1,7,22,24,15,0,56,4,1,0,,3,1,0.230708,0.0789813,0.287221,0.274984,0.307049,0.406305,0.31231,0.713354,0.175596,4.55252,0.29724,-0.0599327,-0.240742,22.8112,0.399322,93.8291,-0.300675,1.74879,-1.7059172689914703,-0.05121421813964844,0.507901,748.489990234375,,,,"20321"
"Gavin Sheets","CHW",66,287,261,64,41,12,0,11,31,37,22,0,62,2,2,1,,0,0,0.246452,0.0749921,0.21727,0.345156,0.30678,0.422535,0.318003,0.729315,0.176083,1.66703,0.280556,-0.317218,-0.375396,34.7001,1.88263,106.882,-0.692615,-0.928563,1.5299339294433594,-5.853562712669373,0.505806,531.3200073242188,,,,"19901"
"Kevin Plawecki",,32,128,115,29,21,6,0,2,12,11,9,0,22,2,1,1,,0,0,0.254957,0.0741824,0.170999,0.433818,0.319727,0.361395,0.302783,0.681123,0.106438,2.09535,0.297726,-0.211751,-0.254992,13.9283,-0.708055,95.4128,-0.466743,-0.97607,-1.1382023990154266,1.5239302515983582,0.492139,750.6799926757812,,,,"13807"
"Zach McKinstry","DET",47,203,182,44,29,8,2,5,24,21,17,0,45,2,1,1,,3,1,0.242997,0.0820647,0.223896,0.36653,0.310534,0.391952,0.307757,0.702486,0.148955,5.56915,0.296481,0.0839724,-0.169723,22.8917,-0.32066,101.461,-0.0857501,-1.80132,0.2480267956852913,-2.126321852207184,0.481648,716.7899780273438,,,,"19392"
"Nick Pratto","KCR",57,245,213,47,26,10,2,9,29,29,26,0,79,3,2,1,,2,1,0.219201,0.108027,0.324454,0.332951,0.312288,0.405363,0.315209,0.717651,0.186162,4.87023,0.300189,-0.09685,-0.184096,29.0783,1.06339,102.189,-0.280946,0.379865,0.32245752215385437,-3.7451350688934326,0.459948,633.4600219726562,,,,"22117"
"Ildemaro Vargas","WSN",55,238,221,55,38,12,1,4,24,23,13,0,31,1,2,1,,2,1,0.250162,0.0547974,0.130982,0.418357,0.293066,0.369945,0.28977,0.663011,0.119783,4.18253,0.273703,0.0255003,-0.149519,23.4374,-3.77705,83.9563,-0.124019,-0.480177,-4.560396544635296,0.9198225736618042,0.458517,749.030029296875,,,,"13324"
"Luke Voit","MIL",62,266,233,54,33,10,0,11,31,35,27,0,83,4,2,0,,1,0,0.231694,0.101152,0.313734,0.322415,0.319587,0.42027,0.324357,0.739857,0.188576,2.58237,0.306024,-0.558716,-0.201205,33.5038,3.08761,108.624,-0.759921,-0.559359,1.9051889777183533,-6.559359192848206,0.451006,476.3299865722656,,,,"14811"
"Jake Alu","WSN",41,175,160,41,26,10,1,4,19,20,12,1,36,2,2,1,,2,1,0.255654,0.0663068,0.206173,0.321607,0.309532,0.408073,0.311798,0.717604,0.152419,4.29984,0.302242,-0.0252991,0.0210031,20.2959,0.285263,99.0186,-0.00429601,0.456767,-0.2038349863141775,-1.4182330667972565,0.447898,999,,,,"sa3010009"
"Juan Yepez","STL",32,140,128,33,19,6,0,7,17,20,10,0,32,1,1,0,,0,0,0.254724,0.0681415,0.225302,0.302446,0.310431,0.461251,0.333462,0.771682,0.206527,1.99091,0.286133,-0.0729853,-0.178994,18.6462,2.6377,118.779,-0.251979,-0.13532,2.8025048971176147,-3.2853201031684875,0.443873,359.5799865722656,,,,"18400"
"Rafael Ortega","NYY",32,140,124,30,20,6,1,3,16,15,14,0,30,1,1,1,,4,2,0.240625,0.0997574,0.215745,0.462385,0.320241,0.383872,0.310428,0.704113,0.143248,5.1136,0.289498,-0.127223,-0.0318975,16.0844,0.075903,100.724,-0.159121,0.360885,-0.043191783130168915,-0.3391153812408447,0.441233,718.3900146484375,,,,"10323"
"Trevor Larnach","MIN",83,357,316,73,47,16,0,10,37,39,33,1,113,5,3,1,,1,1,0.231067,0.0919817,0.315582,0.291467,0.311675,0.375616,0.303286,0.687292,0.144549,2.38211,0.322472,-0.272582,-0.414228,38.9895,-1.83217,98.4617,-0.68681,-0.14296,-1.304787039756775,-6.067959293723106,0.41975,584.5,,,,"21501"
"Rob Refsnyder","BOS",28,119,105,27,17,6,0,3,14,14,11,0,31,2,1,0,,1,0,0.256526,0.0952036,0.260095,0.366034,0.336601,0.409533,0.328676,0.746134,0.153007,3.62105,0.332262,0.012276,-0.11068,15.3968,1.78958,109.341,-0.0984044,-0.206387,1.1524117216467857,-0.9813870638608932,0.415911,743.739990234375,,,,"13770"
"Cooper Hummel","SEA",32,133,114,24,15,5,1,3,16,13,15,0,38,2,1,0,,2,1,0.210775,0.116629,0.286669,0.406842,0.312052,0.35573,0.298407,0.667782,0.144955,4.92033,0.280521,-0.0128561,-0.166915,13.989,-1.19621,98.4143,-0.179771,-0.026217,-0.41673316061496735,0.873783003538847,0.41426,707.47998046875,,,,"19458"
"Jason Heyward","LAD",44,189,168,40,27,7,1,5,20,20,17,1,39,2,1,1,,2,1,0.234888,0.0891394,0.205275,0.434244,0.310964,0.37265,0.301925,0.683614,0.137762,4.23408,0.276981,0.150176,-0.0316252,20.4372,-1.17428,95.4375,0.11855,-0.432227,-0.8833228945732117,-1.6572272777557373,0.400917,634.9000244140625,,,,"4940"
"Sam Haggerty","SEA",44,189,169,38,26,8,1,3,22,19,15,1,50,3,1,1,,10,2,0.225294,0.080336,0.263975,0.304332,0.297131,0.343695,0.283191,0.640826,0.118401,6.50006,0.29668,-0.03229,1.01117,17.6243,-3.98715,87.6719,0.97888,0.640434,-1.6430704593658447,-0.584566056728363,0.398151,712.02001953125,,,,"18054"
