Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid
Juan Soto,WSN,156,672,521,163,29,3,36,121,113,140,100,4,12,5,0.313,0.458,0.588,1.046,0.435,-0.1,-0.8,7.5,3.7,20123
Mike Trout,LAA,149,644,513,140,26,3,40,106,107,113,151,12,10,2,0.273,0.412,0.566,0.979,0.407,-1.9,1.1,7,12.7,10155
José Ramírez,CLE,154,665,573,155,37,4,36,103,109,79,95,7,25,6,0.271,0.363,0.536,0.899,0.376,2.2,2.7,6.2,3.1,13510
Aaron Judge,NYY,151,651,559,153,25,0,41,99,107,81,171,5,5,2,0.275,0.369,0.539,0.908,0.384,7.6,-0.2,6,36.2,15640
Vladimir Guerrero Jr.,TOR,154,665,577,176,31,2,45,114,119,79,101,5,3,1,0.305,0.391,0.598,0.989,0.413,-0.2,-1.2,5.9,4.7,19611
Mookie Betts,LAD,156,672,574,160,34,3,30,115,84,82,103,8,18,5,0.279,0.374,0.505,0.879,0.374,9.6,1.9,5.9,14.9,13611
Ronald Acuña Jr.,ATL,134,581,488,137,26,2,37,109,87,77,142,10,24,8,0.281,0.388,0.571,0.959,0.402,1.4,1.9,5.7,13.5,18401
Trea Turner,LAD,154,665,606,180,34,4,27,101,91,48,116,6,30,7,0.296,0.351,0.499,0.851,0.362,-2.6,3.9,5.5,1.3,16252
Carlos Correa,MIN,147,637,555,153,34,1,27,90,93,70,120,5,1,0,0.276,0.359,0.488,0.847,0.361,2,0.1,5.4,98.8,14162
Alex Bregman,HOU,146,630,529,143,34,1,26,92,93,88,84,8,3,1,0.271,0.38,0.49,0.87,0.372,-0.6,-0.8,5.3,88.6,17678
Wander Franco,TBR,149,644,582,166,33,9,20,94,85,50,84,5,9,6,0.286,0.345,0.476,0.82,0.35,1.8,-0.6,5.2,59.3,23667
Kyle Tucker,HOU,147,637,569,161,36,4,33,95,106,58,114,4,19,4,0.283,0.351,0.533,0.884,0.372,3.2,1.7,5.1,12.2,18345
Bryce Harper,PHI,156,672,545,148,34,1,37,105,107,114,155,6,14,4,0.271,0.399,0.54,0.939,0.393,-1.9,-0.9,5.1,8.2,11579
Corey Seager,TEX,139,602,533,155,34,3,26,91,89,58,99,5,4,1,0.291,0.363,0.51,0.873,0.371,-3.1,0.4,5,78.9,13624
Bo Bichette,TOR,152,658,604,174,35,2,29,103,98,44,123,5,21,5,0.289,0.34,0.5,0.84,0.357,-1.3,1.9,4.9,4.5,19612
Byron Buxton,MIN,131,567,524,141,36,3,32,86,87,29,138,7,18,4,0.269,0.314,0.533,0.847,0.355,7.2,2.4,4.9,42.5,14161
Marcus Semien,TEX,154,665,590,155,32,2,30,97,82,66,124,3,12,4,0.263,0.338,0.478,0.816,0.349,4.3,1.1,4.9,39.8,12533
Francisco Lindor,NYM,152,658,582,150,30,3,29,93,88,62,114,6,15,6,0.258,0.333,0.467,0.801,0.34,4.9,0,4.9,52.8,12916
Matt Olson,ATL,154,665,565,153,30,0,44,102,125,85,137,9,3,1,0.27,0.372,0.557,0.928,0.387,5,-0.8,4.9,35.8,14344
Luis Robert,CHW,149,644,588,165,32,4,30,90,91,40,153,10,17,6,0.281,0.334,0.502,0.836,0.354,2.5,0.8,4.8,15.8,20043
Freddie Freeman,LAD,156,672,577,169,32,2,33,108,102,82,115,7,6,3,0.293,0.385,0.527,0.911,0.382,1.9,-0.3,4.8,18.1,5361
Rafael Devers,BOS,154,665,597,168,39,2,37,103,112,57,138,6,6,4,0.282,0.348,0.541,0.889,0.373,-4.5,0,4.7,13.6,17350
Manny Machado,SDP,156,672,595,164,30,2,32,93,104,66,111,4,11,4,0.275,0.348,0.494,0.842,0.354,1.9,-0.4,4.7,22.6,11493
Yasmani Grandal,CHW,133,532,429,101,18,1,26,72,76,93,130,5,1,1,0.235,0.373,0.462,0.836,0.362,1.1,-2.7,4.7,102,11368
Brandon Lowe,TBR,143,616,538,132,29,2,35,89,96,64,172,9,7,2,0.246,0.333,0.501,0.834,0.353,-0.6,1.3,4.6,77.8,18882
Xander Bogaerts,BOS,154,665,587,165,39,1,26,91,95,68,122,4,7,2,0.282,0.358,0.488,0.846,0.361,-4.7,0.6,4.6,46.3,12161
Trevor Story,BOS,152,658,585,151,37,5,27,92,87,59,164,9,22,7,0.258,0.332,0.477,0.809,0.344,6.5,1.6,4.5,33.5,12564
Yordan Alvarez,HOU,144,623,550,157,34,1,39,96,119,62,148,6,2,1,0.285,0.362,0.565,0.927,0.388,0,-0.4,4.5,25.1,19556
Nolan Arenado,STL,156,672,604,159,31,2,32,86,103,57,101,4,2,1,0.263,0.328,0.479,0.807,0.339,6,0,4.3,70.1,9777
Joey Gallo,NYY,147,637,520,108,18,1,43,96,105,106,229,7,6,2,0.207,0.348,0.496,0.844,0.358,4,0.9,4.2,181.6,14128
Ozzie Albies,ATL,154,665,607,166,37,6,27,101,91,47,117,4,18,5,0.274,0.328,0.488,0.817,0.346,3.5,2.5,4.2,17.6,16556
George Springer,TOR,147,637,555,146,27,2,34,102,91,68,135,8,7,3,0.262,0.349,0.506,0.855,0.363,-2,-0.1,4.2,57.3,12856
Anthony Rendon,LAA,136,588,505,138,32,1,22,79,86,69,90,8,2,0,0.273,0.366,0.471,0.836,0.358,0.3,0.2,4.1,110,12861
Fernando Tatis Jr.,SDP,83,357,311,90,18,1,27,65,67,40,89,3,17,4,0.29,0.373,0.613,0.987,0.408,-0.9,2.1,4.1,62.8,19709
Matt Chapman,TOR,151,651,564,130,27,4,33,89,93,73,190,7,3,2,0.231,0.324,0.465,0.789,0.338,8,0,4.1,170.6,16505
Pete Alonso,NYM,151,651,565,147,26,2,43,93,114,67,147,14,2,1,0.26,0.351,0.543,0.894,0.374,-0.2,-1.8,4.1,45.8,19251
Will Smith,LAD,125,501,426,107,21,2,28,71,83,57,108,11,3,0,0.252,0.351,0.504,0.856,0.362,0.9,-0.7,4.1,53.7,19197
Julio Rodríguez,SEA,126,546,492,137,26,2,21,72,69,42,125,7,15,5,0.277,0.341,0.463,0.805,0.345,7.8,0.5,4.1,221.7,sa3005720
J.T. Realmuto,PHI,143,570,509,131,26,3,21,77,78,47,133,9,10,3,0.258,0.329,0.447,0.775,0.332,3.4,1.7,4,50.2,11739
Jose Altuve,HOU,147,637,568,157,29,2,25,99,76,57,93,5,7,3,0.277,0.346,0.468,0.814,0.348,-3.5,0.3,4,74.8,5417
Tyler O'Neill,STL,144,623,559,145,26,2,39,94,101,47,192,11,15,5,0.259,0.327,0.522,0.848,0.358,1.6,1.3,3.9,46.9,15711
Yoán Moncada,CHW,149,644,559,145,31,3,21,83,76,73,170,7,5,2,0.259,0.35,0.44,0.79,0.342,0.6,0,3.9,158.5,17232
Jonathan India,CIN,149,644,545,142,33,2,22,97,72,72,144,20,12,4,0.26,0.364,0.449,0.813,0.353,1.8,0.1,3.8,92.1,21523
Bryan Reynolds,PIT,154,665,580,162,33,7,23,92,86,72,135,7,5,3,0.279,0.363,0.48,0.843,0.359,-4.2,-0.5,3.8,93,19326
Ketel Marte,ARI,146,630,568,165,38,5,21,85,76,50,95,5,5,1,0.29,0.352,0.485,0.837,0.356,-0.4,0.1,3.8,78.4,13613
Shohei Ohtani,LAA,146,630,535,139,25,6,40,100,103,85,179,4,23,9,0.259,0.363,0.55,0.914,0.378,0,0.3,3.8,8.5,19755
Max Muncy,LAD,139,602,500,124,23,2,34,93,103,89,137,9,3,1,0.249,0.37,0.508,0.878,0.373,0,-0.2,3.8,121.9,13301
Brandon Nimmo,NYM,134,581,480,124,25,5,16,80,52,83,125,12,8,4,0.258,0.379,0.43,0.809,0.355,-3.3,-0.7,3.7,333.3,12927
Trent Grisham,SDP,139,602,519,128,27,4,21,81,69,70,135,6,15,5,0.247,0.341,0.435,0.775,0.335,4,0.7,3.6,146.9,18564
Jake Cronenworth,SDP,143,616,547,149,32,6,17,82,72,54,91,9,7,3,0.272,0.345,0.445,0.79,0.339,1.8,-0.5,3.6,128.3,18036
Austin Riley,ATL,154,665,597,163,31,2,34,90,105,53,173,9,1,1,0.273,0.339,0.504,0.843,0.356,-4.6,-1.5,3.6,52.4,18360
Cedric Mullins,BAL,152,658,589,154,30,5,24,87,67,53,124,7,26,7,0.261,0.327,0.454,0.78,0.333,0.8,2,3.5,33.6,17929
Enrique Hernández,BOS,146,630,554,141,33,3,25,87,75,59,122,8,3,1,0.255,0.333,0.458,0.791,0.339,2.9,0.5,3.5,226.5,10472
Josh Donaldson,NYY,131,567,478,117,22,0,28,80,81,78,128,6,1,1,0.246,0.355,0.472,0.827,0.355,-1,-1.5,3.5,181.1,5038
Harrison Bader,STL,138,595,526,129,27,2,22,75,70,50,147,12,14,5,0.246,0.324,0.429,0.753,0.322,8.7,1,3.5,241.6,18030
Jorge Polanco,MIN,147,637,577,158,33,3,25,88,86,48,111,5,11,5,0.274,0.331,0.474,0.805,0.343,-3.9,0,3.5,79.3,13152
Tim Anderson,CHW,152,658,620,180,33,2,22,97,71,27,137,4,20,7,0.29,0.322,0.457,0.779,0.333,-6.5,1.9,3.4,30,15172
Paul Goldschmidt,STL,156,672,589,160,30,2,29,94,90,73,146,4,7,2,0.271,0.354,0.476,0.829,0.355,1.8,0.3,3.4,47.4,9218
Sean Murphy,OAK,120,480,419,96,23,1,20,57,62,45,123,9,1,0,0.228,0.314,0.428,0.743,0.321,2.7,-0.4,3.4,245.5,19352
Seiya Suzuki,CHC,130,560,491,141,26,2,26,80,85,60,102,5,10,6,0.287,0.368,0.508,0.877,0.37,-0.1,-1.2,3.3,999,sa3018052
Christian Yelich,MIL,146,630,532,140,26,3,26,92,85,88,152,6,15,4,0.263,0.372,0.472,0.844,0.361,-1.3,1.8,3.2,98.7,11477
Bobby Witt Jr.,KCR,141,609,551,145,31,3,24,75,75,42,135,7,21,7,0.262,0.319,0.459,0.778,0.332,2.2,0.7,3.2,78.7,sa3011225
Willy Adames,MIL,143,616,548,139,29,2,25,79,77,60,171,2,7,4,0.254,0.329,0.449,0.778,0.334,-0.8,0,3.2,124.9,15986
Gleyber Torres,NYY,146,630,557,147,27,0,23,78,81,62,125,4,12,5,0.264,0.339,0.438,0.777,0.335,-3.7,-0.2,3.1,161.3,16997
Jeimer Candelario,DET,146,630,555,140,34,4,19,75,72,65,140,7,1,1,0.253,0.337,0.431,0.768,0.332,-0.6,-0.7,3.1,245,13621
Oneil Cruz,PIT,113,490,448,123,23,5,24,61,70,34,113,3,16,4,0.274,0.328,0.506,0.834,0.353,-0.2,1,3.1,218,21711
Cody Bellinger,LAD,120,518,451,111,22,3,26,74,82,59,117,3,9,2,0.245,0.333,0.478,0.811,0.342,0.7,0.5,3,113.1,15998
Ty France,SEA,143,616,546,151,30,2,21,80,81,43,112,21,1,1,0.277,0.351,0.456,0.807,0.348,1.7,-1.3,3,160.5,17982
Jacob Stallings,MIA,109,429,381,94,19,1,9,42,45,39,92,4,0,0,0.247,0.321,0.371,0.692,0.304,6.2,-0.8,3,469.5,13723
Ke'Bryan Hayes,PIT,139,602,541,140,33,4,15,72,66,51,128,4,11,2,0.259,0.325,0.414,0.739,0.32,7.3,0.7,3,151.9,18577
J.P. Crawford,SEA,154,665,591,153,32,2,12,81,59,60,118,6,7,4,0.258,0.331,0.382,0.713,0.313,-0.7,-0.9,3,491.1,15491
Javier Báez,DET,141,609,567,144,28,3,27,78,85,29,180,8,16,6,0.253,0.298,0.459,0.757,0.32,-0.6,1.2,3,63.1,12979
Giancarlo Stanton,NYY,138,595,521,136,23,0,36,80,103,64,166,5,1,0,0.261,0.345,0.517,0.862,0.365,-0.1,-1.4,2.9,95.4,4949
Max Kepler,MIN,131,567,493,117,27,3,25,78,72,62,104,7,8,3,0.237,0.328,0.455,0.783,0.335,6,0.5,2.9,301.1,12144
Anthony Rizzo,NYY,136,588,501,130,22,2,27,79,83,60,93,21,6,2,0.259,0.359,0.469,0.828,0.355,1.7,-1.8,2.9,186.8,3473
Max Stassi,LAA,102,403,357,80,14,1,15,47,47,35,122,7,1,0,0.223,0.303,0.398,0.701,0.305,2,-1,2.9,301.3,10059
Ramón Laureano,OAK,122,525,466,118,27,2,22,69,66,41,135,12,14,5,0.253,0.326,0.462,0.787,0.337,2.4,0.9,2.8,258.7,17128
Kyle Schwarber,PHI,139,602,511,125,22,1,39,91,92,79,165,6,3,2,0.244,0.35,0.519,0.869,0.367,-0.5,-1.3,2.8,108,16478
Luis Urías,MIL,130,560,484,122,24,2,19,72,69,60,116,10,6,2,0.253,0.346,0.433,0.779,0.337,0.9,-0.5,2.8,211.3,16622
Brandon Crawford,SFG,134,581,518,132,27,2,19,69,74,52,118,6,8,3,0.255,0.328,0.426,0.753,0.322,1.1,-1,2.8,224.8,5343
Adley Rutschman,BAL,104,412,358,92,17,1,15,54,50,44,75,4,2,1,0.257,0.343,0.44,0.783,0.338,1,-0.5,2.8,219.7,sa3011643
Jesse Winker,SEA,130,560,483,130,27,1,21,76,67,63,98,10,2,1,0.268,0.364,0.461,0.824,0.357,-2.7,-1.9,2.8,120.3,13590
Jared Walsh,LAA,144,623,557,146,31,2,34,83,105,54,162,6,2,1,0.262,0.331,0.506,0.837,0.352,0.4,-1,2.8,120.1,18607
Jeff McNeil,NYM,133,574,516,145,30,2,14,69,64,40,77,13,5,2,0.281,0.346,0.43,0.776,0.336,-1.4,-0.8,2.7,326.3,15362
Rhys Hoskins,PHI,143,616,518,124,31,2,33,87,95,84,150,9,4,2,0.239,0.351,0.496,0.847,0.361,0,-1.1,2.7,119.6,16472
Salvador Perez,KCR,147,594,555,145,25,0,36,74,98,24,146,10,1,0,0.261,0.301,0.501,0.802,0.337,2.6,-1.2,2.7,32.3,7304
Justin Turner,LAD,134,581,509,137,23,0,22,77,81,53,97,12,3,0,0.269,0.349,0.444,0.794,0.344,-2.9,-1.1,2.7,148.3,5235
Kolten Wong,MIL,134,581,515,136,29,3,14,74,55,44,96,14,15,5,0.265,0.336,0.412,0.749,0.325,4.2,0.9,2.7,196.2,12532
Paul DeJong,STL,128,553,487,112,23,1,23,68,71,49,138,10,5,2,0.229,0.309,0.42,0.73,0.315,3.7,-0.3,2.7,499,18015
Dylan Carlson,STL,146,630,553,143,31,5,20,79,75,59,145,9,4,2,0.259,0.336,0.443,0.78,0.335,2,-0.7,2.7,166.6,20126
Tommy Edman,STL,134,581,533,145,29,4,12,76,53,34,88,7,23,5,0.271,0.321,0.408,0.729,0.315,3.4,2.9,2.7,94.3,19470
Randy Arozarena,TBR,144,623,546,140,29,3,24,88,75,55,165,16,20,10,0.256,0.339,0.45,0.789,0.339,-2.4,-0.4,2.7,66.6,19290
Mitch Garver,TEX,118,478,416,100,20,1,23,63,64,51,134,6,2,1,0.241,0.331,0.463,0.794,0.341,-2.7,-0.9,2.6,155.9,15161
Eloy Jiménez,CHW,139,602,555,151,28,1,34,77,101,38,145,4,1,0,0.272,0.32,0.509,0.829,0.35,-3.1,-0.3,2.6,65.7,17484
Spencer Torkelson,DET,130,560,481,120,25,2,29,75,80,59,123,8,4,2,0.249,0.337,0.49,0.827,0.351,2,-0.4,2.6,239.5,sa3014504
Adalberto Mondesi,KCR,130,560,522,129,27,7,18,70,67,28,157,3,47,10,0.248,0.287,0.43,0.717,0.305,3.3,5.1,2.6,57.2,13769
Dansby Swanson,ATL,154,665,597,148,32,3,24,83,83,54,166,6,10,3,0.247,0.314,0.433,0.747,0.319,-1,0.9,2.6,122.4,18314
Starling Marte,NYM,134,581,525,142,27,3,16,81,64,36,110,14,31,8,0.271,0.333,0.425,0.758,0.327,-0.1,3.1,2.5,31.8,9241
Franmil Reyes,CLE,147,637,569,146,24,2,41,84,110,59,193,3,4,1,0.257,0.327,0.519,0.846,0.356,0,-1.5,2.5,121,14566
Eduardo Escobar,NYM,138,595,541,132,25,4,26,71,82,46,127,3,1,1,0.244,0.304,0.449,0.753,0.32,-0.1,-0.9,2.5,203.7,6153
Yandy Díaz,TBR,130,560,482,129,24,1,14,69,63,70,91,3,2,1,0.268,0.362,0.409,0.77,0.336,-1.2,-1,2.4,498.5,16578
Kris Bryant,COL,149,644,560,155,35,2,28,96,87,66,138,13,8,3,0.277,0.364,0.499,0.862,0.367,-4.9,1.2,2.4,67.7,15429
Alex Verdugo,BOS,133,574,516,149,33,2,14,77,62,48,92,4,7,2,0.289,0.351,0.445,0.796,0.341,1.8,0.5,2.4,173.1,17027
Danny Jansen,TOR,97,385,336,78,17,1,18,51,53,37,79,6,1,0,0.233,0.318,0.447,0.765,0.329,0.8,-0.5,2.4,399.5,16535
Tyler Stephenson,CIN,113,450,394,104,22,0,13,57,53,44,89,6,0,0,0.265,0.346,0.419,0.765,0.332,1.4,-0.6,2.4,136.5,17988
Willson Contreras,CHC,141,573,494,119,23,1,24,73,76,58,153,16,5,3,0.24,0.337,0.439,0.776,0.336,-0.2,-1.8,2.4,109.9,11609
Miguel Rojas,MIA,130,560,511,136,27,2,9,62,53,37,74,6,12,4,0.267,0.322,0.383,0.704,0.307,3.3,-0.2,2.4,508.4,7802
Nicky Lopez,KCR,136,588,524,141,24,5,5,68,46,49,79,5,16,5,0.269,0.335,0.361,0.696,0.308,5.1,1.1,2.4,256.5,19339
Jeremy Peña,HOU,126,546,499,125,19,4,20,57,59,32,136,9,10,5,0.25,0.305,0.425,0.729,0.313,-0.6,-0.4,2.4,406.4,sa876320
Aaron Hicks,NYY,126,546,459,105,20,2,19,72,67,78,124,5,6,2,0.228,0.343,0.408,0.751,0.329,-3.7,0.5,2.4,530.3,5297
Nathaniel Lowe,TEX,141,609,526,137,25,2,23,78,77,75,150,4,5,1,0.261,0.355,0.446,0.801,0.346,-1.7,-0.2,2.4,250,19566
Keibert Ruiz,WSN,104,414,376,101,19,1,18,50,59,30,51,4,0,0,0.269,0.328,0.465,0.793,0.339,-0.6,-0.5,2.4,146.4,19610
Myles Straw,CLE,130,560,495,132,23,2,4,68,41,57,108,3,26,6,0.266,0.342,0.348,0.69,0.308,3.7,2.9,2.3,128.4,17620
Austin Meadows,TBR,136,588,521,131,29,3,28,79,92,55,129,6,7,3,0.252,0.329,0.482,0.81,0.343,0.1,-1.3,2.3,155.4,15672
Mike Zunino,TBR,86,339,305,61,12,1,20,43,50,26,120,5,1,0,0.202,0.275,0.448,0.723,0.308,1.8,-0.5,2.3,258,13265
Tony Kemp,OAK,118,511,436,113,21,3,10,61,47,59,70,8,10,4,0.259,0.354,0.389,0.744,0.328,-2.3,0,2.3,455.8,14894
Whit Merrifield,KCR,149,644,592,166,35,4,12,85,59,38,95,5,28,7,0.281,0.327,0.41,0.737,0.318,2.4,2.7,2.3,33.2,11281
Michael Brantley,HOU,125,539,490,144,29,2,13,70,61,39,64,5,3,1,0.295,0.35,0.442,0.792,0.342,-0.2,-0.7,2.3,254.4,4106
Mike Yastrzemski,SFG,133,574,505,122,29,4,24,77,70,55,145,8,5,2,0.241,0.322,0.453,0.775,0.331,-0.1,-0.1,2.3,299.2,14854
Josh Bell,WSN,147,637,553,148,29,2,32,88,106,74,122,4,0,1,0.267,0.355,0.498,0.853,0.361,-4.1,-2.3,2.3,131.3,13145
Jean Segura,PHI,138,595,544,153,28,3,13,74,63,38,83,7,9,4,0.281,0.334,0.417,0.751,0.324,0.1,0.5,2.3,207.7,5933
Mitch Haniger,SEA,141,609,541,134,25,2,30,87,85,52,152,9,3,0,0.247,0.32,0.466,0.786,0.335,-0.2,-0.8,2.3,108.7,14274
Daulton Varsho,ARI,125,525,470,119,24,4,21,68,65,45,111,5,11,3,0.253,0.323,0.45,0.773,0.33,-1.9,1,2.3,91.6,19918
José Abreu,CHW,154,665,593,155,32,2,31,85,109,50,149,15,1,0,0.262,0.331,0.478,0.809,0.343,-2,-1.2,2.3,79.7,15676
Teoscar Hernández,TOR,151,651,594,156,30,2,35,90,107,47,174,6,10,4,0.262,0.32,0.496,0.817,0.346,-3.2,0.1,2.2,27.5,13066
Brandon Belt,SFG,122,525,450,110,22,2,24,70,71,66,131,6,4,2,0.245,0.346,0.468,0.815,0.348,1.7,-1.3,2.2,240.5,10264
Marcell Ozuna,ATL,141,609,543,143,24,1,28,79,94,59,133,3,4,1,0.263,0.337,0.468,0.805,0.344,0.5,0,2.2,166.9,10324
Ian Happ,CHC,131,567,488,117,23,2,27,74,78,71,162,5,9,3,0.24,0.34,0.459,0.8,0.344,-1.6,0.1,2.2,224.6,17919
DJ LeMahieu,NYY,107,462,413,117,19,1,10,64,46,41,63,3,4,1,0.283,0.348,0.412,0.76,0.331,2.1,-0.3,2.2,126.8,9874
Avisaíl García,MIA,141,609,551,143,25,1,24,73,81,41,144,11,8,4,0.26,0.322,0.44,0.762,0.325,0.8,-0.8,2.2,173.7,5760
Chris Taylor,LAD,149,644,565,140,32,4,21,85,83,65,180,7,11,3,0.247,0.33,0.43,0.76,0.328,-3.9,1.2,2.2,141.5,13757
Carson Kelly,ARI,109,432,374,90,17,1,16,50,55,48,90,5,1,0,0.24,0.332,0.422,0.753,0.325,0.1,-0.5,2.2,278.1,13620
Ryan McMahon,COL,139,602,534,136,30,2,25,78,86,59,160,4,6,2,0.254,0.331,0.46,0.791,0.338,2.3,-0.2,2.1,156.3,15112
Mark Canha,NYM,133,574,479,112,22,3,19,78,65,69,129,20,7,2,0.235,0.352,0.413,0.765,0.336,-2.8,-0.2,2.1,291.2,11445
Adam Frazier,SEA,126,546,493,132,25,3,8,66,44,39,70,8,7,4,0.267,0.33,0.381,0.71,0.311,0.6,-0.5,2.1,416.8,15223
Lorenzo Cain,MIL,123,532,476,126,23,0,12,65,49,46,95,5,16,5,0.265,0.335,0.392,0.727,0.319,4.1,1.2,2.1,495.6,9077
Brian Anderson,MIA,125,539,473,117,24,1,17,59,63,50,130,12,6,2,0.247,0.332,0.412,0.744,0.323,-0.1,0.2,2.1,524.7,18289
Jesús Sánchez,MIA,128,553,500,125,19,5,25,66,75,42,144,6,2,2,0.249,0.313,0.453,0.765,0.325,1.6,-1.4,2.1,236.6,19913
Andrés Giménez,CLE,107,462,421,105,22,2,14,55,49,23,108,12,17,5,0.249,0.304,0.415,0.719,0.309,3.4,1.2,2.1,291.1,19950
Michael Conforto,,117,504,428,108,22,1,19,64,67,62,113,9,3,2,0.253,0.357,0.442,0.799,0.346,-1.5,-0.4,2.1,241.8,16376
Nick Castellanos,PHI,151,651,593,162,38,2,30,92,99,45,140,7,3,2,0.273,0.33,0.496,0.826,0.348,-3.1,-0.6,2.1,57.4,11737
Austin Hays,BAL,136,588,543,140,28,3,26,77,79,31,123,8,7,4,0.257,0.306,0.462,0.768,0.327,2.9,-0.6,2,252.8,19363
J.D. Martinez,BOS,152,658,585,158,35,2,30,88,98,62,153,5,1,0,0.271,0.342,0.49,0.832,0.351,-0.2,-1.9,2,88.4,6184
Nick Madrigal,CHC,113,490,449,133,22,5,5,57,45,27,35,7,12,6,0.296,0.344,0.403,0.747,0.325,2.5,-1.1,2,385.2,20521
Andrew Benintendi,KCR,130,560,500,134,29,3,17,69,67,48,108,4,11,5,0.268,0.335,0.438,0.773,0.333,1.2,-0.5,2,193.3,17901
AJ Pollock,CHW,118,511,464,122,26,1,24,65,78,34,106,7,7,2,0.263,0.32,0.477,0.797,0.337,-0.7,0.1,2,220.7,9256
Eugenio Suárez,SEA,134,581,508,110,19,1,28,67,79,59,170,8,2,1,0.216,0.306,0.422,0.728,0.314,-2.1,-1.6,2,209.4,12552
Luis Arraez,MIN,131,567,508,153,27,5,5,71,48,50,53,2,4,2,0.301,0.364,0.399,0.763,0.333,-0.1,-0.3,2,370,18568
Kevin Kiermaier,TBR,120,518,468,109,22,7,10,60,53,39,127,6,13,5,0.233,0.298,0.375,0.673,0.291,6.8,0.6,1.9,589.3,11038
Joey Votto,CIN,152,658,559,139,27,1,32,86,97,89,155,5,2,0,0.249,0.355,0.473,0.828,0.353,-1.1,-2.7,1.9,141.5,4314
Gio Urshela,MIN,118,511,474,128,29,1,16,59,64,28,106,4,1,0,0.27,0.314,0.437,0.751,0.322,-0.9,-1.2,1.9,332.4,10681
David Fletcher,LAA,149,644,595,164,31,3,6,76,50,39,62,2,12,3,0.275,0.321,0.367,0.688,0.301,-0.5,0.8,1.9,440.8,17992
Brendan Rodgers,COL,128,553,512,143,29,4,21,68,72,29,111,8,1,1,0.28,0.326,0.473,0.799,0.341,0.2,-0.6,1.9,167.3,17907
Alejandro Kirk,TOR,86,349,308,82,19,0,14,45,46,33,49,4,1,0,0.265,0.34,0.468,0.808,0.346,-0.6,-0.4,1.9,213.9,22581
Andy Ibáñez,TEX,115,497,453,120,24,2,15,60,56,34,79,4,2,2,0.265,0.32,0.429,0.749,0.322,1.7,-1.1,1.9,557.3,18819
Akil Baddoo,DET,130,560,497,126,24,8,17,73,64,56,139,2,20,5,0.253,0.329,0.435,0.764,0.328,-1.7,1.7,1.9,153.1,22168
Amed Rosario,CLE,133,574,535,148,26,6,13,71,61,30,113,3,13,4,0.276,0.316,0.42,0.737,0.317,-1.6,1.1,1.9,173.6,15518
Jorge Soler,MIA,146,630,544,127,27,0,33,82,84,72,167,8,1,0,0.233,0.329,0.465,0.794,0.34,-3,-1.6,1.9,193.4,14221
Omar Narváez,MIL,99,392,344,86,15,0,11,44,43,39,78,5,0,0,0.251,0.333,0.394,0.726,0.317,-1.3,-0.8,1.9,254.6,13338
Jonathan Schoop,DET,141,609,565,149,27,2,23,76,75,30,123,8,2,0,0.265,0.309,0.44,0.749,0.32,-2.7,-0.2,1.9,219.6,11265
Riley Greene,DET,87,378,338,89,15,4,14,49,46,32,102,4,6,1,0.262,0.33,0.452,0.782,0.335,-1.9,0.4,1.8,301,sa3010694
Robbie Grossman,DET,139,602,510,123,25,3,17,75,60,79,132,6,15,5,0.241,0.348,0.403,0.751,0.329,-0.5,-0.4,1.8,191.3,5254
Yuli Gurriel,HOU,139,602,540,153,29,1,17,75,78,48,73,5,2,2,0.283,0.342,0.435,0.777,0.334,-0.8,-1.4,1.8,210.4,19198
Lourdes Gurriel Jr.,TOR,138,595,551,149,31,2,26,74,88,33,121,5,4,3,0.271,0.315,0.477,0.792,0.336,-0.6,-1.4,1.8,142.5,19238
C.J. Cron,COL,136,588,517,138,30,1,31,77,95,54,129,12,1,0,0.268,0.348,0.51,0.858,0.363,0.1,-1.6,1.8,123.7,12546
Roberto Pérez,PIT,110,435,381,78,12,1,14,41,46,44,129,4,2,0,0.205,0.291,0.353,0.644,0.284,6.7,-1.2,1.8,562.2,2900
Manuel Margot,TBR,118,511,463,118,24,3,13,61,58,41,90,2,16,8,0.254,0.316,0.403,0.718,0.31,2.9,0,1.8,424.6,14712
Gavin Lux,LAD,107,462,410,103,19,4,14,61,59,46,101,2,5,2,0.251,0.328,0.422,0.751,0.324,-0.8,0.3,1.7,275,19955
Tommy Pham,CIN,118,511,439,114,21,2,18,68,58,64,115,4,13,5,0.26,0.357,0.439,0.797,0.345,-0.9,0.7,1.7,244.4,2967
Steven Kwan,CLE,102,441,397,112,19,4,11,55,47,36,53,4,6,3,0.282,0.345,0.434,0.779,0.337,-0.9,-0.5,1.7,538.4,sa3008536
Austin Nola,SDP,94,378,336,87,18,1,9,41,43,32,65,6,2,1,0.259,0.332,0.4,0.732,0.319,-1.2,-0.4,1.7,377.3,15941
Brad Miller,TEX,105,455,398,94,16,3,20,57,59,50,128,3,3,1,0.235,0.324,0.443,0.767,0.329,-1.6,-0.8,1.7,544.1,12775
Jazz Chisholm Jr.,MIA,128,553,499,118,19,5,22,74,62,42,160,6,22,9,0.236,0.3,0.429,0.729,0.313,-2.8,0.8,1.7,79.7,20454
Travis d'Arnaud,ATL,99,393,354,87,18,0,14,46,51,31,94,3,1,0,0.247,0.311,0.414,0.724,0.313,-1.7,-0.7,1.7,227.6,7739
