"game_pk","officialDate","gameNumber","doubleHeader","away_team_name","home_team_name","VisitorRunsScored","HomeRunsScored","F5_VisitorRunsScored","F5_HomeRunsScored"
662229,"2022-05-24",1,"N","Milwaukee Brewers","San Diego Padres",4,1,1,1
662074,"2022-05-24",1,"N","New York Mets","San Francisco Giants",12,13,2,8
662453,"2022-05-25",1,"N","Colorado Rockies","Pittsburgh Pirates",5,10,5,2
661772,"2022-05-25",1,"N","Detroit Tigers","Minnesota Twins",4,2,0,2
662093,"2022-05-25",1,"N","New York Mets","San Francisco Giants",3,9,1,9
662527,"2022-05-25",1,"N","Los Angeles Dodgers","Washington Nationals",0,1,0,0
662133,"2022-05-25",1,"N","Oakland Athletics","Seattle Mariners",4,2,1,0
662228,"2022-05-25",1,"N","Milwaukee Brewers","San Diego Padres",2,1,0,1
663082,"2022-05-25",1,"N","Chicago Cubs","Cincinnati Reds",3,4,2,4
662052,"2022-05-25",1,"N","Miami Marlins","Tampa Bay Rays",4,5,3,5
661286,"2022-05-25",1,"N","Baltimore Orioles","New York Yankees",0,2,0,2
661542,"2022-05-25",1,"N","Philadelphia Phillies","Atlanta Braves",4,8,4,6
662845,"2022-05-25",1,"N","Cleveland Guardians","Houston Astros",1,2,0,1
661487,"2022-05-25",1,"N","Boston Red Sox","Chicago White Sox",1,3,1,3
663446,"2022-05-25",1,"N","Texas Rangers","Los Angeles Angels",7,2,4,1
663081,"2022-05-26",1,"N","Chicago Cubs","Cincinnati Reds",5,20,5,11
662051,"2022-05-26",1,"N","New York Yankees","Tampa Bay Rays",7,2,0,0
662515,"2022-05-26",1,"N","Colorado Rockies","Washington Nationals",3,7,3,5
662842,"2022-05-26",1,"N","Cleveland Guardians","Detroit Tigers",3,4,3,3
661574,"2022-05-26",1,"N","Philadelphia Phillies","Atlanta Braves",4,1,1,0
661771,"2022-05-26",1,"N","Kansas City Royals","Minnesota Twins",3,2,0,2
661997,"2022-05-26",1,"N","Milwaukee Brewers","St. Louis Cardinals",4,3,4,2
661486,"2022-05-26",1,"N","Boston Red Sox","Chicago White Sox",16,7,7,5
663445,"2022-05-26",1,"N","Toronto Blue Jays","Los Angeles Angels",6,3,4,2
663338,"2022-05-26",1,"N","Los Angeles Dodgers","Arizona Diamondbacks",14,1,6,0
662376,"2022-05-26",1,"N","Texas Rangers","Oakland Athletics",4,1,1,1
663080,"2022-05-27",1,"N","San Francisco Giants","Cincinnati Reds",1,5,0,3
663276,"2022-05-27",1,"N","Baltimore Orioles","Boston Red Sox",12,8,2,8
662543,"2022-05-27",1,"N","Philadelphia Phillies","New York Mets",6,8,0,7
661960,"2022-05-27",1,"N","New York Yankees","Tampa Bay Rays",2,0,2,0
661539,"2022-05-27",1,"N","Miami Marlins","Atlanta Braves",4,6,0,3
661777,"2022-05-27",1,"N","Kansas City Royals","Minnesota Twins",7,10,4,6
661992,"2022-05-27",1,"N","Milwaukee Brewers","St. Louis Cardinals",2,4,0,2
663444,"2022-05-27",1,"N","Toronto Blue Jays","Los Angeles Angels",4,3,2,3
663347,"2022-05-27",1,"N","Los Angeles Dodgers","Arizona Diamondbacks",6,4,4,1
662281,"2022-05-27",1,"N","Pittsburgh Pirates","San Diego Padres",3,4,3,0
662132,"2022-05-27",1,"N","Houston Astros","Seattle Mariners",1,6,1,5
662369,"2022-05-27",1,"N","Texas Rangers","Oakland Athletics",8,5,2,5
662514,"2022-05-28",1,"S","Colorado Rockies","Washington Nationals",7,13,7,11
662513,"2022-05-28",2,"S","Colorado Rockies","Washington Nationals",3,2,2,1
663257,"2022-05-28",1,"S","Baltimore Orioles","Boston Red Sox",3,5,3,3
663309,"2022-05-28",2,"S","Baltimore Orioles","Boston Red Sox",4,2,4,1
661774,"2022-05-28",1,"N","Kansas City Royals","Minnesota Twins",7,3,5,1
661991,"2022-05-28",1,"N","Milwaukee Brewers","St. Louis Cardinals",3,8,0,8
662375,"2022-05-28",1,"N","Texas Rangers","Oakland Athletics",11,4,10,2
662852,"2022-05-28",1,"N","Cleveland Guardians","Detroit Tigers",8,1,2,0
663118,"2022-05-28",1,"N","San Francisco Giants","Cincinnati Reds",2,3,1,3
661537,"2022-05-28",1,"N","Miami Marlins","Atlanta Braves",4,1,1,0
661933,"2022-05-28",1,"N","New York Yankees","Tampa Bay Rays",1,3,1,0
663330,"2022-05-28",1,"N","Los Angeles Dodgers","Arizona Diamondbacks",3,2,3,2
662556,"2022-05-28",1,"N","Philadelphia Phillies","New York Mets",2,8,2,7
661518,"2022-05-28",1,"N","Chicago Cubs","Chicago White Sox",5,1,3,1
663400,"2022-05-28",1,"N","Toronto Blue Jays","Los Angeles Angels",6,5,1,2
662280,"2022-05-28",1,"N","Pittsburgh Pirates","San Diego Padres",4,2,1,1
662131,"2022-05-28",1,"N","Houston Astros","Seattle Mariners",0,6,0,6
663072,"2022-05-29",1,"N","San Francisco Giants","Cincinnati Reds",6,4,0,1
663299,"2022-05-29",1,"N","Baltimore Orioles","Boston Red Sox",2,12,1,7
662512,"2022-05-29",1,"N","Colorado Rockies","Washington Nationals",5,6,1,4
661517,"2022-05-29",1,"N","Miami Marlins","Atlanta Braves",3,6,1,6
662840,"2022-05-29",1,"N","Cleveland Guardians","Detroit Tigers",1,2,0,1
661910,"2022-05-29",1,"N","New York Yankees","Tampa Bay Rays",2,4,1,2
661731,"2022-05-29",1,"N","Kansas City Royals","Minnesota Twins",3,7,0,5
661461,"2022-05-29",1,"N","Chicago Cubs","Chicago White Sox",4,5,0,0
661990,"2022-05-29",1,"N","Milwaukee Brewers","St. Louis Cardinals",8,0,4,0
662374,"2022-05-29",1,"N","Texas Rangers","Oakland Athletics",5,6,4,3
663414,"2022-05-29",1,"N","Toronto Blue Jays","Los Angeles Angels",11,10,6,8
663328,"2022-05-29",1,"N","Los Angeles Dodgers","Arizona Diamondbacks",3,1,3,0
662279,"2022-05-29",1,"N","Pittsburgh Pirates","San Diego Padres",2,4,0,2
662130,"2022-05-29",1,"N","Houston Astros","Seattle Mariners",2,1,1,0
662555,"2022-05-29",1,"N","Philadelphia Phillies","New York Mets",4,5,1,3
663149,"2022-05-30",1,"S","Milwaukee Brewers","Chicago Cubs",7,6,2,4
663147,"2022-05-30",2,"S","Milwaukee Brewers","Chicago Cubs",3,1,2,1
662854,"2022-05-30",1,"N","Minnesota Twins","Detroit Tigers",5,7,3,4
661989,"2022-05-30",1,"N","San Diego Padres","St. Louis Cardinals",3,6,1,3
661613,"2022-05-30",1,"N","San Francisco Giants","Philadelphia Phillies",5,4,0,2
662373,"2022-05-30",1,"N","Houston Astros","Oakland Athletics",5,1,4,0
662992,"2022-05-30",1,"N","Miami Marlins","Colorado Rockies",1,7,1,0
663109,"2022-05-30",1,"N","Kansas City Royals","Cleveland Guardians",3,7,1,3
663298,"2022-05-30",1,"N","Baltimore Orioles","Boston Red Sox",10,0,6,0
662545,"2022-05-30",1,"N","Washington Nationals","New York Mets",5,13,4,12
661900,"2022-05-30",1,"N","Tampa Bay Rays","Texas Rangers",5,9,2,5
663327,"2022-05-30",1,"N","Atlanta Braves","Arizona Diamondbacks",2,6,2,6
662743,"2022-05-30",1,"N","Pittsburgh Pirates","Los Angeles Dodgers",6,5,4,2
662806,"2022-05-31",1,"S","Minnesota Twins","Detroit Tigers",8,2,6,1
662836,"2022-05-31",2,"S","Minnesota Twins","Detroit Tigers",0,4,0,4
663034,"2022-05-31",1,"N","Kansas City Royals","Cleveland Guardians",3,8,2,6
661618,"2022-05-31",1,"N","San Francisco Giants","Philadelphia Phillies",7,4,3,1
661075,"2022-05-31",1,"N","Seattle Mariners","Baltimore Orioles",10,0,8,0
661331,"2022-05-31",1,"N","Los Angeles Angels","New York Yankees",1,9,0,5
661797,"2022-05-31",1,"N","Chicago White Sox","Toronto Blue Jays",5,6,3,6
663297,"2022-05-31",1,"N","Cincinnati Reds","Boston Red Sox",2,1,0,0
662544,"2022-05-31",1,"N","Washington Nationals","New York Mets",0,10,0,8
661977,"2022-05-31",1,"N","San Diego Padres","St. Louis Cardinals",2,3,0,2
661884,"2022-05-31",1,"N","Tampa Bay Rays","Texas Rangers",0,3,0,3
663154,"2022-05-31",1,"N","Milwaukee Brewers","Chicago Cubs",7,8,3,3
662367,"2022-05-31",1,"N","Houston Astros","Oakland Athletics",3,1,1,1
663329,"2022-05-31",1,"N","Atlanta Braves","Arizona Diamondbacks",7,8,5,2
662735,"2022-05-31",1,"N","Pittsburgh Pirates","Los Angeles Dodgers",5,3,4,2
663031,"2022-06-01",1,"N","Kansas City Royals","Cleveland Guardians",0,4,0,3
662457,"2022-06-01",1,"N","Washington Nationals","New York Mets",0,5,0,2
661982,"2022-06-01",1,"N","San Diego Padres","St. Louis Cardinals",2,5,1,1
662981,"2022-06-01",1,"Y","Miami Marlins","Colorado Rockies",14,1,5,0
662991,"2022-06-01",2,"Y","Miami Marlins","Colorado Rockies",12,13,7,10
662366,"2022-06-01",1,"N","Houston Astros","Oakland Athletics",5,4,1,0
663326,"2022-06-01",1,"N","Atlanta Braves","Arizona Diamondbacks",6,0,2,0
661612,"2022-06-01",1,"N","San Francisco Giants","Philadelphia Phillies",5,6,0,2
661343,"2022-06-01",1,"N","Seattle Mariners","Baltimore Orioles",2,9,2,4
661764,"2022-06-01",1,"N","Chicago White Sox","Toronto Blue Jays",3,7,3,5
663296,"2022-06-01",1,"N","Cincinnati Reds","Boston Red Sox",1,7,0,4
662833,"2022-06-01",1,"N","Minnesota Twins","Detroit Tigers",0,5,0,5
661963,"2022-06-01",1,"N","Tampa Bay Rays","Texas Rangers",4,3,0,2
663184,"2022-06-01",1,"N","Milwaukee Brewers","Chicago Cubs",3,4,3,3
662721,"2022-06-01",1,"N","Pittsburgh Pirates","Los Angeles Dodgers",8,4,3,2
661330,"2022-06-02",1,"S","Los Angeles Angels","New York Yankees",1,6,0,6
661329,"2022-06-02",2,"S","Los Angeles Angels","New York Yankees",1,2,0,0
662832,"2022-06-02",1,"N","Minnesota Twins","Detroit Tigers",2,3,2,1
661934,"2022-06-02",1,"N","Tampa Bay Rays","Texas Rangers",3,1,3,0
661762,"2022-06-02",1,"N","Chicago White Sox","Toronto Blue Jays",3,8,0,2
663091,"2022-06-02",1,"N","Washington Nationals","Cincinnati Reds",1,8,0,3
661397,"2022-06-02",1,"N","San Francisco Giants","Miami Marlins",0,3,0,1
661247,"2022-06-02",1,"N","Seattle Mariners","Baltimore Orioles",7,6,2,3
661340,"2022-06-02",1,"N","San Diego Padres","Milwaukee Brewers",4,5,1,1
663139,"2022-06-02",1,"N","St. Louis Cardinals","Chicago Cubs",5,7,2,5
663000,"2022-06-02",1,"N","Atlanta Braves","Colorado Rockies",13,6,9,4
662693,"2022-06-02",1,"N","New York Mets","Los Angeles Dodgers",0,2,0,1
663153,"2022-06-03",1,"N","St. Louis Cardinals","Chicago Cubs",14,5,9,4
663119,"2022-06-03",1,"N","Washington Nationals","Cincinnati Reds",8,5,6,2
661396,"2022-06-03",1,"N","San Francisco Giants","Miami Marlins",15,6,8,2
661058,"2022-06-03",1,"N","Cleveland Guardians","Baltimore Orioles",6,3,5,0
662452,"2022-06-03",1,"N","Arizona Diamondbacks","Pittsburgh Pirates",8,6,6,3
661642,"2022-06-03",1,"N","Los Angeles Angels","Philadelphia Phillies",0,10,0,8
661318,"2022-06-03",1,"N","Detroit Tigers","New York Yankees",0,13,0,12
661761,"2022-06-03",1,"N","Minnesota Twins","Toronto Blue Jays",9,3,4,3
661897,"2022-06-03",1,"N","Chicago White Sox","Tampa Bay Rays",3,6,1,4
661913,"2022-06-03",1,"N","Seattle Mariners","Texas Rangers",4,3,2,0
662692,"2022-06-03",1,"N","Houston Astros","Kansas City Royals",10,3,7,0
661334,"2022-06-03",1,"N","San Diego Padres","Milwaukee Brewers",7,0,6,0
662980,"2022-06-03",1,"N","Atlanta Braves","Colorado Rockies",3,1,0,0
662365,"2022-06-03",1,"N","Boston Red Sox","Oakland Athletics",7,2,2,0
662720,"2022-06-03",1,"N","New York Mets","Los Angeles Dodgers",1,6,0,4
661278,"2022-06-04",1,"N","Detroit Tigers","New York Yankees",0,3,0,1
663179,"2022-06-04",1,"S","St. Louis Cardinals","Chicago Cubs",1,6,0,3
663152,"2022-06-04",2,"S","St. Louis Cardinals","Chicago Cubs",7,4,3,1
661749,"2022-06-04",1,"N","Minnesota Twins","Toronto Blue Jays",3,12,2,8
661346,"2022-06-04",1,"N","Cleveland Guardians","Baltimore Orioles",4,5,4,5
662451,"2022-06-04",1,"N","Arizona Diamondbacks","Pittsburgh Pirates",1,2,0,0
661936,"2022-06-04",1,"N","Seattle Mariners","Texas Rangers",2,3,2,3
662364,"2022-06-04",1,"N","Boston Red Sox","Oakland Athletics",8,0,4,0
662689,"2022-06-04",1,"N","Houston Astros","Kansas City Royals",0,6,0,0
663102,"2022-06-04",1,"N","Washington Nationals","Cincinnati Reds",10,8,3,7
661896,"2022-06-04",1,"N","Chicago White Sox","Tampa Bay Rays",3,2,0,2
661395,"2022-06-04",1,"N","San Francisco Giants","Miami Marlins",4,5,4,4
661214,"2022-06-04",1,"N","San Diego Padres","Milwaukee Brewers",4,0,4,0
661615,"2022-06-04",1,"N","Los Angeles Angels","Philadelphia Phillies",2,7,2,5
662987,"2022-06-04",1,"N","Atlanta Braves","Colorado Rockies",6,2,0,1
662687,"2022-06-04",1,"N","New York Mets","Los Angeles Dodgers",9,4,6,4
661277,"2022-06-05",1,"N","Detroit Tigers","New York Yankees",4,5,2,2
661151,"2022-06-05",1,"N","Cleveland Guardians","Baltimore Orioles",3,2,3,2
662450,"2022-06-05",1,"N","Arizona Diamondbacks","Pittsburgh Pirates",0,3,0,1
661633,"2022-06-05",1,"N","Los Angeles Angels","Philadelphia Phillies",7,9,5,2
661747,"2022-06-05",1,"N","Minnesota Twins","Toronto Blue Jays",8,6,5,2
663058,"2022-06-05",1,"N","Washington Nationals","Cincinnati Reds",5,4,4,3
661895,"2022-06-05",1,"N","Chicago White Sox","Tampa Bay Rays",6,5,6,1
661394,"2022-06-05",1,"N","San Francisco Giants","Miami Marlins",5,1,4,0
662688,"2022-06-05",1,"N","Houston Astros","Kansas City Royals",7,4,3,0
661241,"2022-06-05",1,"N","San Diego Padres","Milwaukee Brewers",6,4,3,1
661962,"2022-06-05",1,"N","Seattle Mariners","Texas Rangers",6,5,2,2
662990,"2022-06-05",1,"N","Atlanta Braves","Colorado Rockies",8,7,7,4
662363,"2022-06-05",1,"N","Boston Red Sox","Oakland Athletics",5,2,1,1
662612,"2022-06-05",1,"N","New York Mets","Los Angeles Dodgers",5,4,1,2
663138,"2022-06-05",1,"N","St. Louis Cardinals","Chicago Cubs",5,3,2,2
663065,"2022-06-06",1,"N","Arizona Diamondbacks","Cincinnati Reds",0,7,0,4
662762,"2022-06-06",1,"N","Seattle Mariners","Houston Astros",7,4,5,4
662613,"2022-06-06",1,"N","Toronto Blue Jays","Kansas City Royals",8,0,3,0
663399,"2022-06-06",1,"N","Boston Red Sox","Los Angeles Angels",1,0,1,0
662278,"2022-06-06",1,"N","New York Mets","San Diego Padres",11,5,5,1
663122,"2022-06-07",1,"Y","Texas Rangers","Cleveland Guardians",3,6,1,5
663134,"2022-06-07",2,"Y","Texas Rangers","Cleveland Guardians",6,3,5,0
663064,"2022-06-07",1,"N","Arizona Diamondbacks","Cincinnati Reds",8,14,0,9
661169,"2022-06-07",1,"N","Washington Nationals","Miami Marlins",2,12,0,12
661170,"2022-06-07",1,"N","Chicago Cubs","Baltimore Orioles",3,9,2,8
662449,"2022-06-07",1,"N","Detroit Tigers","Pittsburgh Pirates",5,3,4,3
661894,"2022-06-07",1,"N","St. Louis Cardinals","Tampa Bay Rays",2,4,0,0
661516,"2022-06-07",1,"N","Oakland Athletics","Atlanta Braves",2,3,2,2
661693,"2022-06-07",1,"N","New York Yankees","Minnesota Twins",10,4,5,4
662761,"2022-06-07",1,"N","Seattle Mariners","Houston Astros",1,4,1,2
662678,"2022-06-07",1,"N","Toronto Blue Jays","Kansas City Royals",7,0,2,0
661460,"2022-06-07",1,"N","Los Angeles Dodgers","Chicago White Sox",0,4,0,0
661205,"2022-06-07",1,"N","Philadelphia Phillies","Milwaukee Brewers",3,2,1,2
663391,"2022-06-07",1,"N","Boston Red Sox","Los Angeles Angels",6,5,3,5
662277,"2022-06-07",1,"N","New York Mets","San Diego Padres",0,7,0,4
662092,"2022-06-07",1,"N","Colorado Rockies","San Francisco Giants",5,3,2,3
662448,"2022-06-08",1,"N","Detroit Tigers","Pittsburgh Pirates",3,1,1,1
662679,"2022-06-08",1,"N","Toronto Blue Jays","Kansas City Royals",4,8,3,6
663050,"2022-06-08",1,"N","Arizona Diamondbacks","Cincinnati Reds",7,0,3,0
662760,"2022-06-08",1,"N","Seattle Mariners","Houston Astros",6,3,5,3
661150,"2022-06-08",1,"N","Washington Nationals","Miami Marlins",1,2,0,0
661892,"2022-06-08",1,"N","St. Louis Cardinals","Tampa Bay Rays",3,11,1,5
663055,"2022-06-08",1,"N","Texas Rangers","Cleveland Guardians",0,4,0,4
661515,"2022-06-08",1,"N","Oakland Athletics","Atlanta Braves",2,13,2,5
661681,"2022-06-08",1,"N","New York Yankees","Minnesota Twins",1,8,1,4
661459,"2022-06-08",1,"N","Los Angeles Dodgers","Chicago White Sox",4,1,3,1
661188,"2022-06-08",1,"N","Philadelphia Phillies","Milwaukee Brewers",10,0,5,0
663398,"2022-06-08",1,"N","Boston Red Sox","Los Angeles Angels",1,0,0,0
662223,"2022-06-08",1,"N","New York Mets","San Diego Padres",2,13,0,11
662094,"2022-06-08",1,"N","Colorado Rockies","San Francisco Giants",1,2,1,1
663049,"2022-06-09",1,"N","Arizona Diamondbacks","Cincinnati Reds",5,4,1,3
661891,"2022-06-09",1,"N","St. Louis Cardinals","Tampa Bay Rays",1,2,0,2
661458,"2022-06-09",1,"N","Los Angeles Dodgers","Chicago White Sox",11,9,6,5
661194,"2022-06-09",1,"N","Philadelphia Phillies","Milwaukee Brewers",8,3,3,1
662091,"2022-06-09",1,"N","Colorado Rockies","San Francisco Giants",4,2,3,2
661149,"2022-06-09",1,"N","Washington Nationals","Miami Marlins",4,7,2,7
663015,"2022-06-09",1,"N","Oakland Athletics","Cleveland Guardians",4,8,2,2
661514,"2022-06-09",1,"N","Pittsburgh Pirates","Atlanta Braves",1,3,1,3
661697,"2022-06-09",1,"N","New York Yankees","Minnesota Twins",10,7,5,7
662677,"2022-06-09",1,"N","Baltimore Orioles","Kansas City Royals",5,7,4,6
663413,"2022-06-09",1,"N","Boston Red Sox","Los Angeles Angels",2,5,1,2
661617,"2022-06-10",1,"N","Arizona Diamondbacks","Philadelphia Phillies",5,7,0,6
661284,"2022-06-10",1,"N","Chicago Cubs","New York Yankees",1,2,1,1
662511,"2022-06-10",1,"N","Milwaukee Brewers","Washington Nationals",5,11,3,6
663014,"2022-06-10",1,"N","Oakland Athletics","Cleveland Guardians",2,3,2,0
662831,"2022-06-10",1,"N","Toronto Blue Jays","Detroit Tigers",10,1,8,0
661513,"2022-06-10",1,"N","Pittsburgh Pirates","Atlanta Braves",2,4,0,4
662676,"2022-06-10",1,"N","Baltimore Orioles","Kansas City Royals",1,8,0,7
661678,"2022-06-10",1,"N","Tampa Bay Rays","Minnesota Twins",4,9,1,7
661485,"2022-06-10",1,"N","Texas Rangers","Chicago White Sox",3,8,1,1
662759,"2022-06-10",1,"N","Miami Marlins","Houston Astros",7,4,6,3
661983,"2022-06-10",1,"N","Cincinnati Reds","St. Louis Cardinals",0,2,0,2
663390,"2022-06-10",1,"N","New York Mets","Los Angeles Angels",7,3,4,2
662275,"2022-06-10",1,"N","Colorado Rockies","San Diego Padres",0,9,0,5
662129,"2022-06-10",1,"N","Boston Red Sox","Seattle Mariners",4,3,2,2
662090,"2022-06-10",1,"N","Los Angeles Dodgers","San Francisco Giants",2,7,2,6
661680,"2022-06-11",1,"N","Tampa Bay Rays","Minnesota Twins",5,6,3,5
661484,"2022-06-11",1,"N","Texas Rangers","Chicago White Sox",11,9,4,7
661976,"2022-06-11",1,"N","Cincinnati Reds","St. Louis Cardinals",4,5,3,0
661614,"2022-06-11",1,"N","Arizona Diamondbacks","Philadelphia Phillies",0,4,0,3
662510,"2022-06-11",1,"N","Milwaukee Brewers","Washington Nationals",6,8,1,8
662674,"2022-06-11",1,"N","Baltimore Orioles","Kansas City Royals",6,4,1,3
663084,"2022-06-11",1,"N","Oakland Athletics","Cleveland Guardians",10,5,2,4
662251,"2022-06-11",1,"S","Colorado Rockies","San Diego Padres",1,2,0,1
662222,"2022-06-11",2,"S","Colorado Rockies","San Diego Padres",6,2,6,1
662830,"2022-06-11",1,"N","Toronto Blue Jays","Detroit Tigers",1,3,0,2
661160,"2022-06-11",1,"N","Pittsburgh Pirates","Atlanta Braves",4,10,4,2
662756,"2022-06-11",1,"N","Miami Marlins","Houston Astros",5,1,4,1
662089,"2022-06-11",1,"N","Los Angeles Dodgers","San Francisco Giants",2,3,0,2
661276,"2022-06-11",1,"N","Chicago Cubs","New York Yankees",0,8,0,6
663412,"2022-06-11",1,"N","New York Mets","Los Angeles Angels",6,11,0,5
662128,"2022-06-11",1,"N","Boston Red Sox","Seattle Mariners",6,7,5,4
663083,"2022-06-12",1,"N","Oakland Athletics","Cleveland Guardians",3,6,1,3
661622,"2022-06-12",1,"N","Arizona Diamondbacks","Philadelphia Phillies",13,1,4,1
661144,"2022-06-12",1,"N","Pittsburgh Pirates","Atlanta Braves",3,5,3,4
661270,"2022-06-12",1,"N","Chicago Cubs","New York Yankees",4,18,3,10
662542,"2022-06-12",1,"N","Milwaukee Brewers","Washington Nationals",4,1,3,1
662829,"2022-06-12",1,"N","Toronto Blue Jays","Detroit Tigers",6,0,4,0
662673,"2022-06-12",1,"N","Baltimore Orioles","Kansas City Royals",10,7,6,0
661679,"2022-06-12",1,"N","Tampa Bay Rays","Minnesota Twins",6,0,5,0
661483,"2022-06-12",1,"N","Texas Rangers","Chicago White Sox",8,6,3,1
662758,"2022-06-12",1,"N","Miami Marlins","Houston Astros",4,9,0,5
661975,"2022-06-12",1,"N","Cincinnati Reds","St. Louis Cardinals",7,6,4,4
662085,"2022-06-12",1,"N","Los Angeles Dodgers","San Francisco Giants",0,2,0,2
662256,"2022-06-12",1,"N","Colorado Rockies","San Diego Padres",4,2,2,1
662127,"2022-06-12",1,"N","Boston Red Sox","Seattle Mariners",2,0,0,0
663397,"2022-06-12",1,"N","New York Mets","Los Angeles Angels",4,1,2,1
662505,"2022-06-13",1,"N","Atlanta Braves","Washington Nationals",9,5,6,4
661629,"2022-06-13",1,"N","Miami Marlins","Philadelphia Phillies",2,3,1,1
661746,"2022-06-13",1,"N","Baltimore Orioles","Toronto Blue Jays",1,11,0,9
662828,"2022-06-13",1,"N","Chicago White Sox","Detroit Tigers",9,5,4,3
661974,"2022-06-13",1,"N","Pittsburgh Pirates","St. Louis Cardinals",5,7,5,0
663183,"2022-06-13",1,"N","San Diego Padres","Chicago Cubs",4,1,1,1
661881,"2022-06-13",1,"N","Houston Astros","Texas Rangers",3,5,3,1
663345,"2022-06-13",1,"N","Cincinnati Reds","Arizona Diamondbacks",5,4,4,4
662069,"2022-06-13",1,"N","Kansas City Royals","San Francisco Giants",2,6,2,2
662126,"2022-06-13",1,"N","Minnesota Twins","Seattle Mariners",3,2,2,1
662018,"2022-06-14",1,"S","Pittsburgh Pirates","St. Louis Cardinals",1,3,0,3
661973,"2022-06-14",2,"S","Pittsburgh Pirates","St. Louis Cardinals",1,9,1,7
662503,"2022-06-14",1,"N","Atlanta Braves","Washington Nationals",10,4,7,3
661616,"2022-06-14",1,"N","Miami Marlins","Philadelphia Phillies",11,9,4,8
661328,"2022-06-14",1,"N","Tampa Bay Rays","New York Yankees",0,2,0,2
661745,"2022-06-14",1,"N","Baltimore Orioles","Toronto Blue Jays",6,5,5,3
663279,"2022-06-14",1,"N","Oakland Athletics","Boston Red Sox",1,6,0,6
662884,"2022-06-14",1,"N","Chicago White Sox","Detroit Tigers",5,1,4,1
662441,"2022-06-14",1,"N","Milwaukee Brewers","New York Mets",0,4,0,4
663182,"2022-06-14",1,"N","San Diego Padres","Chicago Cubs",12,5,0,5
661880,"2022-06-14",1,"N","Houston Astros","Texas Rangers",4,3,0,3
662935,"2022-06-14",1,"N","Cleveland Guardians","Colorado Rockies",4,3,2,1
663342,"2022-06-14",1,"N","Cincinnati Reds","Arizona Diamondbacks",5,3,0,0
662068,"2022-06-14",1,"N","Kansas City Royals","San Francisco Giants",2,4,0,0
662611,"2022-06-14",1,"N","Los Angeles Angels","Los Angeles Dodgers",0,2,0,1
662125,"2022-06-14",1,"N","Minnesota Twins","Seattle Mariners",0,5,0,4
661583,"2022-06-15",1,"N","Miami Marlins","Philadelphia Phillies",1,3,1,0
662883,"2022-06-15",1,"N","Chicago White Sox","Detroit Tigers",13,0,9,0
661845,"2022-06-15",1,"N","Houston Astros","Texas Rangers",9,2,7,2
663336,"2022-06-15",1,"N","Cincinnati Reds","Arizona Diamondbacks",4,7,2,3
662082,"2022-06-15",1,"N","Kansas City Royals","San Francisco Giants",3,2,2,2
662173,"2022-06-15",1,"N","Minnesota Twins","Seattle Mariners",5,0,0,0
662504,"2022-06-15",1,"N","Atlanta Braves","Washington Nationals",8,2,3,1
661327,"2022-06-15",1,"N","Tampa Bay Rays","New York Yankees",3,4,0,4
661744,"2022-06-15",1,"N","Baltimore Orioles","Toronto Blue Jays",6,7,2,6
663235,"2022-06-15",1,"N","Oakland Athletics","Boston Red Sox",1,10,0,6
662480,"2022-06-15",1,"N","Milwaukee Brewers","New York Mets",10,2,10,1
661972,"2022-06-15",1,"N","Pittsburgh Pirates","St. Louis Cardinals",6,4,4,4
663155,"2022-06-15",1,"N","San Diego Padres","Chicago Cubs",19,5,11,4
662893,"2022-06-15",1,"N","Cleveland Guardians","Colorado Rockies",7,5,5,4
662694,"2022-06-15",1,"N","Los Angeles Angels","Los Angeles Dodgers",1,4,0,4
663267,"2022-06-16",1,"N","Oakland Athletics","Boston Red Sox",4,3,3,1
663125,"2022-06-16",1,"N","San Diego Padres","Chicago Cubs",6,4,5,2
661743,"2022-06-16",1,"N","Baltimore Orioles","Toronto Blue Jays",10,2,7,1
662986,"2022-06-16",1,"N","Cleveland Guardians","Colorado Rockies",4,2,3,1
662501,"2022-06-16",1,"N","Philadelphia Phillies","Washington Nationals",10,1,9,1
661326,"2022-06-16",1,"N","Tampa Bay Rays","New York Yankees",1,2,1,0
662827,"2022-06-16",1,"N","Texas Rangers","Detroit Tigers",3,1,0,0
662535,"2022-06-16",1,"N","Milwaukee Brewers","New York Mets",4,5,4,4
662172,"2022-06-16",1,"N","Los Angeles Angels","Seattle Mariners",4,1,2,0
662580,"2022-06-17",1,"S","Philadelphia Phillies","Washington Nationals",5,3,4,1
662502,"2022-06-17",2,"S","Philadelphia Phillies","Washington Nationals",8,7,3,3
663124,"2022-06-17",1,"N","Atlanta Braves","Chicago Cubs",0,1,0,0
661093,"2022-06-17",1,"N","Tampa Bay Rays","Baltimore Orioles",0,1,0,0
663063,"2022-06-17",1,"N","Milwaukee Brewers","Cincinnati Reds",5,4,4,2
662437,"2022-06-17",1,"N","San Francisco Giants","Pittsburgh Pirates",2,0,2,0
661742,"2022-06-17",1,"N","New York Yankees","Toronto Blue Jays",12,3,10,1
663256,"2022-06-17",1,"N","St. Louis Cardinals","Boston Red Sox",5,6,1,3
662826,"2022-06-17",1,"N","Texas Rangers","Detroit Tigers",7,0,5,0
662534,"2022-06-17",1,"N","Miami Marlins","New York Mets",4,10,1,3
662757,"2022-06-17",1,"N","Chicago White Sox","Houston Astros",3,13,3,3
662985,"2022-06-17",1,"N","San Diego Padres","Colorado Rockies",4,10,4,8
