"game_pk","officialDate","gameNumber","doubleHeader","away_team_name","home_team_name","VisitorRunsScored","HomeRunsScored","F5_VisitorRunsScored","F5_HomeRunsScored"
662649,"2022-08-06",1,"N","Boston Red Sox","Kansas City Royals",4,5,3,4
661662,"2022-08-06",1,"N","Toronto Blue Jays","Minnesota Twins",3,7,2,3
661949,"2022-08-06",1,"N","New York Yankees","St. Louis Cardinals",0,1,0,1
661173,"2022-08-06",1,"N","Cincinnati Reds","Milwaukee Brewers",7,5,4,3
663288,"2022-08-06",1,"N","Colorado Rockies","Arizona Diamondbacks",3,2,0,1
662654,"2022-08-06",1,"N","San Diego Padres","Los Angeles Dodgers",3,8,3,5
662944,"2022-08-07",1,"N","Houston Astros","Cleveland Guardians",0,1,0,1
661049,"2022-08-07",1,"N","Pittsburgh Pirates","Baltimore Orioles",8,1,3,1
661558,"2022-08-07",1,"N","Washington Nationals","Philadelphia Phillies",1,13,1,7
662810,"2022-08-07",1,"N","Tampa Bay Rays","Detroit Tigers",7,0,0,0
662648,"2022-08-07",1,"N","Boston Red Sox","Kansas City Royals",5,13,0,5
661653,"2022-08-07",1,"N","Toronto Blue Jays","Minnesota Twins",3,2,2,0
661172,"2022-08-07",1,"N","Cincinnati Reds","Milwaukee Brewers",4,2,1,1
661948,"2022-08-07",1,"N","New York Yankees","St. Louis Cardinals",9,12,6,9
661061,"2022-08-07",1,"N","Miami Marlins","Chicago Cubs",3,0,3,0
661835,"2022-08-07",1,"N","Chicago White Sox","Texas Rangers",8,2,6,1
662332,"2022-08-07",1,"N","San Francisco Giants","Oakland Athletics",6,4,2,1
663300,"2022-08-07",1,"N","Colorado Rockies","Arizona Diamondbacks",4,6,0,2
662153,"2022-08-07",1,"N","Los Angeles Angels","Seattle Mariners",3,6,2,6
662416,"2022-08-07",1,"N","Atlanta Braves","New York Mets",2,5,0,5
662563,"2022-08-07",1,"N","San Diego Padres","Los Angeles Dodgers",0,4,0,2
661047,"2022-08-08",1,"N","Toronto Blue Jays","Baltimore Orioles",4,7,1,5
662445,"2022-08-08",1,"N","Cincinnati Reds","New York Mets",1,5,1,3
661060,"2022-08-08",1,"N","Washington Nationals","Chicago Cubs",3,6,0,3
662331,"2022-08-08",1,"N","Los Angeles Angels","Oakland Athletics",1,0,1,0
663304,"2022-08-08",1,"N","Pittsburgh Pirates","Arizona Diamondbacks",0,3,0,0
662218,"2022-08-08",1,"N","San Francisco Giants","San Diego Padres",1,0,1,0
662152,"2022-08-08",1,"N","New York Yankees","Seattle Mariners",9,4,7,2
662647,"2022-08-09",1,"Y","Chicago White Sox","Kansas City Royals",2,4,1,2
662779,"2022-08-09",2,"Y","Chicago White Sox","Kansas City Royals",3,2,1,1
661046,"2022-08-09",1,"N","Toronto Blue Jays","Baltimore Orioles",5,6,1,3
661553,"2022-08-09",1,"N","Miami Marlins","Philadelphia Phillies",1,4,1,4
662793,"2022-08-09",1,"N","Cleveland Guardians","Detroit Tigers",5,2,1,0
662444,"2022-08-09",1,"N","Cincinnati Reds","New York Mets",2,6,0,3
663201,"2022-08-09",1,"N","Atlanta Braves","Boston Red Sox",9,7,4,5
661059,"2022-08-09",1,"N","Washington Nationals","Chicago Cubs",6,5,4,1
662724,"2022-08-09",1,"N","Texas Rangers","Houston Astros",5,7,5,6
661182,"2022-08-09",1,"N","Tampa Bay Rays","Milwaukee Brewers",3,5,2,5
662979,"2022-08-09",1,"N","St. Louis Cardinals","Colorado Rockies",5,16,2,12
662330,"2022-08-09",1,"N","Los Angeles Angels","Oakland Athletics",5,1,4,0
663303,"2022-08-09",1,"N","Pittsburgh Pirates","Arizona Diamondbacks",4,6,0,2
662246,"2022-08-09",1,"N","San Francisco Giants","San Diego Padres",4,7,1,1
662562,"2022-08-09",1,"N","Minnesota Twins","Los Angeles Dodgers",3,10,1,6
662148,"2022-08-09",1,"N","New York Yankees","Seattle Mariners",0,1,0,0
662443,"2022-08-10",1,"N","Cincinnati Reds","New York Mets",2,10,2,7
661207,"2022-08-10",1,"N","Tampa Bay Rays","Milwaukee Brewers",3,4,2,2
663229,"2022-08-10",1,"N","Washington Nationals","Chicago Cubs",2,4,1,0
662316,"2022-08-10",1,"N","Los Angeles Angels","Oakland Athletics",5,4,0,0
662217,"2022-08-10",1,"N","San Francisco Giants","San Diego Padres",7,13,4,6
662185,"2022-08-10",1,"N","New York Yankees","Seattle Mariners",3,4,0,0
661557,"2022-08-10",1,"N","Miami Marlins","Philadelphia Phillies",3,4,2,0
662791,"2022-08-10",1,"N","Cleveland Guardians","Detroit Tigers",3,2,3,2
663188,"2022-08-10",1,"N","Atlanta Braves","Boston Red Sox",8,4,3,1
662723,"2022-08-10",1,"N","Texas Rangers","Houston Astros",8,4,2,2
662639,"2022-08-10",1,"N","Chicago White Sox","Kansas City Royals",3,8,0,1
662892,"2022-08-10",1,"N","St. Louis Cardinals","Colorado Rockies",9,5,6,2
663302,"2022-08-10",1,"N","Pittsburgh Pirates","Arizona Diamondbacks",6,4,3,2
662575,"2022-08-10",1,"N","Minnesota Twins","Los Angeles Dodgers",5,8,4,4
661608,"2022-08-11",1,"N","Miami Marlins","Philadelphia Phillies",3,0,1,0
662790,"2022-08-11",1,"N","Cleveland Guardians","Detroit Tigers",4,3,3,0
662722,"2022-08-11",1,"N","Texas Rangers","Houston Astros",3,7,0,5
662645,"2022-08-11",1,"N","Chicago White Sox","Kansas City Royals",3,5,0,1
662891,"2022-08-11",1,"N","St. Louis Cardinals","Colorado Rockies",6,8,2,2
663293,"2022-08-11",1,"N","Pittsburgh Pirates","Arizona Diamondbacks",3,9,3,2
663274,"2022-08-11",1,"N","Baltimore Orioles","Boston Red Sox",3,4,0,3
663023,"2022-08-11",1,"N","Chicago Cubs","Cincinnati Reds",4,2,4,0
661366,"2022-08-12",1,"N","Atlanta Braves","Miami Marlins",4,3,1,2
662551,"2022-08-12",1,"N","San Diego Padres","Washington Nationals",10,5,8,1
661710,"2022-08-12",1,"N","Cleveland Guardians","Toronto Blue Jays",8,0,8,0
661866,"2022-08-12",1,"N","Baltimore Orioles","Tampa Bay Rays",10,3,3,0
662434,"2022-08-12",1,"N","Philadelphia Phillies","New York Mets",2,1,1,1
661384,"2022-08-12",1,"N","Detroit Tigers","Chicago White Sox",0,2,0,0
663177,"2022-08-12",1,"N","New York Yankees","Boston Red Sox",2,3,2,1
661791,"2022-08-12",1,"N","Seattle Mariners","Texas Rangers",6,2,3,1
662671,"2022-08-12",1,"N","Los Angeles Dodgers","Kansas City Royals",8,3,0,0
662817,"2022-08-12",1,"N","Oakland Athletics","Houston Astros",5,7,2,6
661947,"2022-08-12",1,"N","Milwaukee Brewers","St. Louis Cardinals",1,3,0,2
662978,"2022-08-12",1,"N","Arizona Diamondbacks","Colorado Rockies",3,5,3,3
663373,"2022-08-12",1,"N","Minnesota Twins","Los Angeles Angels",4,0,2,0
662111,"2022-08-12",1,"N","Pittsburgh Pirates","San Francisco Giants",3,5,1,4
661428,"2022-08-13",1,"S","Atlanta Braves","Miami Marlins",5,2,4,2
661360,"2022-08-13",2,"S","Atlanta Braves","Miami Marlins",6,2,3,1
661709,"2022-08-13",1,"N","Cleveland Guardians","Toronto Blue Jays",1,2,1,1
661865,"2022-08-13",1,"N","Baltimore Orioles","Tampa Bay Rays",2,8,2,5
663022,"2022-08-13",1,"N","Chicago Cubs","Cincinnati Reds",7,2,3,2
662473,"2022-08-13",1,"N","San Diego Padres","Washington Nationals",3,4,3,0
662670,"2022-08-13",1,"N","Los Angeles Dodgers","Kansas City Royals",13,3,10,2
662824,"2022-08-13",1,"N","Oakland Athletics","Houston Astros",0,8,0,4
662428,"2022-08-13",1,"N","Philadelphia Phillies","New York Mets",0,1,0,1
661383,"2022-08-13",1,"N","Detroit Tigers","Chicago White Sox",4,6,4,4
661790,"2022-08-13",1,"N","Seattle Mariners","Texas Rangers",4,7,3,5
663176,"2022-08-13",1,"N","New York Yankees","Boston Red Sox",3,2,2,2
661951,"2022-08-13",1,"N","Milwaukee Brewers","St. Louis Cardinals",3,2,0,0
662882,"2022-08-13",1,"N","Arizona Diamondbacks","Colorado Rockies",6,0,4,0
662110,"2022-08-13",1,"N","Pittsburgh Pirates","San Francisco Giants",0,2,0,2
663372,"2022-08-13",1,"N","Minnesota Twins","Los Angeles Angels",3,5,2,0
662472,"2022-08-14",1,"N","San Diego Padres","Washington Nationals",6,0,3,0
661708,"2022-08-14",1,"N","Cleveland Guardians","Toronto Blue Jays",7,2,5,2
663021,"2022-08-14",1,"N","Chicago Cubs","Cincinnati Reds",5,8,5,8
661864,"2022-08-14",1,"N","Baltimore Orioles","Tampa Bay Rays",1,4,0,4
662427,"2022-08-14",1,"N","Philadelphia Phillies","New York Mets",0,6,0,5
661338,"2022-08-14",1,"N","Atlanta Braves","Miami Marlins",3,1,0,1
662669,"2022-08-14",1,"N","Los Angeles Dodgers","Kansas City Royals",0,4,0,2
662801,"2022-08-14",1,"N","Oakland Athletics","Houston Astros",3,6,0,4
661450,"2022-08-14",1,"N","Detroit Tigers","Chicago White Sox",3,5,2,3
661957,"2022-08-14",1,"N","Milwaukee Brewers","St. Louis Cardinals",3,6,2,1
661789,"2022-08-14",1,"N","Seattle Mariners","Texas Rangers",3,5,2,3
662881,"2022-08-14",1,"N","Arizona Diamondbacks","Colorado Rockies",7,4,6,0
662035,"2022-08-14",1,"N","Pittsburgh Pirates","San Francisco Giants",7,8,3,5
663371,"2022-08-14",1,"N","Minnesota Twins","Los Angeles Angels",2,4,2,3
663175,"2022-08-14",1,"N","New York Yankees","Boston Red Sox",0,3,0,1
662977,"2022-08-15",1,"Y","Detroit Tigers","Cleveland Guardians",1,4,1,1
662948,"2022-08-15",2,"Y","Detroit Tigers","Cleveland Guardians",7,5,3,3
663020,"2022-08-15",1,"N","Philadelphia Phillies","Cincinnati Reds",4,3,4,2
661358,"2022-08-15",1,"N","San Diego Padres","Miami Marlins",0,3,0,2
662471,"2022-08-15",1,"N","Chicago Cubs","Washington Nationals",4,5,3,4
661283,"2022-08-15",1,"N","Tampa Bay Rays","New York Yankees",4,0,1,0
661707,"2022-08-15",1,"N","Baltimore Orioles","Toronto Blue Jays",7,3,7,3
661497,"2022-08-15",1,"N","New York Mets","Atlanta Braves",1,13,1,5
661676,"2022-08-15",1,"N","Kansas City Royals","Minnesota Twins",2,4,2,3
661834,"2022-08-15",1,"N","Oakland Athletics","Texas Rangers",1,2,1,1
661449,"2022-08-15",1,"N","Houston Astros","Chicago White Sox",2,4,2,0
661199,"2022-08-15",1,"N","Los Angeles Dodgers","Milwaukee Brewers",4,0,2,0
663370,"2022-08-15",1,"N","Seattle Mariners","Los Angeles Angels",6,2,2,2
662034,"2022-08-15",1,"N","Arizona Diamondbacks","San Francisco Giants",1,6,0,3
663019,"2022-08-16",1,"N","Philadelphia Phillies","Cincinnati Reds",11,4,6,3
661357,"2022-08-16",1,"N","San Diego Padres","Miami Marlins",3,4,0,3
662550,"2022-08-16",1,"N","Chicago Cubs","Washington Nationals",7,5,3,0
662302,"2022-08-16",1,"N","Boston Red Sox","Pittsburgh Pirates",5,3,5,0
661250,"2022-08-16",1,"N","Tampa Bay Rays","New York Yankees",3,1,3,1
661706,"2022-08-16",1,"N","Baltimore Orioles","Toronto Blue Jays",4,2,2,2
662943,"2022-08-16",1,"N","Detroit Tigers","Cleveland Guardians",4,3,4,1
661495,"2022-08-16",1,"N","New York Mets","Atlanta Braves",0,5,0,3
661682,"2022-08-16",1,"N","Kansas City Royals","Minnesota Twins",0,9,0,3
661955,"2022-08-16",1,"N","Colorado Rockies","St. Louis Cardinals",4,5,0,3
661833,"2022-08-16",1,"N","Oakland Athletics","Texas Rangers",5,1,3,0
661448,"2022-08-16",1,"N","Houston Astros","Chicago White Sox",3,4,3,1
661191,"2022-08-16",1,"N","Los Angeles Dodgers","Milwaukee Brewers",4,5,2,3
663369,"2022-08-16",1,"N","Seattle Mariners","Los Angeles Angels",8,2,0,2
662004,"2022-08-16",1,"N","Arizona Diamondbacks","San Francisco Giants",1,2,1,0
663017,"2022-08-17",1,"N","Philadelphia Phillies","Cincinnati Reds",0,1,0,0
662470,"2022-08-17",1,"N","Chicago Cubs","Washington Nationals",3,2,2,1
661654,"2022-08-17",1,"N","Kansas City Royals","Minnesota Twins",0,4,0,4
661705,"2022-08-17",1,"N","Baltimore Orioles","Toronto Blue Jays",1,6,0,0
663408,"2022-08-17",1,"N","Seattle Mariners","Los Angeles Angels",11,7,7,3
661356,"2022-08-17",1,"N","San Diego Padres","Miami Marlins",10,3,6,3
662301,"2022-08-17",1,"N","Boston Red Sox","Pittsburgh Pirates",8,3,4,2
661266,"2022-08-17",1,"N","Tampa Bay Rays","New York Yankees",7,8,3,0
662951,"2022-08-17",1,"N","Detroit Tigers","Cleveland Guardians",4,8,3,1
661494,"2022-08-17",1,"N","New York Mets","Atlanta Braves",9,7,4,1
661938,"2022-08-17",1,"N","Colorado Rockies","St. Louis Cardinals",1,5,1,3
661788,"2022-08-17",1,"N","Oakland Athletics","Texas Rangers",7,2,3,1
661447,"2022-08-17",1,"N","Houston Astros","Chicago White Sox",3,2,3,2
661171,"2022-08-17",1,"N","Los Angeles Dodgers","Milwaukee Brewers",2,1,0,0
662003,"2022-08-17",1,"N","Arizona Diamondbacks","San Francisco Giants",3,2,1,1
661937,"2022-08-18",1,"N","Colorado Rockies","St. Louis Cardinals",0,13,0,12
661787,"2022-08-18",1,"N","Oakland Athletics","Texas Rangers",3,10,2,7
661446,"2022-08-18",1,"N","Houston Astros","Chicago White Sox",21,5,10,3
661179,"2022-08-18",1,"N","Los Angeles Dodgers","Milwaukee Brewers",3,5,0,5
661109,"2022-08-18",1,"N","Chicago Cubs","Baltimore Orioles",3,2,0,0
662002,"2022-08-18",1,"N","Arizona Diamondbacks","San Francisco Giants",5,0,5,0
662413,"2022-08-18",1,"N","Boston Red Sox","Pittsburgh Pirates",2,8,0,6
661265,"2022-08-18",1,"N","Toronto Blue Jays","New York Yankees",9,2,6,2
661863,"2022-08-18",1,"N","Kansas City Royals","Tampa Bay Rays",1,7,0,1
661493,"2022-08-18",1,"N","New York Mets","Atlanta Braves",2,3,2,2
662182,"2022-08-18",1,"N","Washington Nationals","San Diego Padres",3,1,1,1
663228,"2022-08-19",1,"N","Milwaukee Brewers","Chicago Cubs",7,8,5,6
661044,"2022-08-19",1,"N","Boston Red Sox","Baltimore Orioles",10,15,9,15
662396,"2022-08-19",1,"N","Cincinnati Reds","Pittsburgh Pirates",4,5,3,0
661607,"2022-08-19",1,"N","New York Mets","Philadelphia Phillies",7,2,5,2
661319,"2022-08-19",1,"N","Toronto Blue Jays","New York Yankees",4,0,3,0
662808,"2022-08-19",1,"N","Los Angeles Angels","Detroit Tigers",1,0,1,0
661862,"2022-08-19",1,"N","Kansas City Royals","Tampa Bay Rays",3,2,2,0
662936,"2022-08-19",1,"N","Chicago White Sox","Cleveland Guardians",2,5,2,0
661492,"2022-08-19",1,"N","Houston Astros","Atlanta Braves",2,6,2,3
661655,"2022-08-19",1,"N","Texas Rangers","Minnesota Twins",1,2,0,2
662880,"2022-08-19",1,"N","San Francisco Giants","Colorado Rockies",4,7,0,7
662181,"2022-08-19",1,"N","Washington Nationals","San Diego Padres",6,3,3,3
662341,"2022-08-19",1,"N","Seattle Mariners","Oakland Athletics",10,2,3,2
663292,"2022-08-19",1,"N","St. Louis Cardinals","Arizona Diamondbacks",5,1,1,0
662574,"2022-08-19",1,"N","Miami Marlins","Los Angeles Dodgers",1,2,0,0
661628,"2022-08-20",1,"S","New York Mets","Philadelphia Phillies",8,2,2,0
661606,"2022-08-20",2,"S","New York Mets","Philadelphia Phillies",1,4,1,3
661240,"2022-08-20",1,"N","Toronto Blue Jays","New York Yankees",5,2,4,1
662917,"2022-08-20",1,"N","Los Angeles Angels","Detroit Tigers",3,4,3,4
663116,"2022-08-20",1,"N","Milwaukee Brewers","Chicago Cubs",5,6,1,2
661043,"2022-08-20",1,"N","Boston Red Sox","Baltimore Orioles",4,3,1,0
661861,"2022-08-20",1,"N","Kansas City Royals","Tampa Bay Rays",2,5,0,4
662953,"2022-08-20",1,"N","Chicago White Sox","Cleveland Guardians",2,0,0,0
662395,"2022-08-20",1,"N","Cincinnati Reds","Pittsburgh Pirates",10,1,5,1
661670,"2022-08-20",1,"N","Texas Rangers","Minnesota Twins",4,3,1,1
662340,"2022-08-20",1,"N","Seattle Mariners","Oakland Athletics",3,4,2,3
661610,"2022-08-20",1,"N","Houston Astros","Atlanta Braves",4,5,1,1
662879,"2022-08-20",1,"N","San Francisco Giants","Colorado Rockies",3,4,0,2
663291,"2022-08-20",1,"N","St. Louis Cardinals","Arizona Diamondbacks",16,7,4,4
662180,"2022-08-20",1,"N","Washington Nationals","San Diego Padres",1,2,1,1
662561,"2022-08-20",1,"N","Miami Marlins","Los Angeles Dodgers",0,7,0,7
662300,"2022-08-21",1,"N","Cincinnati Reds","Pittsburgh Pirates",9,5,3,2
661602,"2022-08-21",1,"N","New York Mets","Philadelphia Phillies",10,9,4,7
661480,"2022-08-21",1,"N","Houston Astros","Atlanta Braves",5,4,2,2
661239,"2022-08-21",1,"N","Toronto Blue Jays","New York Yankees",2,4,1,2
662805,"2022-08-21",1,"N","Los Angeles Angels","Detroit Tigers",0,4,0,4
661860,"2022-08-21",1,"N","Kansas City Royals","Tampa Bay Rays",2,3,2,3
661652,"2022-08-21",1,"N","Texas Rangers","Minnesota Twins",7,0,1,0
663115,"2022-08-21",1,"N","Milwaukee Brewers","Chicago Cubs",5,2,0,2
662878,"2022-08-21",1,"N","San Francisco Giants","Colorado Rockies",9,8,2,2
662315,"2022-08-21",1,"N","Seattle Mariners","Oakland Athletics",3,5,1,4
662179,"2022-08-21",1,"N","Washington Nationals","San Diego Padres",1,2,1,0
663301,"2022-08-21",1,"N","St. Louis Cardinals","Arizona Diamondbacks",6,4,3,4
662600,"2022-08-21",1,"N","Miami Marlins","Los Angeles Dodgers",3,10,2,6
661051,"2022-08-21",1,"N","Boston Red Sox","Baltimore Orioles",3,5,1,2
662767,"2022-08-22",1,"N","Chicago White Sox","Kansas City Royals",4,6,3,4
661601,"2022-08-22",1,"N","Cincinnati Reds","Philadelphia Phillies",1,4,1,4
662394,"2022-08-22",1,"N","Atlanta Braves","Pittsburgh Pirates",2,1,2,1
661238,"2022-08-22",1,"N","New York Mets","New York Yankees",2,4,0,3
661859,"2022-08-22",1,"N","Los Angeles Angels","Tampa Bay Rays",1,2,1,2
661658,"2022-08-22",1,"N","Texas Rangers","Minnesota Twins",2,1,1,1
663114,"2022-08-22",1,"N","St. Louis Cardinals","Chicago Cubs",1,0,0,0
662314,"2022-08-22",1,"N","Miami Marlins","Oakland Athletics",3,0,3,0
662594,"2022-08-22",1,"N","Milwaukee Brewers","Los Angeles Dodgers",4,0,1,0
663163,"2022-08-23",1,"S","St. Louis Cardinals","Chicago Cubs",0,2,0,2
663113,"2022-08-23",2,"S","St. Louis Cardinals","Chicago Cubs",13,3,6,0
661600,"2022-08-23",1,"N","Cincinnati Reds","Philadelphia Phillies",6,7,0,0
662383,"2022-08-23",1,"N","Atlanta Braves","Pittsburgh Pirates",6,1,5,1
663461,"2022-08-23",1,"N","Chicago White Sox","Baltimore Orioles",3,5,2,3
661237,"2022-08-23",1,"N","New York Mets","New York Yankees",2,4,1,2
662914,"2022-08-23",1,"N","San Francisco Giants","Detroit Tigers",3,1,1,0
661858,"2022-08-23",1,"N","Los Angeles Angels","Tampa Bay Rays",1,11,0,2
663174,"2022-08-23",1,"N","Toronto Blue Jays","Boston Red Sox",9,3,8,1
662668,"2022-08-23",1,"N","Arizona Diamondbacks","Kansas City Royals",7,3,0,1
662800,"2022-08-23",1,"N","Minnesota Twins","Houston Astros",2,4,0,2
662876,"2022-08-23",1,"N","Texas Rangers","Colorado Rockies",6,7,6,4
662213,"2022-08-23",1,"N","Cleveland Guardians","San Diego Padres",3,1,2,1
662339,"2022-08-23",1,"N","Miami Marlins","Oakland Athletics",5,3,1,0
662142,"2022-08-23",1,"N","Washington Nationals","Seattle Mariners",2,4,0,2
662605,"2022-08-23",1,"N","Milwaukee Brewers","Los Angeles Dodgers",1,10,1,7
662371,"2022-08-24",1,"N","Atlanta Braves","Pittsburgh Pirates",14,2,7,0
662916,"2022-08-24",1,"N","San Francisco Giants","Detroit Tigers",1,6,0,6
662877,"2022-08-24",1,"N","Texas Rangers","Colorado Rockies",16,4,9,0
662338,"2022-08-24",1,"N","Miami Marlins","Oakland Athletics",2,3,0,0
662212,"2022-08-24",1,"N","Cleveland Guardians","San Diego Padres",7,0,6,0
662144,"2022-08-24",1,"N","Washington Nationals","Seattle Mariners",3,1,1,0
661605,"2022-08-24",1,"N","Cincinnati Reds","Philadelphia Phillies",5,7,3,6
663460,"2022-08-24",1,"N","Chicago White Sox","Baltimore Orioles",5,3,2,1
661857,"2022-08-24",1,"N","Los Angeles Angels","Tampa Bay Rays",3,4,0,0
663173,"2022-08-24",1,"N","Toronto Blue Jays","Boston Red Sox",3,2,2,2
663216,"2022-08-24",1,"N","St. Louis Cardinals","Chicago Cubs",1,7,1,3
662640,"2022-08-24",1,"N","Arizona Diamondbacks","Kansas City Royals",3,5,1,0
662799,"2022-08-24",1,"N","Minnesota Twins","Houston Astros",3,5,1,2
662604,"2022-08-24",1,"N","Milwaukee Brewers","Los Angeles Dodgers",6,12,2,10
661856,"2022-08-25",1,"N","Los Angeles Angels","Tampa Bay Rays",3,8,1,5
663240,"2022-08-25",1,"N","St. Louis Cardinals","Chicago Cubs",8,3,5,2
662141,"2022-08-25",1,"N","Cleveland Guardians","Seattle Mariners",1,3,1,3
661604,"2022-08-25",1,"N","Cincinnati Reds","Philadelphia Phillies",0,4,0,2
663459,"2022-08-25",1,"N","Chicago White Sox","Baltimore Orioles",3,4,1,2
662433,"2022-08-25",1,"N","Colorado Rockies","New York Mets",1,3,0,3
663172,"2022-08-25",1,"N","Toronto Blue Jays","Boston Red Sox",6,5,4,4
662711,"2022-08-25",1,"N","Minnesota Twins","Houston Astros",3,6,3,5
662337,"2022-08-25",1,"N","New York Yankees","Oakland Athletics",13,4,10,0
661355,"2022-08-26",1,"N","Los Angeles Dodgers","Miami Marlins",10,6,0,0
662469,"2022-08-26",1,"N","Cincinnati Reds","Washington Nationals",7,3,7,1
661603,"2022-08-26",1,"N","Pittsburgh Pirates","Philadelphia Phillies",4,7,3,6
661704,"2022-08-26",1,"N","Los Angeles Angels","Toronto Blue Jays",12,0,7,0
662432,"2022-08-26",1,"N","Colorado Rockies","New York Mets",6,7,0,3
663171,"2022-08-26",1,"N","Tampa Bay Rays","Boston Red Sox",8,9,4,5
661786,"2022-08-26",1,"N","Detroit Tigers","Texas Rangers",6,7,4,7
662710,"2022-08-26",1,"N","Baltimore Orioles","Houston Astros",2,0,0,0
662667,"2022-08-26",1,"N","San Diego Padres","Kansas City Royals",13,5,6,5
661669,"2022-08-26",1,"N","San Francisco Giants","Minnesota Twins",0,9,0,8
661445,"2022-08-26",1,"N","Arizona Diamondbacks","Chicago White Sox",7,2,7,1
661189,"2022-08-26",1,"N","Chicago Cubs","Milwaukee Brewers",4,3,0,1
661940,"2022-08-26",1,"N","Atlanta Braves","St. Louis Cardinals",11,4,2,1
662342,"2022-08-26",1,"N","New York Yankees","Oakland Athletics",3,2,3,0
662143,"2022-08-26",1,"N","Cleveland Guardians","Seattle Mariners",2,3,1,1
661703,"2022-08-27",1,"N","Los Angeles Angels","Toronto Blue Jays",2,0,0,0
663170,"2022-08-27",1,"N","Tampa Bay Rays","Boston Red Sox",1,5,0,5
661599,"2022-08-27",1,"N","Pittsburgh Pirates","Philadelphia Phillies",0,6,0,6
661354,"2022-08-27",1,"N","Los Angeles Dodgers","Miami Marlins",1,2,1,1
662468,"2022-08-27",1,"N","Cincinnati Reds","Washington Nationals",6,2,1,1
661785,"2022-08-27",1,"N","Detroit Tigers","Texas Rangers",11,2,5,1
661090,"2022-08-27",1,"N","Baltimore Orioles","Houston Astros",3,1,3,0
662442,"2022-08-27",1,"N","Colorado Rockies","New York Mets",0,3,0,2
662666,"2022-08-27",1,"N","San Diego Padres","Kansas City Royals",4,3,4,3
661444,"2022-08-27",1,"N","Arizona Diamondbacks","Chicago White Sox",10,5,6,3
661180,"2022-08-27",1,"N","Chicago Cubs","Milwaukee Brewers",0,7,0,0
661657,"2022-08-27",1,"N","San Francisco Giants","Minnesota Twins",2,3,1,0
661939,"2022-08-27",1,"N","Atlanta Braves","St. Louis Cardinals",5,6,5,4
662336,"2022-08-27",1,"N","New York Yankees","Oakland Athletics",2,3,0,0
662140,"2022-08-27",1,"N","Cleveland Guardians","Seattle Mariners",4,3,1,2
661353,"2022-08-28",1,"N","Los Angeles Dodgers","Miami Marlins",8,1,3,1
662467,"2022-08-28",1,"N","Cincinnati Reds","Washington Nationals",2,3,2,3
663211,"2022-08-28",1,"N","Tampa Bay Rays","Boston Red Sox",12,4,5,3
661598,"2022-08-28",1,"N","Pittsburgh Pirates","Philadelphia Phillies",5,0,2,0
661773,"2022-08-28",1,"N","Los Angeles Angels","Toronto Blue Jays",8,3,3,1
662446,"2022-08-28",1,"N","Colorado Rockies","New York Mets",1,0,0,0
661089,"2022-08-28",1,"N","Baltimore Orioles","Houston Astros",1,3,0,0
662638,"2022-08-28",1,"N","San Diego Padres","Kansas City Royals",7,15,4,6
661663,"2022-08-28",1,"N","San Francisco Giants","Minnesota Twins",3,8,3,8
661443,"2022-08-28",1,"N","Arizona Diamondbacks","Chicago White Sox",3,2,1,0
661168,"2022-08-28",1,"N","Chicago Cubs","Milwaukee Brewers",7,9,4,7
661784,"2022-08-28",1,"N","Detroit Tigers","Texas Rangers",9,8,6,0
662335,"2022-08-28",1,"N","New York Yankees","Oakland Athletics",1,4,1,4
662139,"2022-08-28",1,"N","Cleveland Guardians","Seattle Mariners",0,4,0,3
661950,"2022-08-28",1,"N","Atlanta Braves","St. Louis Cardinals",3,6,0,0
663018,"2022-08-29",1,"N","St. Louis Cardinals","Cincinnati Reds",13,4,8,4
661352,"2022-08-29",1,"N","Los Angeles Dodgers","Miami Marlins",3,2,2,2
661801,"2022-08-29",1,"N","Chicago Cubs","Toronto Blue Jays",4,5,2,0
661651,"2022-08-29",1,"N","Boston Red Sox","Minnesota Twins",2,4,2,4
661167,"2022-08-29",1,"N","Pittsburgh Pirates","Milwaukee Brewers",5,7,4,3
663424,"2022-08-29",1,"N","New York Yankees","Los Angeles Angels",3,4,2,4
663332,"2022-08-29",1,"N","Philadelphia Phillies","Arizona Diamondbacks",7,13,7,12
662001,"2022-08-29",1,"N","San Diego Padres","San Francisco Giants",6,5,6,2
662973,"2022-08-30",1,"N","Baltimore Orioles","Cleveland Guardians",1,5,1,5
663137,"2022-08-30",1,"N","St. Louis Cardinals","Cincinnati Reds",1,5,1,5
661351,"2022-08-30",1,"N","Tampa Bay Rays","Miami Marlins",7,2,5,0
662466,"2022-08-30",1,"N","Oakland Athletics","Washington Nationals",10,6,10,5
661800,"2022-08-30",1,"N","Chicago Cubs","Toronto Blue Jays",3,5,1,1
662426,"2022-08-30",1,"N","Los Angeles Dodgers","New York Mets",4,3,3,3
662804,"2022-08-30",1,"N","Seattle Mariners","Detroit Tigers",9,3,9,0
661479,"2022-08-30",1,"N","Colorado Rockies","Atlanta Braves",3,2,3,2
661648,"2022-08-30",1,"N","Boston Red Sox","Minnesota Twins",5,10,4,7
661832,"2022-08-30",1,"N","Houston Astros","Texas Rangers",4,2,3,2
661442,"2022-08-30",1,"N","Kansas City Royals","Chicago White Sox",9,7,5,4
661166,"2022-08-30",1,"N","Pittsburgh Pirates","Milwaukee Brewers",4,2,1,2
