"Team","PA","HR","R","RBI","SB","BB.","K.","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC.","EV","BsR","Off","Def","WAR","LD.","GB.","FB.","HR.FB","O.Swing.","SwStr.","Barrel.","HardHit.","Date","url"
"BOS",272,10,41,39,3,0.085,0.184,0.194,0.284,0.256,0.332,0.45,0.341,112,88.4,1.4,5,-4.7,0.9,0.181,0.43,0.389,0.133,0.312,0.089,0.077,0.356,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"PIT",271,10,36,34,7,0.096,0.229,0.191,0.298,0.253,0.326,0.444,0.336,103,88.9,1.3,2.2,-2.4,0.9,0.181,0.39,0.429,0.132,0.298,0.108,0.115,0.401,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"TOR",319,6,37,33,4,0.078,0.204,0.114,0.348,0.287,0.345,0.401,0.331,111,88.9,0.9,4.9,-2.9,1.2,0.235,0.429,0.336,0.079,0.33,0.107,0.119,0.392,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"PHI",261,6,23,21,4,0.061,0.261,0.177,0.353,0.272,0.318,0.449,0.331,100,88,-1.9,-2.2,0.5,0.7,0.216,0.409,0.375,0.091,0.344,0.136,0.08,0.392,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"SDP",294,11,36,34,4,0.112,0.201,0.194,0.251,0.229,0.314,0.423,0.322,99,88.7,0.8,0.3,-2.5,0.8,0.168,0.393,0.439,0.128,0.292,0.105,0.089,0.366,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"CHC",229,4,30,28,4,0.087,0.205,0.113,0.323,0.265,0.333,0.377,0.317,92,88.7,0.6,-1.8,-1,0.5,0.228,0.506,0.266,0.095,0.3,0.104,0.044,0.4,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"TEX",249,9,36,34,1,0.072,0.245,0.156,0.291,0.244,0.305,0.4,0.31,95,88.4,-0.7,-2.1,0.3,0.6,0.222,0.449,0.329,0.164,0.292,0.111,0.084,0.371,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"WSN",298,4,27,27,2,0.091,0.178,0.094,0.311,0.264,0.332,0.358,0.31,86,87.7,-2.1,-7.6,-2.4,0,0.19,0.468,0.343,0.054,0.35,0.101,0.042,0.37,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"NYM",306,8,32,31,8,0.131,0.173,0.138,0.228,0.209,0.33,0.346,0.309,92,86.1,0.7,-2.4,0.5,0.9,0.225,0.461,0.314,0.125,0.305,0.095,0.068,0.322,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"LAA",274,8,36,36,2,0.117,0.208,0.14,0.259,0.225,0.319,0.364,0.305,90,89.5,0.3,-2.9,0.4,0.6,0.137,0.445,0.418,0.105,0.298,0.117,0.071,0.432,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"CLE",326,5,41,35,11,0.104,0.206,0.109,0.304,0.249,0.329,0.358,0.305,93,87.4,2.2,-0.7,-4.2,0.5,0.205,0.42,0.374,0.061,0.349,0.114,0.045,0.332,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"HOU",313,7,36,34,6,0.096,0.227,0.11,0.291,0.235,0.325,0.346,0.303,92,88.7,0.2,-2.8,1.6,0.9,0.178,0.416,0.406,0.085,0.316,0.116,0.054,0.366,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"COL",294,7,28,27,2,0.054,0.262,0.139,0.319,0.248,0.296,0.387,0.301,67,84.9,-0.6,-13.3,-6.4,-0.9,0.152,0.457,0.391,0.091,0.375,0.145,0.076,0.288,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"SEA",296,7,34,32,7,0.068,0.24,0.155,0.285,0.229,0.294,0.384,0.3,94,88.4,0.9,-1.4,1.6,0.9,0.206,0.362,0.432,0.081,0.337,0.102,0.09,0.39,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"MIN",266,6,27,25,1,0.083,0.218,0.116,0.296,0.244,0.308,0.36,0.297,88,89.4,-0.4,-4.3,-0.1,0.4,0.205,0.351,0.443,0.073,0.3,0.114,0.086,0.389,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"OAK",262,8,27,26,6,0.088,0.233,0.153,0.263,0.221,0.295,0.374,0.296,92,88.6,-1.1,-3.9,-3.4,0.1,0.146,0.404,0.45,0.104,0.283,0.108,0.085,0.341,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"MIA",267,8,18,18,2,0.067,0.303,0.141,0.306,0.229,0.281,0.369,0.287,75,89.6,-3.6,-12.4,-0.8,-0.4,0.18,0.497,0.323,0.148,0.305,0.118,0.083,0.369,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"ARI",280,6,27,24,10,0.05,0.196,0.14,0.261,0.226,0.276,0.366,0.282,68,88.7,-1.5,-13,3.5,0,0.221,0.426,0.353,0.083,0.333,0.108,0.053,0.35,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"KCR",278,7,20,20,3,0.09,0.248,0.12,0.218,0.18,0.263,0.3,0.256,55,91.4,0.3,-14.7,3.2,-0.3,0.178,0.422,0.4,0.097,0.365,0.124,0.083,0.481,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"DET",257,5,21,21,4,0.07,0.272,0.1,0.262,0.201,0.257,0.301,0.251,55,87.4,-0.7,-14.2,0.9,-0.5,0.172,0.497,0.331,0.089,0.365,0.126,0.071,0.349,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-09&enddate=2023-04-07"
"TBR",307,21,64,63,5,0.101,0.166,0.289,0.273,0.282,0.365,0.571,0.398,162,90.5,1.1,23.6,1.2,3.4,0.151,0.381,0.468,0.206,0.287,0.1,0.132,0.452,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"LAD",349,18,54,53,1,0.152,0.246,0.265,0.287,0.251,0.37,0.516,0.381,134,91.9,-1,14.4,1.1,2.7,0.21,0.39,0.4,0.22,0.265,0.117,0.141,0.51,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"STL",312,10,35,34,3,0.087,0.176,0.146,0.35,0.307,0.372,0.454,0.362,124,90.6,-0.4,9.4,-0.3,2,0.235,0.442,0.323,0.137,0.312,0.11,0.084,0.471,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"SFG",326,16,44,44,4,0.107,0.279,0.215,0.326,0.261,0.353,0.475,0.362,122,91.7,0.3,9.6,-1.3,2,0.254,0.386,0.36,0.235,0.295,0.126,0.113,0.459,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"CHW",366,10,52,51,12,0.068,0.202,0.168,0.355,0.296,0.353,0.464,0.358,129,88.9,1.7,14,-1.7,2.4,0.211,0.49,0.299,0.128,0.372,0.128,0.092,0.378,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"BOS",317,14,55,53,3,0.091,0.167,0.221,0.279,0.263,0.342,0.484,0.357,123,88.9,1.5,10.1,-5.2,1.5,0.183,0.41,0.406,0.151,0.299,0.084,0.083,0.378,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"MIL",305,10,42,42,5,0.134,0.233,0.154,0.328,0.269,0.364,0.423,0.349,112,87.2,-0.7,3.8,4.9,1.9,0.207,0.435,0.358,0.145,0.283,0.113,0.098,0.409,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"NYY",294,13,39,37,11,0.116,0.241,0.206,0.286,0.245,0.333,0.451,0.343,120,90,0.7,7.3,0.3,1.7,0.191,0.42,0.388,0.178,0.323,0.11,0.128,0.431,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"ATL",353,12,44,40,7,0.108,0.229,0.169,0.32,0.265,0.343,0.435,0.342,105,90.1,-0.4,2,-2.3,1.2,0.201,0.483,0.316,0.162,0.314,0.122,0.124,0.419,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"TOR",360,9,42,38,4,0.081,0.208,0.132,0.344,0.286,0.347,0.418,0.338,116,89.1,0.6,7.4,-3.3,1.5,0.234,0.425,0.341,0.105,0.322,0.102,0.119,0.399,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"BAL",310,11,42,40,14,0.113,0.258,0.186,0.306,0.245,0.337,0.431,0.338,116,90,0.3,6.1,-7.2,0.9,0.23,0.393,0.377,0.153,0.324,0.119,0.104,0.432,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"CIN",252,11,29,28,1,0.091,0.238,0.204,0.29,0.249,0.323,0.453,0.336,98,87.3,-1.3,-2.1,-2.9,0.4,0.224,0.366,0.41,0.167,0.269,0.107,0.078,0.293,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"PIT",311,11,41,39,10,0.093,0.219,0.185,0.299,0.257,0.326,0.442,0.334,102,89,1.9,2.6,-3,1,0.188,0.375,0.438,0.121,0.304,0.104,0.108,0.394,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"CHC",269,6,40,37,6,0.082,0.208,0.124,0.341,0.281,0.343,0.405,0.332,101,88.8,0.6,1,-1.2,0.9,0.225,0.487,0.289,0.111,0.31,0.108,0.048,0.397,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"SDP",335,12,40,36,5,0.113,0.209,0.188,0.257,0.229,0.317,0.417,0.321,98,88.7,1,0.1,-2.5,0.9,0.173,0.391,0.436,0.125,0.299,0.105,0.084,0.354,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"LAA",310,11,45,45,3,0.113,0.21,0.164,0.265,0.234,0.324,0.398,0.319,100,89.6,0.5,0.3,0.9,1.1,0.14,0.454,0.406,0.131,0.303,0.122,0.077,0.438,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"PHI",296,6,26,24,5,0.064,0.28,0.161,0.355,0.264,0.312,0.425,0.318,91,88,-2.2,-5.7,0.4,0.5,0.214,0.411,0.375,0.083,0.35,0.134,0.083,0.378,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"WSN",338,5,34,34,2,0.086,0.186,0.11,0.321,0.269,0.333,0.379,0.317,90,87.8,-2.1,-6.3,-2.8,0.3,0.198,0.459,0.343,0.06,0.347,0.099,0.041,0.369,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"MIN",306,8,36,34,1,0.088,0.209,0.13,0.306,0.256,0.324,0.386,0.314,100,89.7,-0.4,-0.4,0.3,0.9,0.234,0.327,0.439,0.085,0.302,0.117,0.089,0.407,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"NYM",343,10,37,36,8,0.125,0.178,0.15,0.232,0.213,0.329,0.362,0.313,95,86.4,0.7,-1.4,0.6,1.1,0.223,0.463,0.314,0.139,0.312,0.098,0.074,0.335,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"ARI",322,8,39,36,12,0.043,0.189,0.169,0.29,0.253,0.299,0.422,0.313,88,88.7,-1.5,-6.6,4.2,0.9,0.231,0.424,0.345,0.098,0.331,0.105,0.046,0.367,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"CLE",367,5,43,37,13,0.109,0.204,0.113,0.307,0.25,0.333,0.363,0.308,95,87.5,2.6,0.2,-4.8,0.7,0.211,0.419,0.37,0.055,0.35,0.111,0.04,0.34,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"COL",333,8,34,33,2,0.054,0.249,0.142,0.321,0.255,0.3,0.397,0.306,70,85.3,-0.8,-13.7,-7,-0.9,0.171,0.434,0.395,0.089,0.372,0.138,0.074,0.293,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"TEX",289,9,39,37,1,0.083,0.232,0.143,0.285,0.239,0.308,0.382,0.306,92,88.1,-0.8,-3.4,0.6,0.6,0.205,0.446,0.349,0.132,0.287,0.112,0.072,0.354,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"SEA",334,7,37,35,8,0.063,0.234,0.144,0.299,0.239,0.3,0.382,0.303,95,88.5,1.2,-0.7,1.9,1.2,0.203,0.383,0.414,0.074,0.331,0.101,0.083,0.389,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"HOU",349,9,42,40,6,0.089,0.252,0.117,0.292,0.231,0.314,0.349,0.298,88,89,0,-4.8,1.7,0.8,0.186,0.405,0.409,0.1,0.32,0.123,0.054,0.372,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"MIA",304,9,20,20,2,0.076,0.289,0.135,0.288,0.221,0.28,0.356,0.282,72,89.5,-4,-15.2,-1,-0.5,0.177,0.505,0.318,0.148,0.296,0.115,0.078,0.358,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"OAK",294,8,27,26,6,0.088,0.241,0.137,0.254,0.209,0.284,0.346,0.281,81,88,-1.5,-8.2,-4,-0.3,0.153,0.407,0.439,0.096,0.289,0.112,0.077,0.323,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"KCR",314,10,26,25,3,0.083,0.252,0.144,0.221,0.187,0.264,0.331,0.267,63,91.8,0.2,-13.8,3.5,0,0.186,0.422,0.392,0.125,0.365,0.126,0.093,0.498,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
"DET",297,5,26,25,4,0.074,0.269,0.092,0.261,0.199,0.26,0.29,0.249,54,88,-0.7,-16.9,1.2,-0.6,0.155,0.539,0.306,0.085,0.356,0.127,0.062,0.361,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-10&enddate=2023-04-08"
