"game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","description","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","rescheduleDate","rescheduleGameDate","status.reason","rescheduledFrom","rescheduledFromDate"
718479,"/api/v1.1/game/718479/feed/live","R","2023","2023-04-22T18:20:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718479-2023-04-22","2023","day",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",9,TRUE,FALSE,7,11,11,"0.5",119,"Los Angeles Dodgers","/api/v1/teams/119",4,FALSE,FALSE,7,12,8,"0.6",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/718479/content",NA,NA,NA,NA,NA
718475,"/api/v1.1/game/718475/feed/live","R","2023","2023-04-22T19:05:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718475-2023-04-22","2023","day",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,7,6,16,"0.273",115,"Colorado Rockies","/api/v1/teams/115",4,TRUE,FALSE,7,10,12,"0.455",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/718475/content",NA,NA,NA,NA,NA
718473,"/api/v1.1/game/718473/feed/live","R","2023","2023-04-22T19:10:00Z","2023-04-22",FALSE,1,TRUE,"Y","P","N","14-718473-2023-04-22","2023","day",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",6,TRUE,FALSE,7,11,9,"0.55",146,"Miami Marlins","/api/v1/teams/146",1,FALSE,FALSE,7,10,10,"0.5",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/718473/content",NA,NA,NA,NA,NA
718488,"/api/v1.1/game/718488/feed/live","R","2023","2023-04-22T19:15:00Z","2023-04-22",FALSE,2,TRUE,"Y","P","N","14-718488-2023-04-22","2023","day","Makeup of 4/21 PPD",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",TRUE,"FALSE",3,TRUE,FALSE,7,12,9,"0.571",146,"Miami Marlins","/api/v1/teams/146",2,FALSE,FALSE,7,10,11,"0.476",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/718488/content",NA,NA,NA,"2023-04-21T23:10:00Z","2023-04-21"
718478,"/api/v1.1/game/718478/feed/live","R","2023","2023-04-22T20:05:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718478-2023-04-22","2023","day",NA,9,FALSE,145,4,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,7,14,8,"0.636",121,"New York Mets","/api/v1/teams/121",7,TRUE,FALSE,7,7,13,"0.35",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/718478/content",NA,NA,NA,NA,NA
718477,"/api/v1.1/game/718477/feed/live","R","2023","2023-04-22T20:05:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718477-2023-04-22","2023","day",NA,9,FALSE,145,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,7,7,14,"0.333",145,"Chicago White Sox","/api/v1/teams/145",4,TRUE,FALSE,7,18,3,"0.857",139,"Tampa Bay Rays","/api/v1/teams/139",12,"Tropicana Field","/api/v1/venues/12","/api/v1/game/718477/content",NA,NA,NA,NA,NA
718474,"/api/v1.1/game/718474/feed/live","R","2023","2023-04-22T22:35:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718474-2023-04-22","2023","night",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",1,FALSE,FALSE,7,7,14,"0.333",113,"Cincinnati Reds","/api/v1/teams/113",2,TRUE,FALSE,7,15,7,"0.682",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/718474/content",NA,NA,NA,NA,NA
718472,"/api/v1.1/game/718472/feed/live","R","2023","2023-04-22T23:05:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718472-2023-04-22","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",1,FALSE,FALSE,7,7,12,"0.368",116,"Detroit Tigers","/api/v1/teams/116",5,TRUE,FALSE,7,13,7,"0.65",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/718472/content",NA,NA,NA,NA,NA
718469,"/api/v1.1/game/718469/feed/live","R","2023","2023-04-22T23:05:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718469-2023-04-22","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,7,4,17,"0.19",133,"Oakland Athletics","/api/v1/teams/133",18,TRUE,FALSE,7,13,7,"0.65",140,"Texas Rangers","/api/v1/teams/140",5325,"Globe Life Field","/api/v1/venues/5325","/api/v1/game/718469/content",NA,NA,NA,NA,NA
718470,"/api/v1.1/game/718470/feed/live","R","2023","2023-04-22T23:10:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718470-2023-04-22","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,7,11,11,"0.5",111,"Boston Red Sox","/api/v1/teams/111",5,TRUE,FALSE,7,15,6,"0.714",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/718470/content",NA,NA,NA,NA,NA
718471,"/api/v1.1/game/718471/feed/live","R","2023","2023-04-22T23:20:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718471-2023-04-22","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",6,TRUE,FALSE,7,11,10,"0.524",117,"Houston Astros","/api/v1/teams/117",3,FALSE,FALSE,7,14,7,"0.667",144,"Atlanta Braves","/api/v1/teams/144",4705,"Truist Park","/api/v1/venues/4705","/api/v1/game/718471/content",NA,NA,NA,NA,NA
718467,"/api/v1.1/game/718467/feed/live","R","2023","2023-04-23T00:10:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718467-2023-04-22","2023","night",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,TRUE,FALSE,7,11,12,"0.478",135,"San Diego Padres","/api/v1/teams/135",3,FALSE,FALSE,7,12,10,"0.545",109,"Arizona Diamondbacks","/api/v1/teams/109",15,"Chase Field","/api/v1/venues/15","/api/v1/game/718467/content",NA,NA,NA,NA,NA
718466,"/api/v1.1/game/718466/feed/live","R","2023","2023-04-23T01:07:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718466-2023-04-22","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",11,TRUE,FALSE,7,5,16,"0.238",118,"Kansas City Royals","/api/v1/teams/118",8,FALSE,FALSE,7,10,11,"0.476",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/718466/content",NA,NA,NA,NA,NA
718464,"/api/v1.1/game/718464/feed/live","R","2023","2023-04-23T01:40:00Z","2023-04-22",FALSE,1,TRUE,"N","P","N","14-718464-2023-04-22","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,7,8,13,"0.381",138,"St. Louis Cardinals","/api/v1/teams/138",5,TRUE,FALSE,7,10,11,"0.476",136,"Seattle Mariners","/api/v1/teams/136",680,"T-Mobile Park","/api/v1/venues/680","/api/v1/game/718464/content",NA,NA,NA,NA,NA
718458,"/api/v1.1/game/718458/feed/live","R","2023","2023-04-23T16:05:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718458-2023-04-23","2023","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,7,6,17,"0.261",115,"Colorado Rockies","/api/v1/teams/115",9,TRUE,FALSE,7,11,12,"0.478",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/718458/content",NA,NA,NA,NA,NA
718459,"/api/v1.1/game/718459/feed/live","R","2023","2023-04-23T17:35:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718459-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",1,FALSE,FALSE,7,7,13,"0.35",116,"Detroit Tigers","/api/v1/teams/116",2,TRUE,FALSE,7,14,7,"0.667",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/718459/content",NA,NA,NA,NA,NA
718463,"/api/v1.1/game/718463/feed/live","R","2023","2023-04-23T17:35:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718463-2023-04-23","2023","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",0,FALSE,FALSE,7,7,15,"0.318",113,"Cincinnati Reds","/api/v1/teams/113",2,TRUE,FALSE,7,16,7,"0.696",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/718463/content",NA,NA,NA,NA,NA
718462,"/api/v1.1/game/718462/feed/live","R","2023","2023-04-23T17:35:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718462-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,TRUE,FALSE,7,12,10,"0.545",117,"Houston Astros","/api/v1/teams/117",2,FALSE,FALSE,7,14,8,"0.636",144,"Atlanta Braves","/api/v1/teams/144",4705,"Truist Park","/api/v1/venues/4705","/api/v1/game/718462/content",NA,NA,NA,NA,NA
718465,"/api/v1.1/game/718465/feed/live","R","2023","2023-04-23T17:35:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718465-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,TRUE,FALSE,7,13,9,"0.591",141,"Toronto Blue Jays","/api/v1/teams/141",1,FALSE,FALSE,7,13,9,"0.591",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/718465/content",NA,NA,NA,NA,NA
718457,"/api/v1.1/game/718457/feed/live","R","2023","2023-04-23T17:40:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718457-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",1,FALSE,FALSE,7,7,15,"0.318",145,"Chicago White Sox","/api/v1/teams/145",4,TRUE,FALSE,7,19,3,"0.864",139,"Tampa Bay Rays","/api/v1/teams/139",12,"Tropicana Field","/api/v1/venues/12","/api/v1/game/718457/content",NA,NA,NA,NA,NA
718460,"/api/v1.1/game/718460/feed/live","R","2023","2023-04-23T17:40:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718460-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,7,12,10,"0.545",146,"Miami Marlins","/api/v1/teams/146",7,TRUE,FALSE,7,11,11,"0.5",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/718460/content",NA,NA,NA,NA,NA
718454,"/api/v1.1/game/718454/feed/live","R","2023","2023-04-23T18:10:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718454-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",1,FALSE,FALSE,7,7,14,"0.333",120,"Washington Nationals","/api/v1/teams/120",3,TRUE,FALSE,7,12,10,"0.545",142,"Minnesota Twins","/api/v1/teams/142",3312,"Target Field","/api/v1/venues/3312","/api/v1/game/718454/content",NA,NA,NA,NA,NA
718461,"/api/v1.1/game/718461/feed/live","R","2023","2023-04-23T18:10:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718461-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",12,TRUE,FALSE,7,12,11,"0.522",111,"Boston Red Sox","/api/v1/teams/111",5,FALSE,FALSE,7,15,7,"0.682",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/718461/content",NA,NA,NA,NA,NA
718451,"/api/v1.1/game/718451/feed/live","R","2023","2023-04-23T18:20:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718451-2023-04-23","2023","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",7,TRUE,FALSE,7,12,11,"0.522",119,"Los Angeles Dodgers","/api/v1/teams/119",3,FALSE,FALSE,7,12,9,"0.571",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/718451/content",NA,NA,NA,NA,NA
718453,"/api/v1.1/game/718453/feed/live","R","2023","2023-04-23T18:35:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718453-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",2,FALSE,FALSE,7,4,18,"0.182",133,"Oakland Athletics","/api/v1/teams/133",5,TRUE,FALSE,7,14,7,"0.667",140,"Texas Rangers","/api/v1/teams/140",5325,"Globe Life Field","/api/v1/venues/5325","/api/v1/game/718453/content",NA,NA,NA,NA,NA
718452,"/api/v1.1/game/718452/feed/live","R","2023","2023-04-23T20:07:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718452-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,7,5,17,"0.227",118,"Kansas City Royals","/api/v1/teams/118",4,TRUE,FALSE,7,11,11,"0.5",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/718452/content",NA,NA,NA,NA,NA
718456,"/api/v1.1/game/718456/feed/live","R","2023","2023-04-23T20:10:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718456-2023-04-23","2023","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",7,TRUE,FALSE,7,12,12,"0.5",135,"San Diego Padres","/api/v1/teams/135",5,FALSE,FALSE,7,12,11,"0.522",109,"Arizona Diamondbacks","/api/v1/teams/109",15,"Chase Field","/api/v1/venues/15","/api/v1/game/718456/content",NA,NA,NA,NA,NA
718450,"/api/v1.1/game/718450/feed/live","R","2023","2023-04-23T20:10:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718450-2023-04-23","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",7,TRUE,FALSE,7,9,13,"0.409",138,"St. Louis Cardinals","/api/v1/teams/138",3,FALSE,FALSE,7,10,12,"0.455",136,"Seattle Mariners","/api/v1/teams/136",680,"T-Mobile Park","/api/v1/venues/680","/api/v1/game/718450/content",NA,NA,NA,NA,NA
718455,"/api/v1.1/game/718455/feed/live","R","2023","2023-04-23T23:10:00Z","2023-04-23",FALSE,1,TRUE,"N","P","N","14-718455-2023-04-23","2023","day",NA,9,FALSE,145,4,4,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,7,14,9,"0.609",121,"New York Mets","/api/v1/teams/121",5,TRUE,FALSE,7,8,13,"0.381",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/718455/content",NA,NA,NA,NA,NA
718448,"/api/v1.1/game/718448/feed/live","R","2023","2023-04-24T22:10:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718448-2023-04-24","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",6,TRUE,FALSE,8,7,17,"0.292",115,"Colorado Rockies","/api/v1/teams/115",0,FALSE,FALSE,8,11,12,"0.478",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/718448/content",NA,NA,NA,NA,NA
718447,"/api/v1.1/game/718447/feed/live","R","2023","2023-04-24T22:35:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718447-2023-04-24","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,8,12,12,"0.5",111,"Boston Red Sox","/api/v1/teams/111",5,TRUE,FALSE,8,15,7,"0.682",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/718447/content",NA,NA,NA,NA,NA
718449,"/api/v1.1/game/718449/feed/live","R","2023","2023-04-24T22:40:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718449-2023-04-24","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,8,12,11,"0.522",117,"Houston Astros","/api/v1/teams/117",8,TRUE,FALSE,8,20,3,"0.87",139,"Tampa Bay Rays","/api/v1/teams/139",12,"Tropicana Field","/api/v1/venues/12","/api/v1/game/718449/content",NA,NA,NA,NA,NA
718445,"/api/v1.1/game/718445/feed/live","R","2023","2023-04-24T22:40:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718445-2023-04-24","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",6,FALSE,FALSE,8,14,8,"0.636",140,"Texas Rangers","/api/v1/teams/140",7,TRUE,FALSE,8,8,15,"0.348",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/718445/content",NA,NA,NA,NA,NA
718444,"/api/v1.1/game/718444/feed/live","R","2023","2023-04-24T23:07:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718444-2023-04-24","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",2,FALSE,FALSE,8,7,16,"0.304",145,"Chicago White Sox","/api/v1/teams/145",5,TRUE,FALSE,8,14,9,"0.609",141,"Toronto Blue Jays","/api/v1/teams/141",14,"Rogers Centre","/api/v1/venues/14","/api/v1/game/718444/content",NA,NA,NA,NA,NA
718443,"/api/v1.1/game/718443/feed/live","R","2023","2023-04-24T23:20:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718443-2023-04-24","2023","night",NA,9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",0,FALSE,FALSE,8,12,11,"0.522",146,"Miami Marlins","/api/v1/teams/146",11,TRUE,FALSE,8,15,8,"0.652",144,"Atlanta Braves","/api/v1/teams/144",4705,"Truist Park","/api/v1/venues/4705","/api/v1/game/718443/content",NA,NA,NA,NA,NA
718442,"/api/v1.1/game/718442/feed/live","R","2023","2023-04-24T23:40:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718442-2023-04-24","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",1,FALSE,FALSE,8,13,10,"0.565",147,"New York Yankees","/api/v1/teams/147",6,TRUE,FALSE,8,13,10,"0.565",142,"Minnesota Twins","/api/v1/teams/142",3312,"Target Field","/api/v1/venues/3312","/api/v1/game/718442/content",NA,NA,NA,NA,NA
718441,"/api/v1.1/game/718441/feed/live","R","2023","2023-04-24T23:40:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718441-2023-04-24","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,TRUE,FALSE,8,8,13,"0.381",116,"Detroit Tigers","/api/v1/teams/116",2,FALSE,FALSE,8,15,8,"0.652",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/718441/content",NA,NA,NA,NA,NA
718437,"/api/v1.1/game/718437/feed/live","R","2023","2023-04-25T01:38:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718437-2023-04-24","2023","night",NA,9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",11,TRUE,FALSE,8,5,18,"0.217",133,"Oakland Athletics","/api/v1/teams/133",10,FALSE,FALSE,8,11,12,"0.478",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/718437/content",NA,NA,NA,NA,NA
718438,"/api/v1.1/game/718438/feed/live","R","2023","2023-04-25T01:40:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718438-2023-04-24","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,8,5,18,"0.217",118,"Kansas City Royals","/api/v1/teams/118",5,TRUE,FALSE,8,13,11,"0.542",109,"Arizona Diamondbacks","/api/v1/teams/109",15,"Chase Field","/api/v1/venues/15","/api/v1/game/718438/content",NA,NA,NA,NA,NA
718446,"/api/v1.1/game/718446/feed/live","R","2023","2023-04-25T01:45:00Z","2023-04-24",FALSE,1,TRUE,"N","P","N","14-718446-2023-04-24","2023","night",NA,9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",0,FALSE,FALSE,8,9,14,"0.391",138,"St. Louis Cardinals","/api/v1/teams/138",4,TRUE,FALSE,8,9,13,"0.409",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/718446/content",NA,NA,NA,NA,NA
718440,"/api/v1.1/game/718440/feed/live","R","2023","2023-04-25T22:10:00Z","2023-04-25",FALSE,1,TRUE,"N","P","N","14-718440-2023-04-25","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,TRUE,FALSE,8,8,17,"0.32",115,"Colorado Rockies","/api/v1/teams/115",1,FALSE,FALSE,8,11,13,"0.458",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/718440/content",NA,NA,NA,NA,NA
718435,"/api/v1.1/game/718435/feed/live","R","2023","2023-04-25T22:35:00Z","2023-04-25",FALSE,1,TRUE,"N","P","N","14-718435-2023-04-25","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",8,TRUE,FALSE,8,13,12,"0.52",111,"Boston Red Sox","/api/v1/teams/111",6,FALSE,FALSE,8,15,8,"0.652",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/718435/content",NA,NA,NA,NA,NA
718432,"/api/v1.1/game/718432/feed/live","R","2023","2023-04-25T22:35:00Z","2023-04-25",FALSE,1,TRUE,"N","P","N","14-718432-2023-04-25","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",8,TRUE,FALSE,8,13,11,"0.542",119,"Los Angeles Dodgers","/api/v1/teams/119",7,FALSE,FALSE,8,16,8,"0.667",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/718432/content",NA,NA,NA,NA,NA
718436,"/api/v1.1/game/718436/feed/live","R","2023","2023-04-25T22:40:00Z","2023-04-25",FALSE,1,TRUE,"N","P","N","14-718436-2023-04-25","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,TRUE,FALSE,8,13,11,"0.542",117,"Houston Astros","/api/v1/teams/117",0,FALSE,FALSE,8,20,4,"0.833",139,"Tampa Bay Rays","/api/v1/teams/139",12,"Tropicana Field","/api/v1/venues/12","/api/v1/game/718436/content",NA,NA,NA,NA,NA
718434,"/api/v1.1/game/718434/feed/live","R","2023","2023-04-25T22:40:00Z","2023-04-25",FALSE,1,TRUE,"N","P","N","14-718434-2023-04-25","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",6,FALSE,FALSE,8,14,9,"0.609",140,"Texas Rangers","/api/v1/teams/140",7,TRUE,FALSE,8,9,15,"0.375",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/718434/content",NA,NA,NA,NA,NA
718430,"/api/v1.1/game/718430/feed/live","R","2023","2023-04-25T22:40:00Z","2023-04-25",FALSE,1,TRUE,"N","P","N","14-718430-2023-04-25","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,TRUE,FALSE,8,11,12,"0.478",136,"Seattle Mariners","/api/v1/teams/136",3,FALSE,FALSE,8,11,13,"0.458",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/718430/content",NA,NA,NA,NA,NA
