"Name","Team","G","GS","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","Start.IP","Relief.IP","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date","url"
"Ryan Thompson","TBR",2,0,2,0.333,0,0,0,1,0.5,0,0.5,0,81.1,0,0,1.2,2.85,1.85,0,NA,2,0.222,0.833,0.15,0.55,0.25,0.25,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Tim Hill","SDP",3,0,2.2,0.091,0,0,0.5,1,0.75,0.125,0.125,0,83.4,1.5,0,4.7,5.32,2.82,0,NA,2.2,0.273,0.727,0.087,0.522,0,0.5,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Pablo Lopez","MIN",1,1,5.1,0.381,0.143,0,0.222,1,0.556,0.222,0.222,0,85.3,0.94,0,2.45,3.07,3.26,0.2,5.1,NA,0.419,0.571,0.2,0.271,0,0.444,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Gabe Speier","SEA",3,0,2.2,0.375,0,0,0,1,0.8,0.2,0,0,93.3,0,0,0.95,0.95,0.06,0.2,NA,2.2,0.5,0.75,0.16,0.52,0,0.8,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Justin Steele","CHC",1,1,6,0.381,0.048,0,0.25,1,0.667,0.25,0.083,0,88,0.67,0,1.03,1.31,1.6,0.3,6,NA,0.346,0.524,0.151,0.381,0,0.5,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Jack Flaherty","STL",1,1,5,0.182,0.318,0,0,1,0.5,0,0.5,0,85.4,1.4,0,6.4,8.05,8.93,-0.1,5,NA,0.121,0.727,0.084,0.389,0,0.2,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Albert Abreu","NYY",2,0,4,0.25,0.125,0,0.2,1,0.5,0.1,0.4,0,86.2,1,0,2.7,4.35,4,0.1,NA,4,0.189,0.625,0.068,0.479,0,0.3,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Jimmy Herget","LAA",2,0,2,0.125,0,0,0.167,1,0.333,0,0.667,0,87.7,0.5,0,3.7,7,4.93,0.1,NA,2,0.2,0.75,0.029,0.559,0,0.333,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Justin Lawrence","COL",2,0,2,0.667,0.167,0,0,1,1,0,0,0,97.8,0.5,0,0.7,0.7,1.6,0,NA,2,0.2,0.667,0.125,0.583,0,1,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Jeffrey Springs","TBR",1,1,6,0.632,0.053,0,0,1,0.5,0,0.5,0,92.5,0.17,0,-0.3,0.53,0.61,0.5,6,NA,0.364,0.947,0.16,0.457,0,0.5,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Evan Phillips","LAD",3,0,2,0,0,0,0.167,1,0.333,0.167,0.5,0,84.5,0.5,0,4.7,7.18,6.43,0,NA,2,0.182,0.714,0.091,0.5,0,0,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Drew Smith","NYM",2,0,1.2,0.25,0.125,0,0.4,1,0,0.2,0.8,0,87.1,1.8,0,2.6,6.56,5.5,0,NA,1.2,0.25,0.75,0.063,0.25,0,0.2,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Jose Alvarado","PHI",2,0,2,0.714,0,0,0.5,1,0.5,0.5,0,0,102.4,0.5,0,-1.8,-1.8,-0.32,0.1,NA,2,0.462,0.714,0.267,0.567,0,0.5,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Dennis Santana","NYM",3,0,2.2,0.5,0.2,0,0,1,0.333,0,0.667,0,91.2,0.75,0,1.7,2.94,2.8,0.1,NA,2.2,0.324,0.7,0.094,0.288,0,0.333,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Garrett Cleavinger","TBR",2,0,1.2,0.25,0.125,0,0.2,0.5,0.6,0.2,0.2,0,85.7,1.2,0,2.6,3.59,3.63,0,NA,1.2,0.333,0.5,0.103,0.385,0,0.4,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Pete Fairbanks","TBR",2,0,2,0,0,0,0.143,1,0.571,0,0.429,0,91.9,0.5,0,3.2,5.68,5.58,0,NA,2,0.444,0.714,0,0.526,0,0.429,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Phil Maton","HOU",3,0,3.1,0.214,0.071,0,0.125,1,0.5,0,0.5,0,80.4,0.6,0,4.1,6.08,3.78,0,NA,3.1,0.259,0.714,0.111,0.4,0,0.125,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Taylor Hearn","TEX",2,0,3.1,0.364,0.091,0,0,1,0.333,0.5,0.167,0,92.9,0.3,0,1.7,2.2,2.39,0,NA,3.1,0.333,0.727,0.065,0.413,0.167,0.333,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Alex Young","CIN",3,0,2.1,0.182,0.091,0,0.375,1,0.286,0.286,0.429,0,91.7,1.71,0,2.77,4.89,4.54,0.1,NA,2.1,0.391,0.818,0.171,0.343,0,0.25,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Enyel De Los Santos","CLE",4,0,3.2,0.286,0.143,0,0.125,1,0.25,0.25,0.5,0,78.8,0.82,0,2.65,4.45,4.03,0.1,NA,3.2,0.4,0.5,0.092,0.444,0.125,0.125,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Hobie Harris","WSN",2,0,1.2,0.333,0.167,0,0.333,1,0.333,0,0.667,0,89,1.2,0,2.6,4.58,3.87,0,NA,1.2,0.4,0.833,0.182,0.545,0.333,0.667,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"A.J. Minter","ATL",3,0,3,0.182,0.091,0,0.125,1,0.25,0.25,0.5,0,85.9,0.67,0,2.87,5.07,4.75,0.1,NA,3,0.452,0.727,0.137,0.392,0,0.25,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Freddy Peralta","MIL",1,1,6,0.318,0.136,0,0.167,1,0.5,0.083,0.417,0,80.9,0.83,0,2.37,3.74,3.82,0.2,6,NA,0.294,0.5,0.129,0.4,0.083,0.167,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Jose Quijada","LAA",1,0,1,0,0,0,0,1,0.333,0.333,0.333,0,88.5,0,0,3.2,4.85,6,0,NA,1,0.333,0.333,0,0.333,0.333,0.667,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Ian Hamilton","NYY",1,0,1.2,0.25,0,0,0.5,1,0.5,0.333,0.167,0,86.6,1.8,0,0.8,1.79,2.14,0,NA,1.2,0.389,0.625,0.25,0.5,0,0.333,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Trevor Richards","TOR",1,0,2,0.3,0.1,0,0.4,1,0.4,0,0.6,0,91.6,1.5,0,3.2,5.68,3.25,0,NA,2,0.394,0.7,0.189,0.108,0.2,0.4,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Caleb Ferguson","LAD",3,0,3,0.091,0.091,0,0.125,1,0.875,0,0.125,0,90.6,0.67,0,4.53,5.08,3.39,0,NA,3,0.296,0.455,0.111,0.4,0,0.375,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Colin Poche","TBR",2,0,2,0,0.111,0,0.25,1,0.375,0.125,0.5,0,84.9,1.5,0,4.7,8,7.54,0,NA,2,0.333,0.778,0.129,0.419,0,0.25,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Ronel Blanco","HOU",2,0,3,0.6,0.1,0,0,1,0.333,0.333,0.333,0,93.1,0.33,0,0.2,0.75,0.86,0.2,NA,3,0.375,0.4,0.37,0.304,0.333,0.333,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Dane Dunning","TEX",2,0,7,0.038,0.038,0,0.174,1,0.391,0.087,0.522,0,89.3,0.71,0,3.77,6.6,6.07,0,NA,7,0.262,0.577,0.06,0.39,0,0.348,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Jorge Alcala","MIN",2,0,3,0.3,0.1,0,0.333,1,0.667,0,0.333,0,93.1,1,0,2.2,3.3,2.91,0.1,NA,3,0.435,0.6,0.132,0.378,0,0.333,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Aaron Civale","CLE",1,1,7,0.13,0.043,0,0.105,1,0.632,0.053,0.316,0,88.1,0.43,0,2.77,4.19,4.2,0.2,7,NA,0.396,0.783,0.063,0.4,0,0.263,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Andrew Vasquez","PHI",2,0,3.2,0,0.2,0,0.167,1,0.5,0,0.5,0,86.8,1.36,0,5.65,8.35,8.74,0,NA,3.2,0.103,0.6,0,0.442,0.083,0.25,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
"Zach Jackson","OAK",3,0,2.2,0.455,0.182,0,0.25,1,0,0,1,0,88.5,1.13,0,1.7,4.18,3.25,0.1,NA,2.2,0.317,0.455,0.154,0.212,0,0.25,2023-04-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-04&page=1_1000"
