"Team","PA","HR","R","RBI","SB","BB.","K.","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC.","EV","BsR","Off","Def","WAR","LD.","GB.","FB.","HR.FB","O.Swing.","SwStr.","Barrel.","HardHit.","Date","url"
"ATL",246,14,42,41,4,0.102,0.195,0.257,0.329,0.304,0.382,0.561,0.401,151,91.4,-0.5,15,-0.7,2.3,0.178,0.379,0.444,0.187,0.326,0.113,0.118,0.438,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"TBR",224,17,41,37,11,0.103,0.254,0.328,0.285,0.267,0.353,0.595,0.399,162,91.6,2.3,19,0.1,2.7,0.121,0.471,0.407,0.298,0.309,0.118,0.171,0.479,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"LAD",238,7,45,43,10,0.126,0.227,0.217,0.366,0.296,0.387,0.512,0.385,144,90.6,2.5,15.4,0.3,2.4,0.263,0.401,0.336,0.137,0.254,0.105,0.059,0.447,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"KCR",241,9,38,36,7,0.104,0.166,0.238,0.321,0.295,0.367,0.533,0.381,142,90.9,-0.1,11.8,-2,1.8,0.185,0.382,0.434,0.12,0.32,0.097,0.12,0.491,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"TEX",199,10,34,32,3,0.111,0.236,0.238,0.308,0.267,0.354,0.506,0.37,137,89.3,-0.6,8,0.1,1.5,0.198,0.397,0.405,0.196,0.259,0.106,0.125,0.453,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"BAL",287,12,48,45,6,0.105,0.195,0.202,0.323,0.285,0.364,0.486,0.37,137,89.7,0.3,12.9,-2.6,2,0.149,0.421,0.431,0.143,0.313,0.111,0.101,0.387,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"COL",225,5,35,34,3,0.098,0.187,0.178,0.353,0.299,0.371,0.477,0.368,117,88.6,-0.7,3.9,-1.3,1,0.217,0.369,0.414,0.077,0.317,0.125,0.088,0.365,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"ARI",199,10,34,34,1,0.101,0.186,0.227,0.295,0.278,0.347,0.506,0.365,127,89.3,-1,5.8,0.4,1.3,0.206,0.418,0.376,0.189,0.236,0.086,0.092,0.394,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"SFG",225,13,30,30,4,0.111,0.262,0.236,0.268,0.236,0.332,0.472,0.35,121,90,-0.4,5.3,0.2,1.3,0.2,0.474,0.326,0.295,0.258,0.122,0.101,0.428,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"DET",255,10,35,35,3,0.059,0.255,0.192,0.319,0.261,0.318,0.453,0.335,114,89.6,-0.8,3.5,2.4,1.4,0.206,0.376,0.418,0.141,0.323,0.115,0.1,0.453,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"LAA",237,9,35,34,4,0.063,0.186,0.144,0.319,0.287,0.338,0.431,0.334,111,90.5,-0.5,2.7,1.2,1.2,0.257,0.423,0.32,0.161,0.308,0.112,0.091,0.4,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"PIT",269,5,28,27,8,0.112,0.23,0.158,0.289,0.232,0.326,0.39,0.315,95,88.2,-0.2,-1.9,-1.5,0.6,0.185,0.482,0.333,0.089,0.253,0.108,0.058,0.347,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"OAK",228,5,25,23,8,0.083,0.276,0.141,0.338,0.251,0.323,0.392,0.314,103,87.1,0.1,0.7,-1.2,0.7,0.239,0.413,0.348,0.104,0.324,0.13,0.049,0.294,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"CHC",262,7,23,23,4,0.095,0.267,0.143,0.312,0.242,0.321,0.385,0.308,93,88.9,0.3,-2.2,-0.5,0.6,0.221,0.429,0.35,0.123,0.292,0.108,0.079,0.451,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"CHW",242,7,32,31,3,0.095,0.215,0.128,0.299,0.251,0.331,0.379,0.307,95,88.5,-0.2,-1.9,-2.3,0.4,0.203,0.456,0.342,0.13,0.336,0.111,0.085,0.402,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"MIA",216,2,21,18,2,0.06,0.199,0.082,0.34,0.276,0.33,0.357,0.303,90,88,-2.1,-4.7,-1.6,0.1,0.214,0.468,0.318,0.041,0.342,0.109,0.045,0.301,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"TOR",271,7,32,28,7,0.089,0.214,0.15,0.275,0.232,0.299,0.382,0.299,89,89.9,2,-1.5,-1.1,0.6,0.223,0.441,0.335,0.111,0.292,0.093,0.101,0.429,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"NYM",208,8,20,18,3,0.067,0.221,0.184,0.243,0.216,0.28,0.4,0.298,90,90.4,-0.4,-3.1,0.2,0.4,0.194,0.403,0.403,0.138,0.297,0.093,0.103,0.407,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"SEA",233,8,28,28,1,0.116,0.279,0.151,0.258,0.205,0.3,0.356,0.295,90,88.8,-1.4,-4.1,0.7,0.4,0.179,0.357,0.464,0.123,0.296,0.135,0.071,0.343,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"PHI",228,6,23,22,1,0.075,0.263,0.156,0.284,0.224,0.291,0.38,0.295,82,86.9,-0.2,-5.5,-2.5,0,0.205,0.37,0.425,0.097,0.382,0.131,0.047,0.291,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"CIN",222,5,17,16,3,0.059,0.239,0.101,0.309,0.246,0.297,0.348,0.286,70,84.7,-0.4,-8.6,-2.4,-0.3,0.227,0.396,0.377,0.086,0.302,0.093,0.026,0.247,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"WSN",269,5,23,22,6,0.033,0.19,0.113,0.289,0.245,0.273,0.358,0.277,69,88.7,0.5,-9.9,-1.9,-0.3,0.225,0.505,0.27,0.091,0.328,0.097,0.058,0.38,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"MIN",236,7,25,23,4,0.127,0.284,0.134,0.225,0.178,0.289,0.312,0.275,74,89.8,-1.1,-8.3,-1.4,-0.2,0.15,0.451,0.398,0.132,0.356,0.138,0.088,0.438,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"MIL",212,3,20,18,3,0.085,0.241,0.111,0.275,0.216,0.288,0.326,0.275,70,88.1,-0.8,-8.8,2.2,0.1,0.177,0.461,0.362,0.059,0.275,0.111,0.071,0.355,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"STL",218,4,19,19,0,0.046,0.271,0.112,0.299,0.228,0.266,0.34,0.267,68,88.9,-1.1,-9.9,0.5,-0.2,0.163,0.49,0.347,0.078,0.36,0.118,0.054,0.419,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"HOU",208,5,20,18,2,0.063,0.221,0.12,0.25,0.209,0.271,0.33,0.266,67,85.7,-0.2,-8.5,0,-0.2,0.172,0.469,0.359,0.096,0.358,0.095,0.048,0.274,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"NYY",204,6,16,16,5,0.054,0.157,0.115,0.235,0.22,0.262,0.335,0.264,65,89.4,-0.3,-8.9,1,-0.1,0.208,0.421,0.371,0.102,0.323,0.083,0.081,0.391,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"CLE",224,2,16,16,4,0.076,0.237,0.054,0.253,0.195,0.263,0.249,0.235,45,87.4,0.4,-14.4,-2,-0.9,0.232,0.497,0.272,0.049,0.364,0.12,0.013,0.296,2023-05-06,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-29&enddate=2023-05-05"
"BOS",282,11,51,51,12,0.074,0.177,0.213,0.381,0.335,0.395,0.547,0.406,156,89.7,1.4,20.3,-3.5,2.6,0.24,0.431,0.328,0.164,0.305,0.102,0.097,0.403,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"ATL",281,16,47,46,5,0.1,0.189,0.257,0.324,0.302,0.381,0.559,0.401,151,91.1,-0.5,17.2,-1,2.6,0.179,0.379,0.441,0.186,0.333,0.115,0.123,0.441,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"KCR",248,11,39,38,5,0.113,0.177,0.263,0.321,0.296,0.379,0.559,0.397,153,90.9,-0.6,14.9,-1.6,2.2,0.186,0.39,0.424,0.151,0.323,0.107,0.133,0.509,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"TEX",215,9,42,40,3,0.112,0.237,0.209,0.364,0.299,0.379,0.508,0.384,146,89.8,-0.3,11.5,0.5,1.9,0.204,0.416,0.38,0.173,0.262,0.105,0.101,0.432,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"LAD",241,8,46,44,8,0.129,0.216,0.225,0.34,0.284,0.382,0.51,0.382,143,90.6,2,14.6,0.5,2.3,0.265,0.348,0.387,0.133,0.261,0.107,0.071,0.471,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"COL",229,6,36,35,2,0.109,0.197,0.173,0.362,0.306,0.386,0.48,0.377,123,89.2,-0.9,5.4,-1.5,1.2,0.227,0.37,0.403,0.097,0.306,0.127,0.083,0.365,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"TBR",217,12,31,27,11,0.092,0.235,0.265,0.297,0.265,0.347,0.529,0.375,145,92,1.8,13.4,0.1,2.1,0.108,0.489,0.403,0.214,0.335,0.116,0.128,0.475,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"ARI",199,10,31,30,1,0.111,0.181,0.216,0.305,0.287,0.362,0.503,0.371,132,89.1,-0.8,7.1,0.6,1.5,0.204,0.445,0.35,0.208,0.254,0.082,0.085,0.397,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"BAL",246,9,42,40,7,0.102,0.244,0.198,0.342,0.276,0.355,0.475,0.362,131,90.2,0.4,9.4,-2.5,1.5,0.167,0.423,0.41,0.141,0.331,0.137,0.126,0.403,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"SDP",232,5,28,28,2,0.125,0.246,0.144,0.36,0.274,0.368,0.418,0.349,122,87.9,0.1,6.4,0,1.4,0.245,0.448,0.308,0.114,0.28,0.098,0.055,0.372,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"TOR",285,7,39,33,7,0.102,0.2,0.161,0.319,0.268,0.344,0.429,0.34,117,90.4,2,7.7,-1.6,1.5,0.223,0.452,0.325,0.109,0.271,0.087,0.106,0.455,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"CHW",245,9,32,31,3,0.09,0.212,0.16,0.314,0.269,0.351,0.429,0.336,114,89.4,-0.3,3.9,-1.9,1,0.195,0.447,0.358,0.158,0.354,0.119,0.091,0.418,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"OAK",230,6,28,26,8,0.078,0.252,0.174,0.331,0.259,0.329,0.433,0.331,114,87.7,0.6,4.4,-1.6,1,0.248,0.359,0.393,0.105,0.301,0.112,0.06,0.313,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"DET",224,8,30,30,4,0.054,0.223,0.185,0.302,0.259,0.313,0.444,0.328,109,88.7,-0.1,2.4,2.4,1.2,0.197,0.376,0.427,0.119,0.338,0.11,0.083,0.408,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"SEA",236,8,35,35,0,0.123,0.233,0.166,0.282,0.234,0.335,0.4,0.328,113,88.9,-1.7,1.8,1,1.1,0.213,0.367,0.42,0.127,0.268,0.119,0.067,0.367,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"LAA",231,8,31,30,1,0.065,0.182,0.137,0.299,0.269,0.32,0.406,0.317,99,89.5,-1.4,-1.8,0.9,0.7,0.227,0.453,0.32,0.145,0.306,0.105,0.099,0.366,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"SFG",211,10,23,23,4,0.1,0.246,0.183,0.234,0.21,0.297,0.392,0.305,92,89.6,-0.5,-2.7,0.4,0.5,0.195,0.451,0.353,0.213,0.267,0.118,0.081,0.412,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"WSN",237,6,26,25,5,0.046,0.19,0.129,0.305,0.262,0.297,0.391,0.301,86,89,-0.2,-4.3,-1.8,0.2,0.213,0.528,0.258,0.13,0.343,0.089,0.066,0.392,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"STL",229,6,24,24,1,0.061,0.245,0.136,0.309,0.249,0.297,0.385,0.3,89,88.5,-1.1,-4.1,0.1,0.4,0.154,0.506,0.34,0.113,0.337,0.106,0.076,0.411,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"CHC",259,5,21,21,6,0.081,0.255,0.124,0.317,0.245,0.313,0.369,0.298,86,87.7,0.7,-3.8,-0.4,0.5,0.232,0.411,0.357,0.083,0.295,0.109,0.065,0.408,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"NYM",244,8,22,20,3,0.07,0.221,0.162,0.25,0.216,0.281,0.378,0.291,85,89.9,-0.5,-4.9,0.5,0.4,0.202,0.417,0.381,0.125,0.293,0.089,0.088,0.388,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
"NYY",214,6,19,19,5,0.07,0.154,0.121,0.258,0.237,0.291,0.359,0.288,81,88.6,-0.7,-5.4,0.1,0.2,0.236,0.4,0.364,0.1,0.309,0.08,0.078,0.38,2023-05-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-04-30&enddate=2023-05-06"
